OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
351,12/31/2019 10:19am,Snow Emergency,"1324 grand st ne,Minneapolis,MN",45.0012,-93.26954,3,Sheridan,Northeast,5,2,Kasota
352,12/31/2019 10:19am,Snow Emergency,"3422 6th st n,Minneapolis,MN",45.0174,-93.28621,4,McKinley,Camden,1,2,Kasota
353,12/31/2019 10:19am,Snow Emergency,"830 40th st e,Minneapolis,MN",44.930685,-93.262032,8,Bancroft,Powderhorn,4,2,Kasota
354,12/31/2019 10:21am,Snow Emergency,"1316 grand st ne,Minneapolis,MN",45.00093,-93.26935,3,Sheridan,Northeast,6,2,Kasota
355,12/31/2019 10:22am,Snow Emergency,"3216 15th Avenue South,Minneapolis,MN",44.94417,-93.25411,9,Powderhorn Park,Powderhorn,5,2,Kasota
356,12/31/2019 10:22am,Snow Emergency,"1918 dupont ave s,Minneapolis,MN",44.963739,-93.293195,7,Lowry Hill,Calhoun Isle,3,2,Kasota
357,12/31/2019 10:22am,Snow Emergency,"1300 grand st ne,Minneapolis,MN",45.00062,-93.26897,3,Sheridan,Northeast,1,2,Kasota
358,12/31/2019 10:23am,Snow Emergency,"320 8th ave se,Minneapolis,MN",44.98319,-93.24395,3,Marcy Holmes,University,4,2,Kasota
359,12/31/2019 10:25am,Snow Emergency,"3126 James ave s,Minneapolis,MN",44.945394,-93.303505,10,ECCO,Calhoun Isle,1,2,Kasota
360,12/31/2019 10:25am,Snow Emergency,"1902 dupont ave s ,Minneapolis,MN",44.964172,-93.293195,7,Lowry Hill,Calhoun Isle,1,2,Kasota
361,12/31/2019 10:25am,Snow Emergency,"1818 Vincent Ave n ,Minneapolis,MN",44.998141,-93.315765,5,Willard - Hay,Near North,3,2,Kasota
362,12/31/2019 10:27am,Snow Emergency,"426 8TH AVE SE,Minneapolis,MN",44.984293,-93.243498,3,Marcy Holmes,University,1,2,Kasota
363,12/31/2019 10:29am,Snow Emergency,"1614 Vincent Ave n ,Minneapolis,MN",44.99574,-93.31551,5,Willard - Hay,Near North,3,2,Kasota
364,12/31/2019 10:30am,Snow Emergency,"1836 37th st e,Minneapolis,MN",44.936045,-93.246616,12,Standish,Powderhorn,1,2,Kasota
365,12/31/2019 10:31am,Snow Emergency,"1330 Vincent ave n ,Minneapolis,MN",44.99254,-93.31553,5,Willard - Hay,Near North,3,2,Kasota
366,12/31/2019 10:32am,Snow Emergency,"412 7TH AVE SE,Minneapolis,MN",44.984461,-93.245191,3,Marcy Holmes,University,4,2,Kasota
367,12/31/2019 10:34am,Snow Emergency,"610 7th ave se,Minneapolis,MN",44.98666,-93.24334,3,Marcy Holmes,University,4,2,Kasota
368,12/31/2019 10:34am,Snow Emergency,"3732 10th ave s,Minneapolis,MN",44.93494,-93.26035,9,Powderhorn Park,Powderhorn,3,2,Kasota
369,12/31/2019 10:34am,Snow Emergency,"804 5th Avenue se,Minneapolis,MN",44.989479,-93.244872,3,Marcy Holmes,University,6,2,Kasota
370,12/31/2019 10:35am,Snow Emergency,"1034 Aldrich Ave N,Minneapolis,MN",44.989867,-93.289305,5,Near - North,Near North,2,2,Kasota
371,12/31/2019 10:35am,Snow Emergency,"814 Vincent ave n ,Minneapolis,MN",44.98654,-93.31555,5,Willard - Hay,Near North,5,2,Kasota
372,12/31/2019 10:36am,Snow Emergency,"406 7th ave se,Minneapolis,MN",44.984415,-93.245226,3,Marcy Holmes,University,1,2,Kasota
373,12/31/2019 10:36am,Snow Emergency,"1722 Clinton av s ,Minneapolis,MN",44.965578,-93.271595,6,Steven's Square - Loring Heights,Central,1,2,Kasota
374,12/31/2019 10:36am,Snow Emergency,"1940 DUPONT AVE S,Minneapolis,MN",44.96314,-93.29344,7,Lowry Hill,Calhoun Isle,6,2,Kasota
375,12/31/2019 10:37am,Snow Emergency,"2016 2ND AVE N,Minneapolis,MN",44.97919,-93.30661,5,Harrison,Near North,3,2,Kasota
376,12/31/2019 10:37am,Snow Emergency,"1922 emerson ave s ,Minneapolis,MN",44.96349,-93.294526,7,Lowry Hill,Calhoun Isle,3,2,Kasota
377,12/31/2019 10:38am,Snow Emergency,"428 7th Avenue se,Minneapolis,MN",44.984583,-93.245094,3,Marcy Holmes,University,3,2,Kasota
378,12/31/2019 10:37am,Snow Emergency,"820 6TH AVE SE,Minneapolis,MN",44.989249,-93.243225,3,Marcy Holmes,University,3,2,Kasota
379,12/31/2019 10:39am,Snow Emergency,"624 7th ave se,Minneapolis,MN",44.986513,-93.24356,3,Marcy Holmes,University,3,2,Kasota
380,12/31/2019 10:40am,Snow Emergency,"120 CLIFTON AVE,Minneapolis,MN",44.96503,-93.283564,7,Loring Park,Central,3,2,Kasota
381,12/31/2019 10:41am,Snow Emergency,"1838 37 sst e,Minneapolis,MN",44.936045,-93.246527,12,Standish,Powderhorn,3,2,Kasota
382,12/31/2019 10:42am,Snow Emergency,"414 7th Avenue se,Minneapolis,MN",44.98469,-93.2446,3,Marcy Holmes,University,4,2,Kasota
383,12/31/2019 10:43am,Snow Emergency,"122 CLIFTON AVE,Minneapolis,MN",44.965036,-93.283545,7,Loring Park,Central,3,2,Kasota
384,12/31/2019 10:44am,Snow Emergency,"3814 11th av s,Minneapolis,MN",44.933564,-93.258845,8,Bancroft,Powderhorn,4,2,Kasota
385,12/31/2019 10:44am,Snow Emergency,"2102 6th st n,Minneapolis,MN",45.00086,-93.286335,5,Hawthorne,Near North,2,2,Kasota
386,12/31/2019 10:47am,Snow Emergency,"4108 Longfellow av s,Minneapolis,MN",44.92836,-93.24641,12,Standish,Powderhorn,1,2,Kasota
387,12/31/2019 10:48am,Snow Emergency,"604 8TH ave se,Minneapolis,MN",44.98572,-93.24218,3,Marcy Holmes,University,5,2,Kasota
388,12/31/2019 10:48am,Snow Emergency,"2220 Emerson ave s ,Minneapolis,MN",44.96015,-93.29473,7,East Isles,Calhoun Isle,3,2,Kasota
389,12/31/2019 10:49am,Snow Emergency,"1906 2ND AVE N,Minneapolis,MN",44.979074,-93.304787,5,Harrison,Near North,6,2,Kasota
390,12/31/2019 10:50am,Snow Emergency,"208 7th ave ne ,Minneapolis,MN",44.995139,-93.262768,3,St. Anthony West,Northeast,2,2,Kasota
391,12/31/2019 10:51am,Snow Emergency,"2908 4th St N,Minneapolis,MN",45.009978,-93.284765,5,Hawthorne,Near North,6,2,Kasota
392,12/31/2019 10:52am,Snow Emergency,"1834 fremont ave s,Minneapolis,MN",44.96427,-93.296,7,Lowry Hill,Calhoun Isle,6,2,Kasota
393,12/31/2019 10:53am,Snow Emergency,"314 5th st ne,Minneapolis,MN",44.992425,-93.256109,3,St. Anthony West,Northeast,2,2,Kasota
394,12/31/2019 10:55am,Snow Emergency,"410 7th ave se,Minneapolis,MN",44.984446,-93.245203,3,Marcy Holmes,University,3,2,Kasota
395,12/31/2019 10:55am,Snow Emergency,"316 5th st ne,Minneapolis,MN",44.9924,-93.2564,3,St. Anthony West,Northeast,5,2,Kasota
396,12/31/2019 10:55am,Snow Emergency,"1834 37th st ,Minneapolis,MN",44.936045,-93.246705,12,Standish,Powderhorn,3,2,Kasota
397,12/31/2019 10:56am,Snow Emergency,"3122 15th Avenue South,Minneapolis,MN",44.94593,-93.25413,9,Powderhorn Park,Powderhorn,3,2,Kasota
398,12/31/2019 10:57am,Snow Emergency,"208 7th ave ne,Minneapolis,MN",44.995139,-93.262768,3,St. Anthony West,Northeast,1,2,Kasota
399,12/31/2019 10:58am,Snow Emergency,"1840 Bryant Ave N,Minneapolis,MN",44.998466,-93.290905,5,Near - North,Near North,6,2,Kasota
400,12/31/2019 10:58am,Snow Emergency,"228 5th st ne,Minneapolis,MN",44.99162,-93.25583,3,St. Anthony West,Northeast,3,2,Kasota
401,12/31/2019 10:59am,Snow Emergency,"4004 11th ave s,Minneapolis,MN",44.93028,-93.25898,8,Bancroft,Powderhorn,4,2,Kasota
402,12/31/2019 10:59am,Snow Emergency,"928 aldrich ave n ,Minneapolis,MN",44.989324,-93.289308,5,Near - North,Near North,3,2,Kasota
403,12/31/2019 10:59am,Snow Emergency,"3110 James ave s,Minneapolis,MN",44.94598,-93.303505,10,ECCO,Calhoun Isle,6,2,Kasota
404,12/31/2019 10:59am,Snow Emergency,"3110 6th st n,Minneapolis,MN",45.01218,-93.286275,5,Hawthorne,Near North,4,2,Kasota
405,12/31/2019 10:59am,Snow Emergency,"628 8th ave se ,Minneapolis,MN",44.986001,-93.242149,3,Marcy Holmes,University,3,2,Kasota
406,12/31/2019 11:00am,Snow Emergency,"208 4th ave ne,Minneapolis,MN",44.99177,-93.260448,3,St. Anthony West,Northeast,6,2,Kasota
407,12/31/2019 11:00am,Snow Emergency,"3512 Longfellow,Minneapolis,MN",44.93898,-93.24642,9,Corcoran,Powderhorn,3,2,Kasota
408,12/31/2019 11:01am,Snow Emergency,"612 8th ave se,Minneapolis,MN",44.986063,-93.2421,3,Marcy Holmes,University,4,2,Kasota
409,12/31/2019 11:01am,Snow Emergency,"1770 FREMONT AVE S ,Minneapolis,MN",44.96611,-93.29599,7,Lowry Hill,Calhoun Isle,6,2,Kasota
410,12/31/2019 11:01am,Snow Emergency,"1718 Clinton Ave. S.,Minneapolis,MN",44.96552,-93.27183,6,Steven's Square - Loring Heights,Central,1,2,Kasota
411,12/31/2019 11:01am,Snow Emergency,"2208 2nd ave n ,Minneapolis,MN",44.979055,-93.308626,5,Harrison,Near North,4,2,Kasota
412,12/31/2019 11:01am,Snow Emergency,"1210 Bryant ave n ,Minneapolis,MN",44.99057,-93.290885,5,Near - North,Near North,3,2,Kasota
413,12/31/2019 11:02am,Snow Emergency,"3124 6th st n,Minneapolis,MN",45.012306,-93.286275,5,Hawthorne,Near North,4,2,Kasota
414,12/31/2019 11:03am,Snow Emergency,"1818 Bryant Ave n ,Minneapolis,MN",44.99816,-93.29058,5,Near - North,Near North,3,2,Kasota
415,12/31/2019 11:03am,Snow Emergency,"2020 Aldrich Ave n,Minneapolis,MN",44.99991,-93.28917,5,Hawthorne,Near North,6,2,Kasota
416,12/31/2019 11:04am,Snow Emergency,"228 5th ave ne,Minneapolis,MN",44.993139,-93.26113,3,St. Anthony West,Northeast,5,2,Kasota
417,12/31/2019 11:05am,Snow Emergency,"206 8TH AVE SE,Minneapolis,MN",44.981888,-93.245405,3,Marcy Holmes,University,6,2,Kasota
418,12/31/2019 11:05am,Snow Emergency,"2016 Fremont AVE S,Minneapolis,MN",44.96215,-93.29599,7,Lowry Hill,Calhoun Isle,2,2,Kasota
419,12/31/2019 11:07am,Snow Emergency,"2206 2ND AVE N ,Minneapolis,MN",44.979055,-93.308609,5,Harrison,Near North,4,2,Kasota
420,12/31/2019 11:07am,Snow Emergency,"1828 Dupont ave n ,Minneapolis,MN",44.99839,-93.29213,5,Near - North,Near North,3,2,Kasota
421,12/31/2019 11:13am,Snow Emergency,"1310 grand st ne,Minneapolis,MN",45.00082,-93.26928,3,Sheridan,Northeast,3,2,Kasota
422,12/31/2019 11:14am,Snow Emergency,"3044 longfellow ave s,Minneapolis,MN",44.94669,-93.24649,9,Corcoran,Powderhorn,3,2,Kasota
423,12/31/2019 11:15am,Snow Emergency,"320 4th st ne,Minneapolis,MN",44.99204,-93.25794,3,St. Anthony West,Northeast,6,2,Kasota
424,12/31/2019 11:15am,Snow Emergency,"104 19TH ST E,Minneapolis,MN",44.96417,-93.2762,6,Steven's Square - Loring Heights,Central,6,2,Kasota
425,12/31/2019 11:16am,Snow Emergency,"3004 15th ave so,Minneapolis,MN",44.948126,-93.253959,9,Powderhorn Park,Powderhorn,4,2,Kasota
426,12/31/2019 11:16am,Snow Emergency,"212 5th st ne,Minneapolis,MN",44.99129,-93.25571,3,St. Anthony West,Northeast,3,2,Kasota
427,12/31/2019 11:18am,Snow Emergency,"3308 Longfellow ave s,Minneapolis,MN",44.9425,-93.24645,9,Corcoran,Powderhorn,4,2,Kasota
428,12/31/2019 11:20am,Snow Emergency,"3418 elliot,Minneapolis,MN",44.94073,-93.26165,9,Powderhorn Park,Powderhorn,3,2,Kasota
429,12/31/2019 11:21am,Snow Emergency,"616 7TH ave se,Minneapolis,MN",44.98671,-93.243407,3,Marcy Holmes,University,5,2,Kasota
430,12/31/2019 11:21am,Snow Emergency,"2310 fremont ave s,Minneapolis,MN",44.959413,-93.295755,7,East Isles,Calhoun Isle,3,2,Kasota
431,12/31/2019 11:21am,Snow Emergency,"810 4th st ne,Minneapolis,MN",44.997462,-93.261304,3,St. Anthony West,Northeast,3,2,Kasota
432,12/31/2019 11:22am,Snow Emergency,"3010 Longfellow Avenue South,Minneapolis,MN",44.948006,-93.246309,9,Corcoran,Powderhorn,1,2,Kasota
433,12/31/2019 11:22am,Snow Emergency,"2000 3RD AVE N ,Minneapolis,MN",44.979915,-93.306496,5,Harrison,Near North,3,2,Kasota
434,12/31/2019 11:22am,Snow Emergency,"326 7 th ave se,Minneapolis,MN",44.983584,-93.245897,3,Marcy Holmes,University,4,2,Kasota
435,12/31/2019 11:23am,Snow Emergency,"330 4th ave ne,Minneapolis,MN",44.99235,-93.258798,3,St. Anthony West,Northeast,4,2,Kasota
436,12/31/2019 11:25am,Snow Emergency,"700 8 th ave se,Minneapolis,MN",44.986773,-93.241539,3,Marcy Holmes,University,4,2,Kasota
437,12/31/2019 11:25am,Snow Emergency,"2410 Aldrich Ave n,Minneapolis,MN",45.00412,-93.28908,5,Hawthorne,Near North,5,2,Kasota
438,12/31/2019 11:25am,Snow Emergency,"2022 aldrich ave n,Minneapolis,MN",44.99998,-93.28906,5,Hawthorne,Near North,6,2,Kasota
439,12/31/2019 11:26am,Snow Emergency,"2504 girard ave s ,Minneapolis,MN",44.95703,-93.29731,7,East Isles,Calhoun Isle,5,2,Kasota
440,12/31/2019 11:28am,Snow Emergency,"1824 Bryant Ave N,Minneapolis,MN",44.998092,-93.290905,5,Near - North,Near North,3,2,Kasota
441,12/31/2019 11:29am,Snow Emergency,"402 8th ave se,Minneapolis,MN",44.983848,-93.243861,3,Marcy Holmes,University,5,2,Kasota
442,12/31/2019 11:30am,Snow Emergency,"718 Aldrich ave n ,Minneapolis,MN",44.985745,-93.2897,5,Sumner - Glenwood,Near North,4,2,Kasota
443,12/31/2019 11:30am,Snow Emergency,"250 BRYANT AVE N,Minneapolis,MN",44.9803,-93.290705,5,Sumner - Glenwood,Near North,3,2,Kasota
444,12/31/2019 11:32am,Snow Emergency,"526 11 ave se,Minneapolis,MN",44.98375,-93.23823,3,Marcy Holmes,University,1,2,Kasota
445,12/31/2019 11:32am,Snow Emergency,"808 11th ave ss,Minneapolis,MN",44.986123,-93.236548,3,Marcy Holmes,University,3,2,Kasota
446,12/31/2019 11:34am,Snow Emergency,"1320 Vincent Ave n ,Minneapolis,MN",44.9922,-93.31554,5,Willard - Hay,Near North,4,2,Kasota
447,12/31/2019 11:34am,Snow Emergency,"2024 3RD AVE N,Minneapolis,MN",44.98005,-93.3068,5,Harrison,Near North,2,2,Kasota
448,12/31/2019 11:35am,Snow Emergency,"2902 aldrich ave n,Minneapolis,MN",45.009691,-93.28905,5,Hawthorne,Near North,4,2,Kasota
449,12/31/2019 11:35am,Snow Emergency,"422 11TH AVE SE,Minneapolis,MN",44.982326,-93.239573,3,Marcy Holmes,University,3,2,Kasota
450,12/31/2019 11:35am,Snow Emergency,"3028 15th Avenue South,Minneapolis,MN",44.947552,-93.253952,9,Powderhorn Park,Powderhorn,2,2,Kasota
451,12/31/2019 11:37am,Snow Emergency,"1922 Fremont ave s ,Minneapolis,MN",44.96336,-93.29599,7,Lowry Hill,Calhoun Isle,3,2,Kasota
452,12/31/2019 11:37am,Snow Emergency,"704 13th ave se,Minneapolis,MN",44.984029,-93.23456,3,Marcy Holmes,University,3,2,Kasota
453,12/31/2019 11:37am,Snow Emergency,"2906 4th St N,Minneapolis,MN",45.0098,-93.28445,5,Hawthorne,Near North,1,2,Kasota
454,12/31/2019 11:37am,Snow Emergency,"3108 15th av s,Minneapolis,MN",44.94624,-93.25413,9,Powderhorn Park,Powderhorn,3,2,Kasota
455,12/31/2019 11:38am,Snow Emergency,"1804 clinton,Minneapolis,MN",44.96488,-93.271653,6,Steven's Square - Loring Heights,Central,3,2,Kasota
456,12/31/2019 11:38am,Snow Emergency,"2226 FREMONT AVE S ,Minneapolis,MN",44.960423,-93.295755,7,East Isles,Calhoun Isle,4,2,Kasota
457,12/31/2019 11:39am,Snow Emergency,"502 7th Avenue se,Minneapolis,MN",44.985375,-93.24446,3,Marcy Holmes,University,3,2,Kasota
458,12/31/2019 11:40am,Snow Emergency,"1820 Dupont ave n ,Minneapolis,MN",44.99802,-93.29213,5,Near - North,Near North,1,2,Kasota
459,12/31/2019 11:41am,Snow Emergency,"714 7th ave se,Minneapolis,MN",44.98768,-93.24241,3,Marcy Holmes,University,1,2,Kasota
460,12/31/2019 11:41am,Snow Emergency,"3118 15th av s,Minneapolis,MN",44.94587,-93.253885,9,Powderhorn Park,Powderhorn,1,2,Kasota
461,12/31/2019 11:41am,Snow Emergency,"526 bryant ave n,Minneapolis,MN",44.983437,-93.290715,5,Sumner - Glenwood,Near North,1,2,Kasota
462,12/31/2019 11:42am,Snow Emergency,"804 11th Avenue se ,Minneapolis,MN",44.9861,-93.236567,3,Marcy Holmes,University,5,2,Kasota
463,12/31/2019 11:42am,Snow Emergency,"604 13th ave se,Minneapolis,MN",44.98305,-93.235339,3,Marcy Holmes,University,2,2,Kasota
464,12/31/2019 11:44am,Snow Emergency,"510 12TH AVE se,Minneapolis,MN",44.98292,-93.23712,3,Marcy Holmes,University,1,2,Kasota
465,12/31/2019 11:44am,Snow Emergency,"506 BRYANT AVE N,Minneapolis,MN",44.98287,-93.29074,5,Sumner - Glenwood,Near North,4,2,Kasota
466,12/31/2019 11:44am,Snow Emergency,"212 5th st ne,Minneapolis,MN",44.99129,-93.25571,3,St. Anthony West,Northeast,3,2,Kasota
467,12/31/2019 11:45am,Snow Emergency,"3210 Aldrich Ave N,Minneapolis,MN",45.01352,-93.2889,4,McKinley,Camden,3,2,Kasota
468,12/31/2019 11:46am,Snow Emergency,"714 8th ave se,Minneapolis,MN",44.986877,-93.24146,3,Marcy Holmes,University,2,2,Kasota
469,12/31/2019 11:47am,Snow Emergency,"1508 Dupont Ave N,Minneapolis,MN",44.99447,-93.29214,5,Near - North,Near North,1,2,Kasota
470,12/31/2019 11:48am,Snow Emergency,"804 11th Ave se,Minneapolis,MN",44.9861,-93.236567,3,Marcy Holmes,University,5,2,Kasota
471,12/31/2019 11:49am,Snow Emergency,"216 5th st ne,Minneapolis,MN",44.99129,-93.25571,3,St. Anthony West,Northeast,3,2,Kasota
472,12/31/2019 11:50am,Snow Emergency,"3200 Aldrich Ave n,Minneapolis,MN",45.01327,-93.2889,4,McKinley,Camden,2,2,Kasota
473,12/31/2019 11:51am,Snow Emergency,"312 9th ave ne,Minneapolis,MN",44.997616,-93.26267,3,St. Anthony West,Northeast,4,2,Kasota
474,12/31/2019 11:51am,Snow Emergency,"726 8th ave se,Minneapolis,MN",44.987272,-93.241165,3,Marcy Holmes,University,1,2,Kasota
475,12/31/2019 11:52am,Snow Emergency,"720 6th st ne,Minneapolis,MN",44.99771,-93.25809,3,St. Anthony West,Northeast,4,2,Kasota
476,12/31/2019 11:53am,Snow Emergency,"2500 girard ave s ,Minneapolis,MN",44.95717,-93.2973,7,East Isles,Calhoun Isle,5,2,Kasota
477,12/31/2019 11:54am,Snow Emergency,"3102 19th ave ,Minneapolis,MN",44.946302,-93.244985,9,Corcoran,Powderhorn,2,2,Kasota
478,12/31/2019 11:55am,Snow Emergency,"3528 15th ave s,Minneapolis,MN",44.93844,-93.25404,9,Powderhorn Park,Powderhorn,6,2,Kasota
479,12/31/2019 11:55am,Snow Emergency,"3136 15th Avenue South,Minneapolis,MN",44.94548,-93.25413,9,Powderhorn Park,Powderhorn,5,2,Kasota
480,12/31/2019 11:42am,Snow Emergency,"1800 Washington Ave N,Minneapolis,MN",44.99759,-93.281371,5,Near - North,Near North,1,2,Kasota
481,12/31/2019 11:43am,Snow Emergency,"1800 Washington Ave N,Minneapolis,MN",44.99759,-93.281371,5,Near - North,Near North,6,2,Kasota
482,12/31/2019 11:59am,Snow Emergency,"508 4th st ne,Minneapolis,MN",44.994179,-93.259056,3,St. Anthony West,Northeast,5,2,Kasota
483,12/31/2019 12:00pm,Snow Emergency,"1714 Clinton Ave. S.,Minneapolis,MN",44.96545,-93.271595,6,Steven's Square - Loring Heights,Central,3,2,Kasota
484,12/31/2019 12:00pm,Snow Emergency,"3328 21st ave e,Minneapolis,MN",44.94183,-93.24267,9,Corcoran,Powderhorn,3,2,Kasota
485,12/31/2019 12:01pm,Snow Emergency,"3026 15th ave s,Minneapolis,MN",44.94748,-93.25414,9,Powderhorn Park,Powderhorn,1,2,Kasota
486,12/31/2019 12:02pm,Snow Emergency,"3404 20th ave ,Minneapolis,MN",44.94106,-93.24393,9,Corcoran,Powderhorn,5,2,Kasota
487,12/31/2019 12:03pm,Snow Emergency,"250 IRVING AVE N,Minneapolis,MN",44.97957,-93.29908,5,Harrison,Near North,3,2,Kasota
488,12/31/2019 12:04pm,Snow Emergency,"106 3rd ave ne,Minneapolis,MN",44.99003,-93.26044,3,St. Anthony West,Northeast,6,2,Kasota
489,12/31/2019 12:04pm,Snow Emergency,"524 irving ave n,Minneapolis,MN",44.983163,-93.299265,5,Harrison,Near North,2,2,Kasota
490,12/31/2019 12:05pm,Snow Emergency,"702 summer st ne,Minneapolis,MN",44.996755,-93.252202,3,St. Anthony East,Northeast,3,2,Kasota
491,12/31/2019 12:06pm,Snow Emergency,"1408 6th st se,Minneapolis,MN",44.98206,-93.23386,3,Marcy Holmes,University,4,2,Kasota
492,12/31/2019 12:06pm,Snow Emergency,"608 12th ave se,Minneapolis,MN",44.98387,-93.236516,3,Marcy Holmes,University,2,2,Kasota
493,12/31/2019 12:07pm,Snow Emergency,"412 3rd ave ne,Minneapolis,MN",44.9915,-93.25619,3,St. Anthony West,Northeast,5,2,Kasota
494,12/31/2019 12:07pm,Snow Emergency,"3322 aldrich ave n ,Minneapolis,MN",45.01567,-93.28891,4,McKinley,Camden,6,2,Kasota
495,12/31/2019 12:07pm,Snow Emergency,"422 12TH AVE SE,Minneapolis,MN",44.981879,-93.238115,3,Marcy Holmes,University,4,2,Kasota
496,12/31/2019 12:07pm,Snow Emergency,"1832 34th st ,Minneapolis,MN",44.941455,-93.246755,9,Corcoran,Powderhorn,1,2,Kasota
497,12/31/2019 12:08pm,Snow Emergency,"242 CLIFTON AVE,Minneapolis,MN",44.965888,-93.282761,7,Loring Park,Central,4,2,Kasota
498,12/31/2019 12:08pm,Snow Emergency,"418 3rd ave ne,Minneapolis,MN",44.99108,-93.25635,3,St. Anthony West,Northeast,5,2,Kasota
499,12/31/2019 12:08pm,Snow Emergency,"1808 34th Street East,Minneapolis,MN",44.941465,-93.24801,9,Powderhorn Park,Powderhorn,1,2,Kasota
500,12/31/2019 12:09pm,Snow Emergency,"2226 GIRARD AVE S ,Minneapolis,MN",44.96042,-93.297045,7,East Isles,Calhoun Isle,1,2,Kasota
501,12/31/2019 12:09pm,Snow Emergency,"606 4th st ne,Minneapolis,MN",44.995052,-93.259651,3,St. Anthony West,Northeast,3,2,Kasota
502,12/31/2019 12:09pm,Snow Emergency,"1122 Humboldt Ave N,Minneapolis,MN",44.989348,-93.298045,5,Near - North,Near North,6,2,Kasota
503,12/31/2019 12:09pm,Snow Emergency,"1012 Vincent Ave n ,Minneapolis,MN",44.98831,-93.31554,5,Willard - Hay,Near North,3,2,Kasota
504,12/31/2019 12:11pm,Snow Emergency,"306 CLIFTON AVE,Minneapolis,MN",44.966247,-93.283868,7,Loring Park,Central,4,2,Kasota
505,12/31/2019 12:12pm,Snow Emergency,"1334 Washburn Ave n ,Minneapolis,MN",44.9927,-93.31683,5,Willard - Hay,Near North,4,2,Kasota
506,12/31/2019 12:13pm,Snow Emergency,"3304 aldrich ave n ,Minneapolis,MN",45.015156,-93.289145,4,McKinley,Camden,4,2,Kasota
507,12/31/2019 12:17pm,Snow Emergency,"802 13th av se,Minneapolis,MN",44.985011,-93.23378,3,Marcy Holmes,University,4,2,Kasota
508,12/31/2019 12:17pm,Snow Emergency,"810 13th ave se,Minneapolis,MN",44.984992,-93.233794,3,Marcy Holmes,University,4,2,Kasota
509,12/31/2019 12:18pm,Snow Emergency,"1326 Washburn ave n ,Minneapolis,MN",44.99244,-93.31683,5,Willard - Hay,Near North,4,2,Kasota
510,12/31/2019 12:20pm,Snow Emergency,"1322 Washburn ave n ,Minneapolis,MN",44.99231,-93.31683,5,Willard - Hay,Near North,3,2,Kasota
511,12/31/2019 12:20pm,Snow Emergency,"1902 4TH AVE N,Minneapolis,MN",44.981715,-93.304727,5,Harrison,Near North,1,2,Kasota
512,12/31/2019 12:21pm,Snow Emergency,"410 5th st ne,Minneapolis,MN",44.9935,-93.25704,3,St. Anthony West,Northeast,3,2,Kasota
513,12/31/2019 12:22pm,Snow Emergency,"1126 SE 5TH ST,Minneapolis,MN",44.98246,-93.23815,3,Marcy Holmes,University,3,2,Kasota
514,12/31/2019 12:22pm,Snow Emergency,"100 9th ave ne,Minneapolis,MN",44.996089,-93.267084,3,St. Anthony West,Northeast,6,2,Kasota
515,12/31/2019 12:22pm,Snow Emergency,"2004 5th ave n,Minneapolis,MN",44.982756,-93.306051,5,Harrison,Near North,4,2,Kasota
516,12/31/2019 12:23pm,Snow Emergency,"512 11 ave se,Minneapolis,MN",44.9834,-93.23842,3,Marcy Holmes,University,6,2,Kasota
517,12/31/2019 12:26pm,Snow Emergency,"1204 Humboldt Ave N,Minneapolis,MN",44.990983,-93.298,5,Near - North,Near North,1,2,Kasota
518,12/31/2019 12:26pm,Snow Emergency,"1108 5th st se,Minneapolis,MN",44.982787,-93.238661,3,Marcy Holmes,University,2,2,Kasota
519,12/31/2019 12:27pm,Snow Emergency,"3200 15th av s,Minneapolis,MN",44.94459,-93.25412,9,Powderhorn Park,Powderhorn,2,2,Kasota
520,12/31/2019 12:27pm,Snow Emergency,"1710 5th st ne,Minneapolis,MN",45.0056,-93.26061,1,Holland,Northeast,3,2,Kasota
521,12/31/2019 12:27pm,Snow Emergency,"812 5TH AVE N,Minneapolis,MN",44.98294,-93.29014,5,Sumner - Glenwood,Near North,1,2,Kasota
522,12/31/2019 12:28pm,Snow Emergency,"1014 5th Avenue se,Minneapolis,MN",44.991238,-93.243502,3,Marcy Holmes,University,3,2,Kasota
523,12/31/2019 12:28pm,Snow Emergency,"3718 Aldrich Ave n,Minneapolis,MN",45.02269,-93.28894,4,McKinley,Camden,3,2,Kasota
524,12/31/2019 12:29pm,Snow Emergency,"2720 humboldt ve s ,Minneapolis,MN",44.953064,-93.299677,7,East Isles,Calhoun Isle,1,2,Kasota
525,12/31/2019 12:30pm,Snow Emergency,"3128 15th av s,Minneapolis,MN",44.94569,-93.25413,9,Powderhorn Park,Powderhorn,3,2,Kasota
526,12/31/2019 12:32pm,Snow Emergency,"1012 5th Avenue se ,Minneapolis,MN",44.991238,-93.243502,3,Marcy Holmes,University,5,2,Kasota
527,12/31/2019 12:33pm,Snow Emergency,"410 12 ave se,Minneapolis,MN",44.981678,-93.238269,3,Marcy Holmes,University,1,2,Kasota
528,12/31/2019 12:34pm,Snow Emergency,"610 3rd ave ne,Minneapolis,MN",44.99234,-93.2531,3,St. Anthony East,Northeast,3,2,Kasota
529,12/31/2019 12:34pm,Snow Emergency,"1104 13th ave se,Minneapolis,MN",44.991,-93.23292,2,Como,University,1,2,Kasota
530,12/31/2019 12:36pm,Snow Emergency,"3010 20th ave s,Minneapolis,MN",44.9479,-93.24398,9,Corcoran,Powderhorn,4,2,Kasota
