X,Y,OBJECTID,Call_Taken,Community,Customer,Day,Latitude,Location,Longitude,Neighbohoo,Tow_Zone,Ward
-10381136.9626026,5620778.44940889,636,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99528,"606 jefferson st ne,Minneapolis,MN",-93.25534,St. Anthony East,2,3
-10379849.775238,5612722.16118618,637,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.944079,"3214 20th Avenue South,Minneapolis,MN",-93.243777,Corcoran,6,9
-10379869.0335971,5612712.88189709,638,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94402,"3216 20th av s,Minneapolis,MN",-93.24395,Corcoran,6,9
-10385551.8935751,5616932.00855283,639,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.97084,"600 kenwood pkwy ,Minneapolis,MN",-93.295,Lowry Hill,3,7
-10385551.8935751,5616932.00855283,640,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.97084,"600 KENWOOD PKWY,Minneapolis,MN",-93.295,Lowry Hill,3,7
-10379849.6639134,5612702.02992876,641,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.943951,"3218 20th av s,Minneapolis,MN",-93.243776,Corcoran,6,9
-10387266.2137011,5621384.52360836,642,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99913,"1910 Russell Ave. N.,Minneapolis,MN",-93.3104,Willard - Hay,1,5
-10379297.0740068,5618821.02940475,643,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.982844,"1104 5TH ST SE,Minneapolis,MN",-93.238812,Marcy Holmes,4,3
-10378650.0851237,5619923.71788547,644,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98985,"1064 13th ave se,Minneapolis,MN",-93.233,Como,4,2
-10383877.0917887,5612844.20838144,645,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.944855,"100 32Nd St W,Minneapolis,MN",-93.279955,Lyndale,5,8
-10384946.3155501,5613229.07634453,646,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.947302,"3044 Aldrich ave s,Minneapolis,MN",-93.28956,South Uptown,5,10
-10386306.5283644,5619607.18869864,647,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.987839,"1004 knox Ave n,Minneapolis,MN",-93.301779,Near - North,1,5
-10380397.8011353,5619107.94203695,648,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.984667,"322 5th ave se,Minneapolis,MN",-93.2487,Marcy Holmes,4,3
-10384671.3563422,5615314.60088924,649,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.96056,"2204 GARFIELD AVE S,Minneapolis,MN",-93.28709,Whittier,3,10
-10381139.1888949,5621765.50521212,650,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00155,"1320 jefferson st ne,Minneapolis,MN",-93.25536,Logan Park,2,1
-10384127.0040574,5612842.63552673,651,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.944845,"212 32Nd St W,Minneapolis,MN",-93.2822,Lyndale,5,8
-10387291.8171633,5619501.89140059,652,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98717,"906 Russell ave n ,Minneapolis,MN",-93.31063,Willard - Hay,1,5
-10384256.134715,5615162.0005768,653,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95959,"2306 pleasant ave ,Minneapolis,MN",-93.28336,Whittier,3,10
-10378805.3758667,5618951.50030138,654,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983673,"1326 7th st se,Minneapolis,MN",-93.234395,Marcy Holmes,4,3
-10380008.1828702,5619182.38663003,655,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98514,"622 5th St. Se,Minneapolis,MN",-93.2452,Marcy Holmes,4,3
-10386427.9779232,5619122.57904622,656,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98476,"610 LOGAN AVE N,Minneapolis,MN",-93.30287,Near - North,1,5
-10381369.6202554,5622662.92251441,657,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00725,"618 19th ave ne,Minneapolis,MN",-93.25743,Holland,2,1
-10384969.69262,5612778.93811136,658,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94444,"3204 Aldrich ave s,Minneapolis,MN",-93.28977,South Uptown,5,10
-10380995.586837,5621781.24862322,659,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00165,"1322 madison st ne,Minneapolis,MN",-93.25407,Logan Park,2,1
-10384256.134715,5614419.48723545,660,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95487,"2618 pleasant ave ,Minneapolis,MN",-93.28336,Whittier,3,10
-10383990.1924012,5612844.20838144,661,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.944855,"160 32Nd St W,Minneapolis,MN",-93.280971,Lyndale,5,8
-10384970.8058662,5612744.33717694,662,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94422,"3212 Aldrich ave s ,Minneapolis,MN",-93.28978,South Uptown,5,10
-10381440.3081882,5623155.75285375,663,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.01038,"2206 7th st ne,Minneapolis,MN",-93.258065,Holland,2,1
-10382408.2311467,5621453.79175536,664,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99957,"154 12th ave ne,Minneapolis,MN",-93.26676,Sheridan,2,3
-10386448.5720777,5619649.68587342,665,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.988109,"1008 Logan Ave n,Minneapolis,MN",-93.303055,Near - North,1,5
-10379366.9826673,5618984.07893681,666,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98388,"1012 6th ST se ,Minneapolis,MN",-93.23944,Marcy Holmes,4,3
-10379368.0958135,5618860.06028823,667,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983092,"1024 5TH ST SE,Minneapolis,MN",-93.23945,Marcy Holmes,4,3
-10384048.5238013,5614108.65652126,668,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.952894,"2722 PILLSBURY AVE S,Minneapolis,MN",-93.281495,Whittier,3,10
-10379869.0335971,5612733.32788725,669,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94415,"3212 20th ave so,Minneapolis,MN",-93.24395,Corcoran,6,9
-10387149.8848747,5620257.57307484,670,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.991971,"1322 Queen Ave. N.,Minneapolis,MN",-93.309355,Willard - Hay,1,5
-10384078.0235253,5615204.47668165,671,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95986,"2304 PILLSBURY AVE S ,Minneapolis,MN",-93.28176,Whittier,3,10
-10384947.6513455,5624457.39510993,672,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.018646,"812 35th ave n,Minneapolis,MN",-93.289572,McKinley,1,4
-10384646.309503,5615302.32983798,673,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.960482,"2220 GARFIELD AVE S,Minneapolis,MN",-93.286865,Whittier,3,10
-10378498.6906425,5620022.88151455,674,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.99048,"1088 14TH AVE SE,Minneapolis,MN",-93.23164,Como,4,1
-10379280.2647895,5618812.05862242,675,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.982787,"1108 5th st se,Minneapolis,MN",-93.238661,Marcy Holmes,4,3
-10386424.6383847,5620055.93625262,676,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.99069,"1230 LOGAN AVE N,Minneapolis,MN",-93.30284,Near - North,1,5
-10385355.8599218,5624461.96198139,677,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.018675,"1100 35th ave n,Minneapolis,MN",-93.293239,Folwell,1,4
-10378633.387231,5618828.26890802,678,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98289,"1414 7th St se,Minneapolis,MN",-93.23285,Marcy Holmes,4,3
-10379427.6517845,5618894.68467573,679,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983312,"1010 5th st se,Minneapolis,MN",-93.239985,Marcy Holmes,4,3
-10381708.0314958,5613258.64591018,680,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94749,"3024 10th Avenue South,Minneapolis,MN",-93.26047,Powderhorn Park,6,9
-10384256.134715,5614310.9469162,681,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95418,"2644 PLEASANT AVE,Minneapolis,MN",-93.28336,Whittier,3,10
-10379552.8861803,5612997.55595952,682,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94583,"3122 22nd Avenue South,Minneapolis,MN",-93.24111,Corcoran,6,9
-10381774.823267,5622662.92251441,683,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00725,"406 19th ave ne,Minneapolis,MN",-93.26107,Holland,2,1
-10379413.1802841,5611122.80491088,684,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.933909,"3802 Standish Avenue South,Minneapolis,MN",-93.239855,Standish,6,12
-10381414.1481029,5614625.56005028,685,2020/02/10 00:00:00+00,Phillips,Snow Emergency,2,44.95618,"2530 12th Ave S,Minneapolis,MN",-93.25783,Midtown Phillips,3,9
-10385551.8935751,5616932.00855283,686,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.97084,"600 kenwood pkwy ,Minneapolis,MN",-93.295,Lowry Hill,3,7
-10379849.775238,5612722.16118618,687,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.944079,"3214 20th ave s,Minneapolis,MN",-93.243777,Corcoran,6,9
-10381398.5633562,5622831.39498917,688,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00832,"614 20th ave ne,Minneapolis,MN",-93.25769,Holland,2,1
-10387139.309536,5619435.78596376,689,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98675,"816 Queen ave n ,Minneapolis,MN",-93.30926,Willard - Hay,1,5
-10381837.8301012,5612482.47570233,690,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.942555,"3324 Elliot ave ,Minneapolis,MN",-93.261636,Powderhorn Park,6,9
-10380471.2719835,5623476.97296547,691,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.01242,"2402 jackson st ne,Minneapolis,MN",-93.24936,Holland,2,1
-10381312.8472999,5614834.78383094,692,2020/02/10 00:00:00+00,Phillips,Snow Emergency,2,44.95751,"1210 25th St E,Minneapolis,MN",-93.25692,Midtown Phillips,3,9
-10378357.3148769,5619673.45279591,693,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98826,"1010 15TH ave se,Minneapolis,MN",-93.23037,Como,4,1
-10378706.3014561,5611119.50268734,694,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.933888,"3804 27th ave s,Minneapolis,MN",-93.233505,Standish,6,12
-10381140.3021412,5621981.19212239,695,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00292,"1434 jefferson st ne,Minneapolis,MN",-93.25537,Logan Park,2,1
-10381837.4961273,5612507.95369311,696,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.942717,"3322 Elliot ave ,Minneapolis,MN",-93.261633,Powderhorn Park,6,9
-10384256.134715,5615294.14919357,697,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.96043,"2216 pleasant ave ,Minneapolis,MN",-93.28336,Whittier,3,10
-10378498.6906425,5620000.84504261,698,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.99034,"1082 14th ave se,Minneapolis,MN",-93.23164,Como,4,1
-10380656.6189735,5623771.59229756,699,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.014291,"2536 quincy st ne,Minneapolis,MN",-93.251025,Holland,2,1
-10384658.5546111,5612999.44327615,700,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.945842,"3122 Garfield ave s,Minneapolis,MN",-93.286975,Lyndale,5,8
-10380907.9783622,5623764.66363607,701,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.014247,"2536 howard st ne,Minneapolis,MN",-93.253283,Holland,2,1
-10378898.8841462,5618874.38211417,702,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983183,"626 13th ave se ,Minneapolis,MN",-93.235235,Marcy Holmes,4,3
-10378670.2339797,5618875.32645784,703,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983189,"1412 7th st se,Minneapolis,MN",-93.233181,Marcy Holmes,4,3
-10377929.8480416,5619213.86446496,704,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98534,"864 18th ave se,Minneapolis,MN",-93.22653,Como,4,2
-10384951.6588318,5624169.20988937,705,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.016816,"816 34th AVE N,Minneapolis,MN",-93.289608,McKinley,1,4
-10387122.6115431,5621763.93094331,706,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.00154,"2130 Queen ave n ,Minneapolis,MN",-93.30911,Willard - Hay,1,5
-10386709.6163083,5619127.30075394,707,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98479,"612 NEWTON AVE N,Minneapolis,MN",-93.3054,Near - North,1,5
-10385507.254403,5624465.11160299,708,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.018695,"1210 35TH AVE N,Minneapolis,MN",-93.294599,Folwell,1,4
-10384670.243196,5615418.43350749,709,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.96122,"2120 GARFIELD AVE S,Minneapolis,MN",-93.28708,Whittier,3,10
-10378793.6872817,5619039.16408003,710,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98423,"708 13th ave se ,Minneapolis,MN",-93.23429,Marcy Holmes,4,3
-10378738.4727708,5619159.09304627,711,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.984992,"810 13TH AVE SE,Minneapolis,MN",-93.233794,Marcy Holmes,4,3
-10384674.6959808,5614361.2843261,712,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.9545,"2628 Garfield ace s,Minneapolis,MN",-93.28712,Whittier,3,10
-10384674.6959808,5614361.2843261,713,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.9545,"2628 garFIELd ave s,Minneapolis,MN",-93.28712,Whittier,3,10
-10380026.9959308,5618677.96983629,714,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.981935,"212 8th ave se,Minneapolis,MN",-93.245369,Marcy Holmes,4,3
-10384665.2337882,5612897.05391311,715,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.945191,"3134 Garfield ave s,Minneapolis,MN",-93.287035,Lyndale,5,8
-10384682.488304,5612988.11909939,716,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94577,"3120 Garfield ave s ,Minneapolis,MN",-93.28719,Lyndale,5,8
-10386303.8566735,5622496.34249058,717,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.006192,"2606 Knox Ave North,Minneapolis,MN",-93.301755,Jordan,1,5
-10379582.9424273,5615755.11129736,718,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.96336,"922 22ND AV S,Minneapolis,MN",-93.24138,Seward,4,6
-10379915.8990615,5619170.42510987,719,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.985064,"718 5th street se,Minneapolis,MN",-93.244371,Marcy Holmes,4,3
-10385249.1045126,5613249.20891861,720,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.94743,"3024 colfax ave s,Minneapolis,MN",-93.29228,South Uptown,5,10
-10378209.2599342,5611463.41105673,721,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.936075,"3028 37th ST E,Minneapolis,MN",-93.22904,Howe,6,12
-10384261.7006459,5613065.18700833,722,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94626,"3104 Pleasant Ave,,MN",-93.28341,Lyndale,5,8
-10380433.4234133,5613304.2589296,723,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94778,"3014 18th av s,Minneapolis,MN",-93.24902,Powderhorn Park,6,9
-10386870.472882,5619982.90114054,724,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.990226,"1222 OLIVER AVE N,Minneapolis,MN",-93.306845,Near - North,1,5
-10380263.1045468,5619302.00284548,725,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.9859,"414 5th ave se,Minneapolis,MN",-93.24749,Marcy Holmes,4,3
-10379093.2480303,5612314.19618145,726,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.941485,"2404 34th st e,Minneapolis,MN",-93.236981,Corcoran,6,9
-10378371.563728,5623008.53077515,727,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.009445,"2104 22nd ave ne,Minneapolis,MN",-93.230498,Windom Park,2,1
-10384543.3389308,5612890.60545567,728,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94515,"3140 Harriet Ave S,Minneapolis,MN",-93.28594,Lyndale,5,8
-10380064.3993027,5623464.37586613,729,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.01234,"2418 polk st ne,Minneapolis,MN",-93.245705,Windom Park,2,1
-10386861.456088,5620826.61896303,730,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.995586,"1608 Oliver Ave n,Minneapolis,MN",-93.306764,Willard - Hay,1,5
-10384226.634991,5614338.00332402,731,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.954352,"2636 PLEASANT AVE S,Minneapolis,MN",-93.283095,Whittier,3,10
-10385231.5160228,5613351.75942831,732,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.948082,"3010 colfax ave s,Minneapolis,MN",-93.292122,South Uptown,5,10
-10378656.7643008,5618855.02408137,733,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98306,"1408 7th St se,Minneapolis,MN",-93.23306,Marcy Holmes,4,3
-10384368.0107566,5614714.754857,734,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.956747,"2512 grand ave s,Minneapolis,MN",-93.284365,Whittier,3,10
-10384258.3611074,5614059.26435991,735,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95258,"2732 PLEASANT AVE S,Minneapolis,MN",-93.28338,Whittier,3,10
-10387148.7716285,5622491.46170697,736,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.006161,"2602 Queen ave n ,Minneapolis,MN",-93.309345,Jordan,1,5
-10381429.7328495,5622831.39498917,737,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00832,"606 20th ave ne,Minneapolis,MN",-93.25797,Holland,2,1
-10387125.9511817,5623143.1562031,738,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.0103,"2922 Queen ave n ,Minneapolis,MN",-93.30914,Jordan,1,5
-10384236.6538067,5612504.4936834,739,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.942695,"3302 Pleasant Ave,Minneapolis,MN",-93.283185,Lyndale,5,8
-10381863.8788619,5623615.54207793,740,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.0133,"2500 4th st ne,Minneapolis,MN",-93.26187,Holland,2,1
-10381684.0978028,5613263.20725833,741,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.947519,"3048 10th ave ,Minneapolis,MN",-93.260255,Powderhorn Park,6,9
-10384392.0557742,5612559.53915387,742,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.943045,"406 33Rd St W,Minneapolis,MN",-93.284581,Lyndale,5,8
-10378037.8279216,5611464.19736393,743,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.93608,"3108 37th Street East,Minneapolis,MN",-93.2275,Howe,6,12
-10384587.3101552,5621629.64097809,744,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.000687,"2116 6th St. N.,Minneapolis,MN",-93.286335,Hawthorne,1,5
-10381702.4655649,5612491.12563727,745,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94261,"3316 10th Avenue South,Minneapolis,MN",-93.26042,Powderhorn Park,6,9
-10379196.1072779,5615836.92267765,746,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.96388,"906 24TH AV S,Minneapolis,MN",-93.237905,Seward,4,6
-10381702.4655649,5612525.72545989,747,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.94283,"3306 10th ave ,Minneapolis,MN",-93.26042,Powderhorn Park,6,9
-10380995.586837,5621815.88422437,748,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.00187,"1328 madison st ne,Minneapolis,MN",-93.25407,Logan Park,2,1
-10384258.3611074,5614202.40804346,749,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95349,"2704 pleasant ave ,Minneapolis,MN",-93.28338,Whittier,3,10
-10378294.9759905,5619386.67943801,750,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.986438,"1510 brook ave se,Minneapolis,MN",-93.22981,Como,4,2
-10379437.1139771,5620724.92787364,751,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99494,"458 buchanan st ne,Minneapolis,MN",-93.24007,Beltrami,2,3
-10379555.6691958,5621345.32422612,752,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.998881,"1110 pierce st ne,Minneapolis,MN",-93.241135,Northeast Park,2,1
-10379579.6028888,5620537.60521321,753,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.99375,"414 pierce st ne,Minneapolis,MN",-93.24135,Beltrami,2,3
-10384706.5333217,5627914.91878592,754,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.040597,"4710 6th st n,Minneapolis,MN",-93.287406,Lind - Bohanon,1,4
-10384945.9815762,5613266.82485166,755,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.947542,"3032 Aldrich ave s,Minneapolis,MN",-93.289557,South Uptown,5,10
-10384368.0107566,5614714.754857,756,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.956747,"2512 grand ave s,Minneapolis,MN",-93.284365,Whittier,3,10
-10384398.6236267,5621778.0999388,757,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,45.00163,"2200 4th st n ,Minneapolis,MN",-93.28464,Hawthorne,1,5
-10385231.4046982,5613357.89362626,758,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.948121,"3006 Colfax ave s,Minneapolis,MN",-93.292121,South Uptown,5,10
-10382232.6803232,5621185.38034782,759,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,44.997865,"944 18 1/2 st ne,Minneapolis,MN",-93.265183,St. Anthony West,2,3
-10379476.0757936,5618883.35295846,760,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.98324,"1008 5th st se,Minneapolis,MN",-93.24042,Marcy Holmes,4,3
-10385102.2741407,5612557.96649019,761,2020/02/10 00:00:00+00,Calhoun Isle,Snow Emergency,2,44.943035,"906 w33 rd st ,Minneapolis,MN",-93.290961,South Uptown,5,10
-10385288.0663291,5625612.43322227,762,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.02598,"1012 39th ave n ,Minneapolis,MN",-93.29263,Webber - Camden,1,4
-10379076.7727868,5618900.98003319,763,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.983352,"1216 6th st se,Minneapolis,MN",-93.236833,Marcy Holmes,4,3
-10384395.2840882,5614161.50959635,764,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.95323,"2710 GRAND AVE S,Minneapolis,MN",-93.28461,Whittier,3,10
-10380365.5184959,5623188.81907461,765,2020/02/10 00:00:00+00,Northeast,Snow Emergency,2,45.01059,"910 23rd ave ne,Minneapolis,MN",-93.24841,Holland,2,1
-10378480.434205,5612565.83009423,766,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.943085,"2806 33rd st e,Minneapolis,MN",-93.231476,Longfellow,6,9
-10378073.4501996,5620013.4373057,767,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.99042,"1084 17th ave se,Minneapolis,MN",-93.22782,Como,4,1
-10384883.9765636,5626373.19494038,768,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.03081,"4148 aldrich ave n,Minneapolis,MN",-93.289,Webber - Camden,1,4
-10383994.5338613,5615874.68209165,769,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.96412,"1900 pillsbury ave ,Minneapolis,MN",-93.28101,Steven's Square - Loring Heights,3,7
-10378215.9391113,5620100.00951947,770,2020/02/10 00:00:00+00,University,Snow Emergency,2,44.99097,"1106 16th ave se,Minneapolis,MN",-93.2291,Como,4,1
-10385693.2693407,5629448.39773402,771,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.05033,"5234 Fremont ave n ,Minneapolis,MN",-93.29627,Lind - Bohanon,1,4
-10379202.0071826,5615816.62713571,772,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.963751,"918 24TH AV S,Minneapolis,MN",-93.237958,Seward,4,6
-10385191.1070863,5619918.36626719,773,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.989816,"946 11TH AVE N,Minneapolis,MN",-93.291759,Near - North,1,5
-10385693.2693407,5629465.73018041,774,2020/02/10 00:00:00+00,Camden,Snow Emergency,2,45.05044,"5238 Fremont ave n ,Minneapolis,MN",-93.29627,Lind - Bohanon,1,4
-10384533.3202152,5615434.16584802,775,2020/02/10 00:00:00+00,Powderhorn,Snow Emergency,2,44.96132,"2116 Harriet av s ,Minneapolis,MN",-93.28585,Whittier,3,10
-10378060.2031699,5611460.26597,776,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.936055,"3102 37th Street East,Minneapolis,MN",-93.227701,Howe,6,12
-10378041.1675602,5611461.05227694,777,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.93606,"3130 37th Street East,Minneapolis,MN",-93.22753,Howe,6,12
-10383985.4056425,5615859.73567342,778,2020/02/10 00:00:00+00,Central,Snow Emergency,2,44.964025,"1908 PILLSBURY AVE S ,Minneapolis,MN",-93.280928,Steven's Square - Loring Heights,3,7
-10385190.6617878,5619918.83849365,779,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.989819,"944 11TH AVE N,Minneapolis,MN",-93.291755,Near - North,1,5
-10378071.3351318,5611749.61810964,780,2020/02/10 00:00:00+00,Longfellow,Snow Emergency,2,44.937895,"3026 36th st e,Minneapolis,MN",-93.227801,Howe,6,12
-10385109.9551394,5619251.63787031,781,2020/02/10 00:00:00+00,Near North,Snow Emergency,2,44.98558,"844 GERTRUDE BROWN PL,Minneapolis,MN",-93.29103,Sumner - Glenwood,1,5
-10387917.4327197,5623095.91891987,782,2020/02/11 00:00:00+00,Near North,Snow Emergency,3,45.01,"2911 Vincent ave n ,Minneapolis,MN",-93.31625,Willard - Hay,1,4
-10385038.1540604,5616037.67853838,783,2020/02/11 00:00:00+00,Calhoun Isle,Snow Emergency,3,44.965156,"1825 BRYANT AVE S ,Minneapolis,MN",-93.290385,Lowry Hill,3,7
-10381906.6255154,5610290.37096854,784,2020/02/11 00:00:00+00,Powderhorn,Snow Emergency,3,44.928615,"805 41st st e,Minneapolis,MN",-93.262254,Bancroft,6,8
-10381002.7112126,5619253.99882839,785,2020/02/11 00:00:00+00,University,Snow Emergency,3,44.985595,"219 2ND AV SE,Minneapolis,MN",-93.254134,Marcy Holmes,4,3
-10385006.4280441,5619324.03761053,786,2020/02/11 00:00:00+00,Near North,Snow Emergency,3,44.98604,"751 LYNDALE PL,Minneapolis,MN",-93.2901,Sumner - Glenwood,1,5
