X,Y,FID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day,Tow_Zone,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56
-10381282.2344891,5620198.86021998,3018,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.991598,-93.256645,478.1000(B),Snow emergency parking restrictions - even number address,2,St. Anthony West,Northeast,2,2,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381738.5330818,5619979.91050102,3019,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.990207,-93.260744,478.1000(B),Snow emergency parking restrictions - even number address,2,St. Anthony West,Northeast,2,2,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381744.7669733,5619977.23465666,3020,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.99019,-93.2608,478.1000(B),Snow emergency parking restrictions - even number address,2,St. Anthony West,Northeast,2,2,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381753.5612131,5619969.52193327,3021,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.990141,-93.260879,478.1000(B),Snow emergency parking restrictions - even number address,2,St. Anthony West,Northeast,2,2,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10381759.0158681,5619969.99414063,3022,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.990144,-93.260928,478.1000(B),Snow emergency parking restrictions - even number address,2,St. Anthony West,Northeast,2,2,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383978.2812366,5616614.79761142,3023,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968824,-93.280864,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383988.5226298,5616614.16823569,3024,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.96882,-93.280956,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383980.7302654,5616575.46171156,3025,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968574,-93.280886,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383980.1736679,5616578.13654734,3026,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968591,-93.280881,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383982.4000578,5616567.7518953,3027,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968525,-93.280901,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383978.7265146,5616554.22039692,3028,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968439,-93.280868,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383979.505751,5616544.93717143,3029,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.96838,-93.280875,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383980.6189459,5616539.58752037,3030,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968346,-93.280885,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383982.0660993,5616518.34629017,3031,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968211,-93.280898,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383979.283112,5616506.54562834,3032,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.968136,-93.280873,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383984.6264476,5616493.01422173,3033,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.96805,-93.280921,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383974.7190129,5616460.28718268,3034,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.967842,-93.280832,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383970.3775528,5616426.30153699,3035,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.967626,-93.280793,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383970.2662333,5616424.57078994,3036,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.967615,-93.280792,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383982.0660993,5616381.30222152,3037,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.96734,-93.280898,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383982.1774188,5616370.76045626,3038,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.967273,-93.280899,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383978.9491535,5616344.01274898,3039,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.967103,-93.28087,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383978.3925561,5616336.77514768,3040,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.967057,-93.280865,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383977.6133196,5616325.91875664,3041,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966988,-93.280858,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383976.9454027,5616305.15004494,3042,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966856,-93.280852,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383973.828457,5616300.90190523,3043,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966829,-93.280824,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383981.2868628,5616286.42677762,3044,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966737,-93.280891,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383988.9679077,5616278.71720823,3045,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966688,-93.28096,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383978.7265146,5616270.22095574,3046,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966634,-93.280868,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383985.7396425,5616266.60218397,3047,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966611,-93.280931,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10383983.2906137,5616268.17556283,3048,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.966621,-93.280909,478.1000(B),Snow emergency parking restrictions - even number address,4,Loring Park,Central,2,3,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387607.0739975,5621292.74398007,3049,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,44.998547,-93.313462,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387602.2872594,5621297.93902441,3050,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,44.99858,-93.313419,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387603.4004543,5621266.9262282,3051,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,44.998383,-93.313429,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387610.5249017,5621263.77772693,3052,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,44.998363,-93.313493,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387449.334279,5622011.57764447,3053,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.003113,-93.312045,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387461.1341451,5622125.09122008,3054,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.003834,-93.312151,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387462.024701,5622316.54037615,3055,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.00505,-93.312159,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387456.6813654,5622372.5904047,3056,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.005406,-93.312111,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387464.3624103,5622424.38975763,3057,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.005735,-93.31218,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387737.3178017,5622851.54895528,3058,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.008448,-93.314632,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387741.9932203,5622846.66792132,3059,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.008417,-93.314674,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387736.7612043,5622701.02538141,3060,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.007492,-93.314627,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387737.7630797,5622681.97393663,3061,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.007371,-93.314636,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387741.8819008,5622592.70034723,3062,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.006804,-93.314673,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387740.6573864,5622397.62409738,3063,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.005565,-93.314662,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387738.4309966,5622128.24002202,3064,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.003854,-93.314642,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387737.6517602,5621866.57833113,3065,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.002192,-93.314635,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387735.0914119,5621664.9056374,3066,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,45.000911,-93.314612,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10387739.0989136,5621384.05125622,3067,Omega,2024-2025,2,271125329000,2025/02/10 00:00:00+00, ,44.999127,-93.314648,478.1000(C),Snow emergency parking restrictions - odd number address,3,Willard - Hay,Near North,3,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379263.0102456,5612839.33270123,3068,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.944824,-93.238506,478.1000(A),Snow emergency parking restrictions - snow emergency route,7,Corcoran,Powderhorn,1,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379182.6375732,5612838.07447616,3069,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.944816,-93.237784,478.1000(A),Snow emergency parking restrictions - snow emergency route,7,Corcoran,Powderhorn,1,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379138.7776939,5612836.02986076,3070,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.944803,-93.23739,478.1000(A),Snow emergency parking restrictions - snow emergency route,7,Corcoran,Powderhorn,1,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380298.9494269,5612548.05827084,3071,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942972,-93.247812,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380723.0766868,5612546.3282672,3072,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942961,-93.251622,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380727.6407859,5612550.41736727,3073,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942987,-93.251663,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380749.1254477,5612549.78827481,3074,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942983,-93.251856,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380748.0122528,5612549.47372863,3075,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942981,-93.251846,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380770.4987899,5612549.78827481,3076,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942983,-93.252048,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380790.8702567,5612542.86826092,3077,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.942939,-93.252231,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380769.608234,5612303.97375994,3078,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.94142,-93.25204,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380724.8577987,5612302.08653428,3079,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941408,-93.251638,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380711.0541818,5612303.65922229,3080,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941418,-93.251514,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380699.9222327,5612301.61472792,3081,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941405,-93.251414,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380691.7959099,5612301.30019036,3082,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941403,-93.251341,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380473.2757495,5612301.92926547,3083,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941407,-93.249378,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380471.3833181,5612301.7719967,3084,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941406,-93.249361,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380438.0987904,5612297.99754666,3085,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941382,-93.249062,478.1000(B),Snow emergency parking restrictions - even number address,7,Powderhorn Park,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380197.5373708,5612298.94115904,3086,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941388,-93.246901,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380128.407967,5612294.85217285,3087,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941362,-93.24628,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380010.4093068,5612303.50195349,3088,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941417,-93.24522,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379697.9354961,5612299.570234,3089,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941392,-93.242413,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379262.3423286,5612300.51384652,3090,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941398,-93.2385,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378855.2469508,5612303.65922229,3091,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.941418,-93.234843,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379542.9787649,5611590.94507421,3092,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.936886,-93.241021,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379288.057131,5611591.1023306,3093,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.936887,-93.238731,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379199.5581358,5611593.61843347,3094,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.936903,-93.237936,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10379637.1550541,5611729.96080519,3095,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.93777,-93.241867,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10380149.5586703,5611735.30760681,3096,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.937804,-93.24647,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385793.2342145,5620857.00060611,3097,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.995779,-93.297168,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385789.5606713,5620524.54004958,3098,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.993667,-93.297135,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385794.6813679,5620483.7703986,3099,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.993408,-93.297181,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385792.677617,5620350.44390757,3100,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.992561,-93.297163,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385901.548079,5619246.44404868,3101,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.985547,-93.298141,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385903.6631494,5620005.0949574,3102,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.990367,-93.29816,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385901.3254401,5619988.56764999,3103,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.990262,-93.298139,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385280.4966399,5620684.78702686,3104,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.994685,-93.292562,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385281.1645568,5620709.65862039,3105,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.994843,-93.292568,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385282.2777518,5620715.16815988,3106,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.994878,-93.292578,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385279.828723,5620876.835288,3107,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.995905,-93.292556,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10385278.0476111,5620879.35398088,3108,Omega,2024-2025,2,271125329000,2025/02/09 00:00:00+00, ,44.995921,-93.29254,478.1000(B),Snow emergency parking restrictions - even number address,3,Near - North,Near North,2,1,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
