X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Addess,Civic,Community,Day,Day_of_Dat,Neighborho,Ordinance_,Ordinance1,Street,Ticket__,Tow_Zone,Latitude,Longitude
-93.2688900002732,44.9586129998901,2902,Howard,2024,1,2415 5TH AVE S,2415,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466163,3,44.958613,-93.26889
-93.2600540001919,44.9585270004208,2903,Howard,2024,1,2415 10TH AVE S,2415,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,10TH AVE S,271124474075,3,44.958527,-93.260054
-93.2600900000534,44.9588000004197,2904,Howard,2024,1,2416 10TH AVE S,2416,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124431870,3,44.9588,-93.26009
-93.2614360000713,44.9585359999365,2905,Howard,2024,1,2416 ELLIOT AVE S,2416,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124432273,3,44.958536,-93.261436
-93.2956430001243,44.9586790002357,2906,Howard,2024,1,2416 FREMONT AVE S,2416,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE S,271124478536,3,44.958679,-93.295643
-93.2812989996491,44.9584020000523,2907,Howard,2024,1,2416 PILLSBURY AVE,2416,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488223,3,44.958402,-93.281299
-93.2753379999487,44.9586050004205,2908,Howard,2024,1,2416 STEVENS AVE S,2416,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480925,3,44.958605,-93.275338
-93.2689060001118,44.9585359999365,2909,Howard,2024,1,2417 5TH AVE S,2417,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466164,3,44.958536,-93.268906
-93.2812219996955,44.9584119996142,2910,Howard,2024,1,2417 PILLSBURY AVE,2417,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489584,3,44.958412,-93.281222
-93.2646750001511,45.0128510000736,2911,Howard,2024,1,2418 3RD ST NE,2418,Northeast,2,2024/12/20 00:00:00+00,Bottineau,478.1000(B),Snow emergency parking restrictions - even number address,3RD ST NE,271124479008,2,45.012851,-93.264675
-93.26899999995,44.9585559999595,2912,Howard,2024,1,2418 5TH AVE S,2418,Phillips,2,2024/12/20 00:00:00+00,Phillips West,478.1000(B),Snow emergency parking restrictions - even number address,5TH AVE S,271124484227,3,44.958556,-93.269
-93.2715549999633,44.9585929998671,2913,Howard,2024,1,2418 CLINTON AVE S,2418,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,CLINTON AVE S,271124479351,3,44.958593,-93.271555
-93.2957099996167,44.958631999867,2914,Howard,2024,1,2418 FREMONT AVE S,2418,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE S,271124478537,3,44.958632,-93.29571
-93.2664639999136,44.9581429997996,2915,Howard,2024,1,2418 OAKLAND AVE S,2418,Phillips,2,2024/12/20 00:00:00+00,Phillips West,478.1000(B),Snow emergency parking restrictions - even number address,OAKLAND AVE S,271124430082,3,44.958143,-93.266464
-93.2813049999258,44.9583529995913,2916,Howard,2024,1,2418 PILLSBURY AVE,2418,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488224,3,44.958353,-93.281305
-93.2754159999484,44.9585939999132,2917,Howard,2024,1,2418 STEVENS AVE S,2418,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480926,3,44.958594,-93.275416
-93.2714680004478,44.958500000075,2918,Howard,2024,1,2419 CLINTON AVE S,2419,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,CLINTON AVE S,271124482585,3,44.9585,-93.271468
-93.2612650002795,44.958358999868,2919,Howard,2024,1,2419 ELLIOT AVE,2419,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470854,3,44.958359,-93.261265
-93.2801790001607,45.0045630000824,2920,Howard,2024,1,2420 2ND ST N,2420,Near North,1,2024/12/20 00:00:00+00,Hawthorne,478.1000(A),Snow emergency parking restrictions - snow emergency route,2ND ST N,271124481966,1,45.004563,-93.280179
-93.2690250002036,44.958470999637,2921,Howard,2024,1,2420 5TH AVE S,2420,Phillips,2,2024/12/20 00:00:00+00,Phillips West,478.1000(B),Snow emergency parking restrictions - even number address,5TH AVE S,271124484228,3,44.958471,-93.269025
-93.2864649995601,45.0043799997372,2922,Howard,2024,1,2420 6TH ST N,2420,Near North,2,2024/12/20 00:00:00+00,Hawthorne,478.1000(B),Snow emergency parking restrictions - even number address,6TH ST N,271124484318,1,45.00438,-93.286465
-93.2600809996384,44.9584579999368,2923,Howard,2024,1,2420 10TH AVE S,2420,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124446816,3,44.958458,-93.260081
-93.2714939998482,44.9585420002132,2924,Howard,2024,1,2420 CLINTON AVE S,2420,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,CLINTON AVE S,271124479352,3,44.958542,-93.271494
-93.2613539998871,44.9584300004442,2925,Howard,2024,1,2420 ELLIOT AVE S,2420,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124486569,3,44.95843,-93.261354
-93.2957169999395,44.9586069996134,2926,Howard,2024,1,2420 FREMONT AVE S,2420,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE S,271124478538,3,44.958607,-93.295717
-93.2701720000377,45.0126440004203,2927,Howard,2024,1,2420 GRAND ST NE,2420,Northeast,2,2024/12/20 00:00:00+00,Bottineau,478.1000(B),Snow emergency parking restrictions - even number address,GRAND ST NE,271124475275,2,45.012644,-93.270172
-93.2753670003867,44.9584460002827,2928,Howard,2024,1,2420 STEVENS AVE S,2420,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480928,3,44.958446,-93.275367
-93.2753499996028,44.9583149996376,2929,Howard,2024,1,2420 STEVENS AVE S,2420,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480929,3,44.958315,-93.27535
-93.2646360001513,45.0128150002121,2930,Howard,2024,1,2421 3RD ST NE,2421,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,3RD ST NE,271124485880,2,45.012815,-93.264636
-93.268818999697,44.9584369998677,2931,Howard,2024,1,2421 5TH AVE S,2421,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466165,3,44.958437,-93.268819
-93.271471999733,44.958551999775,2932,Howard,2024,1,2421 CLINTON AVE S,2421,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,CLINTON AVE S,271124482586,3,44.958552,-93.271472
-93.270102000407,45.0126489997516,2933,Howard,2024,1,2421 GRAND ST NE,2421,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,GRAND ST NE,271124483174,2,45.012649,-93.270102
-93.2812589996031,44.9582609998453,2934,Howard,2024,1,2421 PILLSBURY AVE,2421,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489585,3,44.958261,-93.281259
-93.3146410002819,45.0048770001735,2935,Howard,2024,1,2421 UPTON AVE N,2421,Near North,3,2024/12/21 00:00:00+00,Willard - Hay,478.1000(C),Snow emergency parking restrictions - odd number address,UPTON AVE N,271124490326,1,45.004877,-93.314641
-93.280152999861,45.0046200000131,2936,Howard,2024,1,2422 2ND ST N,2422,Near North,1,2024/12/20 00:00:00+00,Hawthorne,478.1000(A),Snow emergency parking restrictions - snow emergency route,2ND ST N,271124481967,1,45.00462,-93.280153
-93.2646970002663,45.0129589996582,2937,Howard,2024,1,2422 3RD ST NE,2422,Northeast,2,2024/12/20 00:00:00+00,Bottineau,478.1000(B),Snow emergency parking restrictions - even number address,3RD ST NE,271124479009,2,45.012959,-93.264697
-93.2813340003638,44.9581880000762,2938,Howard,2024,1,2422 PILLSBURY AVE,2422,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488225,3,44.958188,-93.281334
-93.2753230001563,44.9585060003517,2939,Howard,2024,1,2422 STEVENS AVE S,2422,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480927,3,44.958506,-93.275323
-93.264634000059,45.0129360003962,2940,Howard,2024,1,2423 3RD ST NE,2423,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,3RD ST NE,271124485881,2,45.012936,-93.264634
-93.2510759998574,44.9582409998224,2941,Howard,2024,1,2423 16TH AVE S,2423,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465611,3,44.958241,-93.251076
-93.2714899996637,44.9584319996371,2942,Howard,2024,1,2423 CLINTON AVE S,2423,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,CLINTON AVE S,271124482587,3,44.958432,-93.27149
-93.2700960001303,45.0127259997052,2943,Howard,2024,1,2423 GRAND ST NE,2423,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,GRAND ST NE,271124483173,2,45.012726,-93.270096
-93.2812419997185,44.9582249999838,2944,Howard,2024,1,2423 PILLSBURY AVE,2423,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489586,3,44.958225,-93.281242
-93.2600669998921,44.9583080002141,2945,Howard,2024,1,2424 10TH AVE S,2424,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124431868,3,44.958308,-93.260067
-93.2715479996405,44.9582599997992,2946,Howard,2024,1,2424 CLINTON AVE S,2424,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,CLINTON AVE S,271124479353,3,44.95826,-93.271548
-93.2613539998871,44.9582959996607,2947,Howard,2024,1,2424 ELLIOT AVE S,2424,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124432274,3,44.958296,-93.261354
-93.2753759999025,44.9582619998914,2948,Howard,2024,1,2424 STEVENS AVE S,2424,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480930,3,44.958262,-93.275376
-93.2700780001995,45.0127659997511,2949,Howard,2024,1,2425 GRAND ST NE,2425,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,GRAND ST NE,271124483172,2,45.012766,-93.270078
-93.2715580001016,44.9581960004451,2950,Howard,2024,1,2426 CLINTON AVE S,2426,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,CLINTON AVE S,271124479354,3,44.958196,-93.271558
-93.2715149999173,44.9580720001227,2951,Howard,2024,1,2426 CLINTON AVE S,2426,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,CLINTON AVE S,271124479355,3,44.958072,-93.271515
-93.2715509997788,44.9580219996157,2952,Howard,2024,1,2426 CLINTON AVE S,2426,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,CLINTON AVE S,271124479356,3,44.958022,-93.271551
-93.2954239999176,44.9583329995683,2953,Howard,2024,1,2426 FREMONT AVE S,2426,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE S,271124478539,3,44.958333,-93.295424
-93.2753990000638,44.958235000445,2954,Howard,2024,1,2426 STEVENS AVE S,2426,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480931,3,44.958235,-93.275399
-93.2510860003187,44.9581799997073,2955,Howard,2024,1,2427 16TH AVE S,2427,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465612,3,44.95818,-93.251086
-93.2715020002171,44.9581520002147,2956,Howard,2024,1,2427 CLINTON AVE S,2427,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,CLINTON AVE S,271124482588,3,44.958152,-93.271502
-93.2613850004174,44.9579740001001,2957,Howard,2024,1,2428 ELLIOT AVE S,2428,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124486570,3,44.957974,-93.261385
-93.295416000448,44.9584100004212,2958,Howard,2024,1,2428 FREMONT AVE S,2428,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE S,271124478540,3,44.95841,-93.295416
-93.2953320001716,44.9584129996603,2959,Howard,2024,1,2428 FREMONT AVE S,2428,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,FREMONT AVE S,271124478541,3,44.958413,-93.295332
-93.2510309995809,44.9580950002841,2960,Howard,2024,1,2429 16TH AVE S,2429,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465613,3,44.958095,-93.251031
-93.2612200000029,44.9582480001451,2961,Howard,2024,1,2429 ELLIOT AVE,2429,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470855,3,44.958248,-93.26122
-93.2701010003609,45.0128799996123,2962,Howard,2024,1,2429 GRAND ST NE,2429,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,GRAND ST NE,271124481616,2,45.01288,-93.270101
-93.2701809995535,45.0129209997044,2963,Howard,2024,1,2430 GRAND ST NE,2430,Northeast,2,2024/12/20 00:00:00+00,Bottineau,478.1000(B),Snow emergency parking restrictions - even number address,GRAND ST NE,271124475274,2,45.012921,-93.270181
-93.2803580003214,45.0048000002199,2964,Howard,2024,1,2431 2ND ST N,2431,Near North,1,2024/12/20 00:00:00+00,Hawthorne,478.1000(A),Snow emergency parking restrictions - snow emergency route,2ND ST N,271124481969,1,45.0048,-93.280358
-93.2689219999503,44.958024999754,2965,Howard,2024,1,2431 5TH AVE S,2431,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466166,3,44.958025,-93.268922
-93.2700719999228,45.0129680000732,2966,Howard,2024,1,2431 GRAND ST NE,2431,Northeast,3,2024/12/21 00:00:00+00,Bottineau,478.1000(C),Snow emergency parking restrictions - odd number address,GRAND ST NE,271124481223,2,45.012968,-93.270072
-93.2812160003181,44.9582159995688,2967,Howard,2024,1,2431 PILLSBURY AVE,2431,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489587,3,44.958216,-93.281216
-93.2600819996845,44.9581370004223,2968,Howard,2024,1,2432 10TH AVE S,2432,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124446815,3,44.958137,-93.260082
-93.297068000188,44.957973000054,2969,Howard,2024,1,2432 GIRARD AVE S,2432,Calhoun Isle,2,2024/12/20 00:00:00+00,East Isles,478.1000(B),Snow emergency parking restrictions - even number address,GIRARD AVE S,271124478542,3,44.957973,-93.297068
-93.2813330003177,44.9579469997543,2970,Howard,2024,1,2432 PILLSBURY AVE,2432,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488226,3,44.957947,-93.281333
-93.2714909997098,44.9578600002389,2971,Howard,2024,1,2433 CLINTON AVE S,2433,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,CLINTON AVE S,271124482589,3,44.95786,-93.271491
-93.2613529998411,44.9578649995701,2972,Howard,2024,1,2434 ELLIOT AVE S,2434,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124432275,3,44.957865,-93.261353
-93.2753590000178,44.9579679998234,2973,Howard,2024,1,2434 STEVENS AVE S,2434,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480932,3,44.957968,-93.275359
-93.2688720003425,44.9579479998004,2974,Howard,2024,1,2435 5TH AVE S,2435,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466167,3,44.957948,-93.268872
-93.2511749999263,44.9579679998234,2975,Howard,2024,1,2435 16TH AVE S,2435,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465614,3,44.957968,-93.251175
-93.2601100000764,44.957984999708,2976,Howard,2024,1,2436 10TH AVE S,2436,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124487479,3,44.957985,-93.26011
-93.2600970003762,44.9582900002833,2977,Howard,2024,1,2436 10TH AVE S,2436,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124487480,3,44.95829,-93.260097
-93.2753670003867,44.9578879997314,2978,Howard,2024,1,2436 STEVENS AVE S,2436,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480933,3,44.957888,-93.275367
-93.2688999998351,44.9578339999392,2979,Howard,2024,1,2437 5TH AVE S,2437,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466168,3,44.957834,-93.2689
-93.2511220001801,44.9577549998934,2980,Howard,2024,1,2437 16TH AVE S,2437,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465615,3,44.957755,-93.251122
-93.2812530002257,44.9580079998693,2981,Howard,2024,1,2437 PILLSBURY AVE,2437,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489588,3,44.958008,-93.281253
-93.2613519997949,44.9577470004238,2982,Howard,2024,1,2438 ELLIOT AVE S,2438,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124432276,3,44.957747,-93.261352
-93.2613699997257,44.9576129996403,2983,Howard,2024,1,2438 ELLIOT AVE S,2438,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,ELLIOT AVE S,271124486571,3,44.957613,-93.26137
-93.2813369996028,44.9577780000547,2984,Howard,2024,1,2438 PILLSBURY AVE,2438,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488229,3,44.957778,-93.281337
-93.2612929997721,44.958227000076,2985,Howard,2024,1,2439 ELLIOT AVE,2439,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470856,3,44.958227,-93.261293
-93.2600419996385,44.957962000446,2986,Howard,2024,1,2440 10TH AVE S,2440,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124447496,3,44.957962,-93.260042
-93.2813559995797,44.9576650002396,2987,Howard,2024,1,2440 PILLSBURY AVE,2440,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488230,3,44.957665,-93.281356
-93.2688639999736,44.9579000002848,2988,Howard,2024,1,2441 5TH AVE S,2441,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466169,3,44.9579,-93.268864
-93.2511240002723,44.9577220001702,2989,Howard,2024,1,2441 16TH AVE S,2441,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465616,3,44.957722,-93.251124
-93.2752850002026,44.9576460002627,2990,Howard,2024,1,2441 STEVENS AVE S,2441,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,STEVENS AVE S,271124484962,3,44.957646,-93.275285
-93.2601049998459,44.9578050004005,2991,Howard,2024,1,2442 10TH AVE S,2442,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124487477,3,44.957805,-93.260105
-93.2600879999612,44.9579200003078,2992,Howard,2024,1,2442 10TH AVE S,2442,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124487478,3,44.95792,-93.260088
-93.2812809997183,44.9575759997327,2993,Howard,2024,1,2442 PILLSBURY AVE,2442,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488231,3,44.957576,-93.281281
-93.2754079995795,44.9575900003783,2994,Howard,2024,1,2442 STEVENS AVE S,2442,Powderhorn,2,2024/12/20 00:00:00+00,Whittier,478.1000(B),Snow emergency parking restrictions - even number address,STEVENS AVE S,271124480934,3,44.95759,-93.275408
-93.2689379997888,44.9576519996401,2995,Howard,2024,1,2443 5TH AVE S,2443,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466170,3,44.957652,-93.268938
-93.2511640003183,44.9576519996401,2996,Howard,2024,1,2443 16TH AVE S,2443,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465617,3,44.957652,-93.251164
-93.261211999634,44.9580340001691,2997,Howard,2024,1,2443 ELLIOT AVE,2443,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470857,3,44.958034,-93.261212
-93.2812439998107,44.9577369999626,2998,Howard,2024,1,2443 PILLSBURY AVE,2443,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489589,3,44.957737,-93.281244
-93.2752759997875,44.9576020000324,2999,Howard,2024,1,2443 STEVENS AVE S,2443,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,STEVENS AVE S,271124484961,3,44.957602,-93.275276
-93.2812979996029,44.957538999825,3000,Howard,2024,1,2444 PILLSBURY AVE,2444,Powderhorn,1,2024/12/20 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124488232,3,44.957539,-93.281298
-93.2688490001811,44.9577759999625,3001,Howard,2024,1,2445 5TH AVE S,2445,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466171,3,44.957776,-93.268849
-93.2752880003409,44.957567000217,3002,Howard,2024,1,2445 STEVENS AVE S,2445,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,STEVENS AVE S,271124484960,3,44.957567,-93.275288
-93.2811469998342,44.9576830001704,3003,Howard,2024,1,2447 PILLSBURY AVE,2447,Powderhorn,1,2024/12/21 00:00:00+00,Whittier,478.1000(A),Snow emergency parking restrictions - snow emergency route,PILLSBURY AVE,271124489590,3,44.957683,-93.281147
-93.2690179998808,44.957547000194,3004,Howard,2024,1,2449 5TH AVE S,2449,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466172,3,44.957547,-93.269018
-93.2511660004105,44.957598999894,3005,Howard,2024,1,2449 16TH AVE S,2449,Phillips,3,2024/12/21 00:00:00+00,East Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,16TH AVE S,271124465618,3,44.957599,-93.251166
-93.2752789999259,44.9574439999407,3006,Howard,2024,1,2449 STEVENS AVE S,2449,Powderhorn,3,2024/12/21 00:00:00+00,Whittier,478.1000(C),Snow emergency parking restrictions - odd number address,STEVENS AVE S,271124484959,3,44.957444,-93.275279
-93.2689569997657,44.9573680000332,3007,Howard,2024,1,2451 5TH AVE S,2451,Phillips,3,2024/12/21 00:00:00+00,Phillips West,478.1000(C),Snow emergency parking restrictions - odd number address,5TH AVE S,271124466173,3,44.957368,-93.268957
-93.261311999749,44.9579859997542,3008,Howard,2024,1,2451 ELLIOT AVE,2451,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470858,3,44.957986,-93.261312
-93.2600970003762,44.9575379997789,3009,Howard,2024,1,2452 10TH AVE S,2452,Phillips,2,2024/12/20 00:00:00+00,Midtown Phillips,478.1000(B),Snow emergency parking restrictions - even number address,10TH AVE S,271124487476,3,44.957538,-93.260097
-93.2612939998182,44.957588000286,3010,Howard,2024,1,2459 ELLIOT AVE,2459,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470860,3,44.957588,-93.261294
-93.2612329997031,44.9574789997561,3011,Howard,2024,1,2461 ELLIOT AVE,2461,Phillips,3,2024/12/21 00:00:00+00,Midtown Phillips,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE,271124470859,3,44.957479,-93.261233
