X,Y,OBJECTID,Call_Taken,Tow_Reason,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.2958709998467,45.0134790002557,284,03/11/2019 04:04am,Snow Emergency,"3209 FREMONT AVE N,Minneapolis,MN",45.013479,-93.295871,4,Camden,Folwell,1,1,Diamond Lake
-93.2524169996448,44.957354000287,285,03/11/2019 04:04am,Snow Emergency,"2498 Bloomington Ave,Minneapolis,MN",44.957354,-93.252417,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.295904999616,45.006118999892,286,03/11/2019 04:05am,Snow Emergency,"2601 FREMONT AVE N,Minneapolis,MN",45.006119,-93.295905,5,Near North,Jordan,1,1,Diamond Lake
-93.2952479998953,45.0241240001226,287,03/11/2019 04:05am,Snow Emergency,"3800-3899 Fremont ave n ,Minneapolis,MN",45.024124,-93.295248,4,Camden,Webber - Camden,1,1,Diamond Lake
-93.22258699999,44.8989990000039,288,03/11/2019 04:06am,Snow Emergency,"5731 34TH AVE S,Minneapolis,MN",44.898999,-93.222587,12,Nokomis,Morris Park,6,1,Diamond Lake
-93.2581569999455,44.9979079998544,289,03/11/2019 04:07am,Snow Emergency,"598 8th ave ne,Minneapolis,MN",44.997908,-93.258157,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.2936710000166,44.951237999734,290,03/11/2019 04:08am,Snow Emergency,"2800 blk dupont ave s ,Minneapolis,MN",44.951238,-93.293671,10,Calhoun Isle,Lowry Hill East,3,1,Diamond Lake
-93.252082000384,44.9513179998259,291,03/11/2019 04:08am,Snow Emergency,"2819 Bloomington ave,Minneapolis,MN",44.951318,-93.252082,9,Phillips,East Phillips,3,1,Diamond Lake
-93.296045999823,45.0336030001783,292,03/11/2019 04:09am,Snow Emergency,"4307-4399 Fremont ave n ,Minneapolis,MN",45.033603,-93.296046,4,Camden,Webber - Camden,1,1,Diamond Lake
-93.2951960001952,45.006138999915,293,03/11/2019 04:14am,Snow Emergency,"2600 Fremont av no ,Minneapolis,MN",45.006139,-93.295196,5,Near North,Jordan,1,1,Diamond Lake
-93.2953770004482,45.0049669998272,294,03/11/2019 04:16am,Snow Emergency,"2500 Fremont Ave. N.,Minneapolis,MN",45.004967,-93.295377,5,Near North,Jordan,1,1,Diamond Lake
-93.2572609999951,44.9988920002656,295,03/11/2019 04:16am,Snow Emergency,"1101 washington st ne,Minneapolis,MN",44.998892,-93.257261,1,Northeast,Logan Park,2,1,Diamond Lake
-93.2572609999951,44.9988920002656,296,03/11/2019 04:21am,Snow Emergency,"1101-1299 washington st ne,Minneapolis,MN",44.998892,-93.257261,1,Northeast,Logan Park,2,1,Diamond Lake
-93.2951960001952,45.006138999915,297,03/11/2019 04:21am,Snow Emergency,"2600 BLOCK OF FREMONT AVE N,Minneapolis,MN",45.006139,-93.295196,5,Near North,Jordan,1,1,Diamond Lake
-93.2527749999662,44.9545919997211,298,03/11/2019 04:25am,Snow Emergency,"2628 BLOOMINGTON AV,Minneapolis,MN",44.954592,-93.252775,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2530390004495,44.9521440001456,299,03/11/2019 04:27am,Snow Emergency,"2750 Bloomington Avenue s ,Minneapolis,MN",44.952144,-93.253039,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2528059995972,44.9513989999639,300,03/11/2019 04:36am,Snow Emergency,"2812 Bloomington Ave ,Minneapolis,MN",44.951399,-93.252806,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2575529999709,45.0052300002644,301,03/11/2019 04:36am,Snow Emergency,"1698 washington st ne,Minneapolis,MN",45.00523,-93.257553,1,Northeast,Sheridan,2,1,Diamond Lake
-93.2960099999615,44.9617770001085,302,03/11/2019 04:38am,Snow Emergency,"2100 Fremont Ave,Minneapolis,MN",44.961777,-93.29601,7,Calhoun Isle,Lowry Hill,3,1,Diamond Lake
-93.262618999767,44.9681819995997,303,03/11/2019 04:38am,Snow Emergency,"Chicago/ 15th st e,Minneapolis,MN",44.968182,-93.262619,7,Central,Elliot Park,3,1,Diamond Lake
-93.2575529999709,45.0052300002644,304,03/11/2019 04:39am,Snow Emergency,"1698 washington st ne,Minneapolis,MN",45.00523,-93.257553,1,Northeast,Sheridan,2,1,Diamond Lake
-93.2955979998478,45.0131450001417,305,03/11/2019 04:39am,Snow Emergency,"3200-3298 Fremont ave n ,Minneapolis,MN",45.013145,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.2527640003583,44.9508770001735,306,03/11/2019 04:41am,Snow Emergency,"2830 Bloomington Ave ,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2951960001952,45.006138999915,307,03/11/2019 04:41am,Snow Emergency,"2600 BLOCK OF FREMONT AVE N,Minneapolis,MN",45.006139,-93.295196,5,Near North,Jordan,1,1,Diamond Lake
-93.2953770004482,45.0049669998272,308,03/11/2019 04:42am,Snow Emergency,"2500 Fremont av no ,Minneapolis,MN",45.004967,-93.295377,5,Near North,Jordan,1,1,Diamond Lake
-93.2955979998478,45.0131450001417,309,03/11/2019 04:45am,Snow Emergency,"3200-3298 Fremont ave n ,Minneapolis,MN",45.013145,-93.295598,5,Near North,Jordan,1,1,Diamond Lake
-93.2527640003583,44.9508770001735,310,03/11/2019 04:48am,Snow Emergency,"2830 BLOOMINGTON AV,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2319880000461,44.9059420000233,311,03/11/2019 05:04am,Snow Emergency,"5341 28th ave s,Minneapolis,MN",44.905942,-93.231988,11,Nokomis,Keewaydin,6,1,Diamond Lake
-93.2791769998187,44.9615440001555,312,03/11/2019 05:09am,Snow Emergency,"2109 BLAISDELL AV,Minneapolis,MN",44.961544,-93.279177,10,Powderhorn,Whittier,3,1,Diamond Lake
-93.232027000046,44.9024029995988,313,03/11/2019 05:10am,Snow Emergency,"5529 28TH AVE S,Minneapolis,MN",44.902403,-93.232027,11,Nokomis,Wenonah,6,1,Diamond Lake
-93.295660000009,45.0002479998454,314,03/11/2019 05:10am,Snow Emergency,"2100 BLOCK OF FREMONT AVE N,Minneapolis,MN",45.000248,-93.29566,5,Near North,Jordan,1,1,Diamond Lake
-93.2527749999662,44.9545919997211,315,03/11/2019 05:10am,Snow Emergency,"2628 Bloomington Ave,Minneapolis,MN",44.954592,-93.252775,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.281539999971,44.9941839998917,316,03/11/2019 05:10am,Snow Emergency,"1499 washington st ne,Minneapolis,MN",44.994184,-93.28154,5,Near North,Near - North,1,1,Diamond Lake
-93.281539999971,44.9941839998917,317,03/11/2019 05:14am,Snow Emergency,"1499 washington st ne,Minneapolis,MN",44.994184,-93.28154,5,Near North,Near - North,1,1,Diamond Lake
-93.2528059995972,44.9513989999639,318,03/11/2019 05:14am,Snow Emergency,"2812 Bloomington Ave ,Minneapolis,MN",44.951399,-93.252806,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2953340002639,45.0087020002971,319,03/11/2019 05:17am,Snow Emergency,"2800 Fremont av no ,Minneapolis,MN",45.008702,-93.295334,5,Near North,Jordan,1,1,Diamond Lake
-93.2527640003583,44.9508770001735,320,03/11/2019 05:21am,Snow Emergency,"2830 Bloomington Ave,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.2799149996774,44.9869249996891,321,03/11/2019 05:29am,Snow Emergency,"730 4TH ST N,Minneapolis,MN",44.986925,-93.279915,3,Central,North Loop,1,1,Diamond Lake
-93.2527640003583,44.9508770001735,322,03/11/2019 05:31am,Snow Emergency,"2830 BLOOMINGTON AV,Minneapolis,MN",44.950877,-93.252764,9,Phillips,Midtown Phillips,3,1,Diamond Lake
-93.252082000384,44.9513179998259,323,03/11/2019 05:37am,Snow Emergency,"2819 Bloomington Ave,Minneapolis,MN",44.951318,-93.252082,9,Phillips,East Phillips,3,1,Diamond Lake
-93.2581569999455,44.9979079998544,324,03/11/2019 05:41am,Snow Emergency,"598 8th ave NE,Minneapolis,MN",44.997908,-93.258157,3,Northeast,St. Anthony West,2,1,Diamond Lake
-93.2481289997535,44.9467090004201,325,03/11/2019 05:50am,Snow Emergency,"1808 31st st e,Minneapolis,MN",44.946709,-93.248129,9,Powderhorn,Powderhorn Park,6,1,Diamond Lake
-93.2474030004481,44.9465619999364,326,03/11/2019 05:54am,Snow Emergency,"1824 E 31st St,Minneapolis,MN",44.946562,-93.247403,9,Powderhorn,Corcoran,6,1,Diamond Lake
-93.285946999954,44.9958310003005,327,03/11/2019 08:27am,Snow Emergency,"1608 Lyn Park Ave N,Minneapolis,MN",44.995831,-93.285947,5,Near North,Near - North,1,2,Diamond Lake
-93.2884229999215,44.9932790004256,328,03/11/2019 08:27am,Snow Emergency,"1404 VAN WHITE LANE,Minneapolis,MN",44.993279,-93.288423,5,Near North,Near - North,1,2,Diamond Lake
-93.2767250000587,44.9689150001272,329,03/11/2019 08:35am,Snow Emergency,"122 14TH ST W,Minneapolis,MN",44.968915,-93.276725,7,Central,Loring Park,3,2,Diamond Lake
-93.2811639997188,44.9670070002729,330,03/11/2019 08:37am,Snow Emergency,"1518 SPRUCE PLACE,Minneapolis,MN",44.967007,-93.281164,7,Central,Loring Park,3,2,Diamond Lake
-93.2898540002619,44.9855969996019,331,03/11/2019 08:39am,Snow Emergency,"720 Aldrich Ave N,Minneapolis,MN",44.985597,-93.289854,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2525250001286,44.9874270003558,332,03/11/2019 08:40am,Snow Emergency,"422 2nd ave se,Minneapolis,MN",44.987427,-93.252525,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2812540002719,44.9678939998083,333,03/11/2019 08:41am,Snow Emergency,"1430 spruce pl,Minneapolis,MN",44.967894,-93.281254,7,Central,Loring Park,3,2,Diamond Lake
-93.2903349999602,44.985860000039,334,03/11/2019 08:41am,Snow Emergency,"734 ALDRICH AVE N,Minneapolis,MN",44.98586,-93.290335,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2525310004053,44.987420000033,335,03/11/2019 08:44am,Snow Emergency,"410 2nd Ave SE,Minneapolis,MN",44.98742,-93.252531,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2864509998138,45.0095420003631,336,03/11/2019 08:45am,Snow Emergency,"2902 6th st n,Minneapolis,MN",45.009542,-93.286451,5,Near North,Hawthorne,1,2,Diamond Lake
-93.286757999582,45.0095669997173,337,03/11/2019 08:49am,Snow Emergency,"2904 6th st n ,Minneapolis,MN",45.009567,-93.286758,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2805559995597,44.9669040000196,338,03/11/2019 08:58am,Snow Emergency,"1526 SPRUCE PL,Minneapolis,MN",44.966904,-93.280556,7,Central,Loring Park,3,2,Diamond Lake
-93.2910509997038,44.9914099996718,339,03/11/2019 08:58am,Snow Emergency,"704 Bryant Ave N,Minneapolis,MN",44.99141,-93.291051,5,Near North,Near - North,1,2,Diamond Lake
-93.2811400004106,44.9685060001518,340,03/11/2019 08:59am,Snow Emergency,"1374 SPRUCE PLEASE ,Minneapolis,MN",44.968506,-93.28114,7,Central,Loring Park,3,2,Diamond Lake
-93.2864299997447,45.0121999997302,341,03/11/2019 08:59am,Snow Emergency,"3120 6th st n ,Minneapolis,MN",45.0122,-93.28643,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2910509997038,44.9914099996718,342,03/11/2019 08:59am,Snow Emergency,"702 BRYANT AVE N,Minneapolis,MN",44.99141,-93.291051,5,Near North,Near - North,1,2,Diamond Lake
-93.3036640003933,44.9454109999178,343,03/11/2019 09:00am,Snow Emergency,"3132 James ave s,Minneapolis,MN",44.945411,-93.303664,10,Calhoun Isle,ECCO,5,2,Diamond Lake
-93.2811400004106,44.9685060001518,344,03/11/2019 09:00am,Snow Emergency,"1376 SPRUCE PL,Minneapolis,MN",44.968506,-93.28114,7,Central,Loring Park,3,2,Diamond Lake
-93.2607069997282,44.9898970000465,345,03/11/2019 09:02am,Snow Emergency,"102 3rd st ne,Minneapolis,MN",44.989897,-93.260707,3,Northeast,St. Anthony West,2,2,Diamond Lake
-93.2811400004106,44.9685060001518,346,03/11/2019 09:03am,Snow Emergency,"1364 SPRUCE PLACE,Minneapolis,MN",44.968506,-93.28114,7,Central,Loring Park,3,2,Diamond Lake
-93.2605650003744,44.9899420003231,347,03/11/2019 09:03am,Snow Emergency,"106 3rd ave ne,Minneapolis,MN",44.989942,-93.260565,3,Northeast,St. Anthony West,2,2,Diamond Lake
-93.2890720001726,45.022821000289,348,03/11/2019 09:04am,Snow Emergency,"3722 Aldrich ave n ,Minneapolis,MN",45.022821,-93.289072,4,Camden,McKinley,1,2,Diamond Lake
-93.2910509997038,44.9914099996718,349,03/11/2019 09:17am,Snow Emergency,"700 bryant ave n,Minneapolis,MN",44.99141,-93.291051,5,Near North,Near - North,1,2,Diamond Lake
-93.2899239998927,44.9860620003611,350,03/11/2019 09:20am,Snow Emergency,"722 aldrich ave n,Minneapolis,MN",44.986062,-93.289924,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2890530001958,45.0181879997764,351,03/11/2019 09:20am,Snow Emergency,"3450 aldrich ave n,Minneapolis,MN",45.018188,-93.289053,4,Camden,McKinley,1,2,Diamond Lake
-93.2893230000564,44.9827749998664,352,03/11/2019 09:20am,Snow Emergency,"710 5TH AVE N,Minneapolis,MN",44.982775,-93.289323,5,Near North,Sumner - Glenwood,3,2,Diamond Lake
-93.2761499996228,44.96416100033,353,03/11/2019 09:22am,Snow Emergency,"104 19th st e,Minneapolis,MN",44.964161,-93.27615,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2890570003802,45.0175320001018,354,03/11/2019 09:23am,Snow Emergency,"3426 aldrich ave n,Minneapolis,MN",45.017532,-93.289057,4,Camden,McKinley,1,2,Diamond Lake
-93.2910509997038,44.9914099996718,355,03/11/2019 09:24am,Snow Emergency,"716 BRYANT AVE N,Minneapolis,MN",44.99141,-93.291051,5,Near North,Near - North,1,2,Diamond Lake
-93.2452069999031,44.9888250000737,356,03/11/2019 09:25am,Snow Emergency,"716 5th ave se,Minneapolis,MN",44.988825,-93.245207,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2761000000149,44.96416100033,357,03/11/2019 09:26am,Snow Emergency,"106 19TH ST E,Minneapolis,MN",44.964161,-93.2761,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2421029997536,44.9849419999734,358,03/11/2019 09:28am,Snow Emergency,"820 6th ave se,Minneapolis,MN",44.984942,-93.242103,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2910509997038,44.9914099996718,359,03/11/2019 09:31am,Snow Emergency,"722 Bryant Avenue North,Minneapolis,MN",44.99141,-93.291051,5,Near North,Near - North,1,2,Diamond Lake
-93.2902780000296,45.008560000044,360,03/11/2019 09:35am,Snow Emergency,"2726 Bryant ave n ,Minneapolis,MN",45.00856,-93.290278,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2850619996116,44.9667680000432,361,03/11/2019 09:37am,Snow Emergency,"400 CLIFTON AVE ,Minneapolis,MN",44.966768,-93.285062,7,Central,Loring Park,3,2,Diamond Lake
-93.2607069997282,44.9898970000465,362,03/11/2019 09:40am,Snow Emergency,"102 3rd ave ne,Minneapolis,MN",44.989897,-93.260707,3,Northeast,St. Anthony West,2,2,Diamond Lake
-93.2956500004472,44.9919840000616,363,03/11/2019 09:44am,Snow Emergency,"1210 FREMONT AVE N,Minneapolis,MN",44.991984,-93.29565,5,Near North,Near - North,1,2,Diamond Lake
-93.2427200003277,44.9874680004479,364,03/11/2019 09:47am,Snow Emergency,"706 7th ave se,Minneapolis,MN",44.987468,-93.24272,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2427839996818,44.9873860002638,365,03/11/2019 09:50am,Snow Emergency,"704 7th ave se,Minneapolis,MN",44.987386,-93.242784,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2292129997801,44.9919539995774,366,03/11/2019 09:51am,Snow Emergency,"1128 16th ave se,Minneapolis,MN",44.991954,-93.229213,1,University,Como,2,2,Diamond Lake
-93.230427000006,44.9885259997751,367,03/11/2019 09:52am,Snow Emergency,"1022 15th ave se,Minneapolis,MN",44.988526,-93.230427,1,University,Como,4,2,Diamond Lake
-93.2509040000195,44.9935440000556,368,03/11/2019 09:52am,Snow Emergency,"808 3rd ave ne,Minneapolis,MN",44.993544,-93.250904,3,Northeast,St. Anthony East,2,2,Diamond Lake
-93.2620359998615,44.943325999995,369,03/11/2019 09:53am,Snow Emergency,"808 33RD ST E,Minneapolis,MN",44.943326,-93.262036,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2679239997927,44.9981300001994,370,03/11/2019 09:54am,Snow Emergency,"142 11th ave ne,Minneapolis,MN",44.99813,-93.267924,3,Northeast,St. Anthony West,2,2,Diamond Lake
-93.2578320002466,44.9392920001258,371,03/11/2019 09:56am,Snow Emergency,"3504 12th Ave S,Minneapolis,MN",44.939292,-93.257832,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2316699997706,44.9926070000131,372,03/11/2019 09:56am,Snow Emergency,"1158 14th ave ne,Minneapolis,MN",44.992607,-93.23167,1,University,Como,2,2,Diamond Lake
-93.2938520002696,44.9859460004076,373,03/11/2019 09:58am,Snow Emergency,"710 Emerson Ave N,Minneapolis,MN",44.985946,-93.293852,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2621749999763,44.9433439999257,374,03/11/2019 09:58am,Snow Emergency,"806 33rd st e,Minneapolis,MN",44.943344,-93.262175,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2862729996991,44.9655289995637,375,03/11/2019 09:59am,Snow Emergency,"10 Dell PL,Minneapolis,MN",44.965529,-93.286273,7,Central,Loring Park,3,2,Diamond Lake
-93.2935190002017,44.9436630002473,376,03/11/2019 10:00am,Snow Emergency,"3232 DuPont Ave s,Minneapolis,MN",44.943663,-93.293519,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2852449999568,44.9668690002043,377,03/11/2019 10:01am,Snow Emergency,"406 Clifton ave,Minneapolis,MN",44.966869,-93.285245,7,Central,Loring Park,3,2,Diamond Lake
-93.2941080003839,44.9857230000165,378,03/11/2019 10:01am,Snow Emergency,"704 EMERSON AVE N,Minneapolis,MN",44.985723,-93.294108,5,Near North,Near - North,1,2,Diamond Lake
-93.2914940003478,45.0063279996375,379,03/11/2019 10:05am,Snow Emergency,"2608 Colfax ave n ,Minneapolis,MN",45.006328,-93.291494,5,Near North,Hawthorne,1,2,Diamond Lake
-93.3008320001966,44.9498830002004,380,03/11/2019 10:07am,Snow Emergency,"The mall / humboldt ave s,Minneapolis,MN",44.949883,-93.300832,7,Calhoun Isle,East Isles,3,2,Diamond Lake
-93.2922530002757,45.0009909999347,381,03/11/2019 10:13am,Snow Emergency,"2122 dupont Ave n,Minneapolis,MN",45.000991,-93.292253,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2923290001832,45.003030999581,382,03/11/2019 10:15am,Snow Emergency,"2310 dupont Ave n,Minneapolis,MN",45.003031,-93.292329,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2396219995556,44.9856979997629,383,03/11/2019 10:15am,Snow Emergency,"806 7th st se,Minneapolis,MN",44.985698,-93.239622,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2641759996226,44.9516479997554,384,03/11/2019 10:17am,Snow Emergency,"2806 Columbus ave s,Minneapolis,MN",44.951648,-93.264176,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2396219995556,44.9856979997629,385,03/11/2019 10:17am,Snow Emergency,"726 7th st SE ,Minneapolis,MN",44.985698,-93.239622,3,University,Marcy Holmes,4,2,Diamond Lake
-93.3036640003933,44.9478160002083,386,03/11/2019 10:17am,Snow Emergency,"3012 James ave s,Minneapolis,MN",44.947816,-93.303664,10,Calhoun Isle,ECCO,5,2,Diamond Lake
-93.2606610003049,44.9931000002649,387,03/11/2019 10:18am,Snow Emergency,"220 5th ave ne,Minneapolis,MN",44.9931,-93.260661,3,Northeast,St. Anthony West,2,2,Diamond Lake
-93.2396219995556,44.9856979997629,388,03/11/2019 10:19am,Snow Emergency,"802 7th st se,Minneapolis,MN",44.985698,-93.239622,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2448820002041,44.9864829999905,389,03/11/2019 10:19am,Snow Emergency,"610 6TH ST SE,Minneapolis,MN",44.986483,-93.244882,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2938540003618,44.9860990002687,390,03/11/2019 10:19am,Snow Emergency,"720 Emerson Ave N,Minneapolis,MN",44.986099,-93.293854,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2938439999006,44.9870170003343,391,03/11/2019 10:21am,Snow Emergency,"808 EMERSON AVE N,Minneapolis,MN",44.987017,-93.293844,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2489970002114,44.9866159998286,392,03/11/2019 10:21am,Snow Emergency,"424 4th ave se,Minneapolis,MN",44.986616,-93.248997,3,University,Marcy Holmes,4,2,Diamond Lake
-93.242794000143,44.9867739999202,393,03/11/2019 10:22am,Snow Emergency,"712 7th st se,Minneapolis,MN",44.986774,-93.242794,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2959550001231,44.9449629999426,394,03/11/2019 10:24am,Snow Emergency,"1302 w 32nd st ,Minneapolis,MN",44.944963,-93.295955,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2781290000533,44.9675500001325,395,03/11/2019 10:31am,Snow Emergency,"1500 mall st,Minneapolis,MN",44.96755,-93.278129,7,Central,Loring Park,3,2,Diamond Lake
-93.3008320001966,44.9498830002004,396,03/11/2019 10:36am,Snow Emergency,"Mall and Humboldt ,Minneapolis,MN",44.949883,-93.300832,7,Calhoun Isle,East Isles,3,2,Diamond Lake
-93.2536689998245,44.9413620002562,397,03/11/2019 10:36am,Snow Emergency,"804 34th st e,Minneapolis,MN",44.941362,-93.253669,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2922809997683,45.0005520003746,398,03/11/2019 10:36am,Snow Emergency,"2106 dupont ave n ,Minneapolis,MN",45.000552,-93.292281,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2941179999457,44.9921060002918,399,03/11/2019 10:37am,Snow Emergency,"912 emerson ave n,Minneapolis,MN",44.992106,-93.294118,5,Near North,Near - North,1,2,Diamond Lake
-93.2938389996701,44.9876839996169,400,03/11/2019 10:37am,Snow Emergency,"908 Emerson Ave N,Minneapolis,MN",44.987684,-93.293839,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2304629998675,44.9890050002806,401,03/11/2019 10:38am,Snow Emergency,"1038 15th ave se,Minneapolis,MN",44.989005,-93.230463,1,University,Como,4,2,Diamond Lake
-93.2938550004079,44.9874539998023,402,03/11/2019 10:39am,Snow Emergency,"904 EMERSON AVE N,Minneapolis,MN",44.987454,-93.293855,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2927639995589,45.0065010004209,403,03/11/2019 10:40am,Snow Emergency,"2616 Dupont ave n ,Minneapolis,MN",45.006501,-93.292764,5,Near North,Hawthorne,1,2,Diamond Lake
-93.2523910002444,44.9413600001639,404,03/11/2019 10:40am,Snow Emergency,"1528 34th st e,Minneapolis,MN",44.94136,-93.252391,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2937740002699,44.9877839997318,405,03/11/2019 10:41am,Snow Emergency,"910 emerson ave n,Minneapolis,MN",44.987784,-93.293774,5,Near North,Sumner - Glenwood,1,2,Diamond Lake
-93.2994310003403,44.982952999981,406,03/11/2019 10:43am,Snow Emergency,"520 Irving Ave N,Minneapolis,MN",44.982953,-93.299431,5,Near North,Harrison,3,2,Diamond Lake
-93.2971519995651,44.9414790002557,407,03/11/2019 10:43am,Snow Emergency,"1400 w 34th st,Minneapolis,MN",44.941479,-93.297152,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2378590000927,44.9449500002424,408,03/11/2019 10:43am,Snow Emergency,"2326 32ND ST E,Minneapolis,MN",44.94495,-93.237859,9,Powderhorn,Corcoran,6,2,Diamond Lake
-93.2425080004438,44.9877360002163,409,03/11/2019 10:44am,Snow Emergency,"718 7th ave se,Minneapolis,MN",44.987736,-93.242508,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2897839997318,44.938231999807,410,03/11/2019 10:45am,Snow Emergency,"3540 Aldrich Ave s,Minneapolis,MN",44.938232,-93.289784,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2452300000644,44.94626499973,411,03/11/2019 10:46am,Snow Emergency,"3104 19TH AVE S,Minneapolis,MN",44.946265,-93.24523,9,Powderhorn,Corcoran,6,2,Diamond Lake
-93.2552869997951,45.0027039997898,412,03/11/2019 10:47am,Snow Emergency,"1426 jefferson st ne,Minneapolis,MN",45.002704,-93.255287,1,Northeast,Logan Park,2,2,Diamond Lake
-93.2973919998409,44.9425860000439,413,03/11/2019 10:47am,Snow Emergency,"3308 Girard Ave S,Minneapolis,MN",44.942586,-93.297392,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.3049789998809,44.9501950001991,414,03/11/2019 10:49am,Snow Emergency,"The mall / east lake Calhoun pkwy ,Minneapolis,MN",44.950195,-93.304979,7,Calhoun Isle,East Isles,3,2,Diamond Lake
-93.2617530003007,44.9480940004378,415,03/11/2019 10:49am,Snow Emergency,"3042 elliot ave,Minneapolis,MN",44.948094,-93.261753,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2539059999619,44.9974429999945,416,03/11/2019 10:52am,Snow Emergency,"714 madison st ne,Minneapolis,MN",44.997443,-93.253906,3,Northeast,St. Anthony East,2,2,Diamond Lake
-93.2490099999116,44.986598999944,417,03/11/2019 10:52am,Snow Emergency,"420 4th ave se,Minneapolis,MN",44.986599,-93.24901,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2430510003034,44.9870360003112,418,03/11/2019 10:53am,Snow Emergency,"700 7th st se,Minneapolis,MN",44.987036,-93.243051,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2353610000101,44.9852040003644,419,03/11/2019 10:54am,Snow Emergency,"724 12th ave se,Minneapolis,MN",44.985204,-93.235361,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2635539997173,45.0075819999094,420,03/11/2019 10:54am,Snow Emergency,"320 19th ave ne,Minneapolis,MN",45.007582,-93.263554,3,Northeast,Bottineau,2,2,Diamond Lake
-93.3147849997279,45.0260610004149,421,03/11/2019 10:54am,Snow Emergency,"2706 39th ave n,Minneapolis,MN",45.026061,-93.314785,4,Camden,Victory,1,2,Diamond Lake
-93.2642719995531,45.0075819999094,422,03/11/2019 10:55am,Snow Emergency,"306 19th ave ne,Minneapolis,MN",45.007582,-93.264272,3,Northeast,Bottineau,2,2,Diamond Lake
-93.2922079999992,44.965134000234,423,03/11/2019 10:56am,Snow Emergency,"1804 colfax s,Minneapolis,MN",44.965134,-93.292208,7,Calhoun Isle,Lowry Hill,3,2,Diamond Lake
-93.2889229995967,44.944915000427,424,03/11/2019 10:56am,Snow Emergency,"716 w 32nd ,Minneapolis,MN",44.944915,-93.288923,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2994300002943,44.9827780000048,425,03/11/2019 10:58am,Snow Emergency,"508 Irving Avenue n,Minneapolis,MN",44.982778,-93.29943,5,Near North,Harrison,3,2,Diamond Lake
-93.2470630000574,44.9862869999452,426,03/11/2019 11:00am,Snow Emergency,"506 5th st se,Minneapolis,MN",44.986287,-93.247063,3,University,Marcy Holmes,4,2,Diamond Lake
