
First Name,Last Name,Team Name,Position,PA Base Salary,Guaranteed Comp
Trey,Muse,Portland Timbers,Goalkeeper,"$104,000.00","$104,000.00"
Hunter,Sulte,Portland Timbers,Goalkeeper,"$135,000.00","$138,042.00"
James,Pantemis,Portland Timbers,Goalkeeper,"$200,000.00","$220,833.00"
Antony,Alves Santos,Portland Timbers,Left Wing,"$490,000.00","$555,342.00"
Ariel,Lassiter,Portland Timbers,Left Wing,"$315,000.00","$348,000.00"
Kristoffer,Velde,Portland Timbers,Left Wing,"$2,280,000.00","$3,027,000.00"
Ian,Smith,Portland Timbers,Left-back,"$80,622.00","$80,622.00"
Jimer,Fory,Portland Timbers,Left-back,"$335,000.00","$355,000.00"
Omir,Fernandez,Portland Timbers,Right Wing,"$600,000.00","$661,875.00"
Eric,Miller,Portland Timbers,Right-back,"$104,000.00","$104,000.00"
Juan,Mosquera,Portland Timbers,Right-back,"$345,000.00","$411,650.00"
Owen,Anderson,Real Salt Lake,Attacking Midfield,"$80,622.00","$86,512.00"
Victor,Olatunji,Real Salt Lake,Center Forward,"$600,000.00","$626,500.00"
Ariath,Piol,Real Salt Lake,Center Forward,"$282,000.00","$336,859.00"
Marcos,Zambrano,Real Salt Lake,Center Forward,"$80,622.00","$102,881.00"
Forster,Ajago,Real Salt Lake,Center Forward,"$80,622.00","$80,622.00"
Jesus,Barea,Real Salt Lake,Center Forward,"$80,622.00","$82,358.00"
Willy,Agada,Real Salt Lake,Center Forward,"$500,000.00","$546,875.00"
Rwan Philipe,Rodrigues de Souza Cruz,Real Salt Lake,Center Forward,"$1,700,000.00","$1,858,426.00"
Kobi,Henry,Real Salt Lake,Center-back,"$104,000.00","$109,982.00"
Justen,Glad,Real Salt Lake,Center-back,"$1,150,000.00","$1,330,000.00"
Brayan,Vera,Real Salt Lake,Center-back,"$500,004.00","$557,004.00"
Zack,Farnsworth,Real Salt Lake,Center-back,"$80,622.00","$80,622.00"
Philip,Quinton,Real Salt Lake,Center-back,"$125,000.00","$125,000.00"
Nelson,Palacio,Real Salt Lake,Central Midfield,"$380,000.00","$423,167.00"
Noel,Caliskan,Real Salt Lake,Central Midfield,"$104,000.00","$104,000.00"
Pablo,Ruiz,Real Salt Lake,Central Midfield,"$825,000.00","$911,500.00"
Luca,Moisa,Real Salt Lake,Central Midfield,"$104,000.00","$104,000.00"
Jude,Wellings,Real Salt Lake,Central Midfield,"$140,000.00","$160,000.00"
Braian,Ojeda,Real Salt Lake,Central Midfield,"$650,000.00","$708,653.00"
Emeka,Eneli,Real Salt Lake,Defensive Midfield,"$375,000.00","$416,000.00"
Kevon,Lambert,Real Salt Lake,Defensive Midfield,"$200,000.00","$218,150.00"
Mason,Stajduhar,Real Salt Lake,Goalkeeper,"$154,000.00","$169,650.00"
Rafael,Cabral Barbosa,Real Salt Lake,Goalkeeper,"$450,000.00","$643,750.00"
Max,Kerkvliet,Real Salt Lake,Goalkeeper,"$80,622.00","$80,622.00"
Zac,MacMath,Real Salt Lake,Goalkeeper,"$250,000.00","$250,000.00"
Diego,Luna,Real Salt Lake,Left Midfield,"$450,000.00","$499,833.00"
Matthew,Bell,Real Salt Lake,Left Wing,"$80,622.00","$81,068.00"
Diogo,GonÃ§alves,Real Salt Lake,Left Wing,"$1,650,000.00","$1,797,108.00"
Sam,Junqua,Real Salt Lake,Left-back,"$300,000.00","$312,368.00"
Tommy,Silva,Real Salt Lake,Left-back,"$80,622.00","$86,604.00"
Alexandros,Katranis,Real Salt Lake,Left-back,"$425,000.00","$494,875.00"
Luis,Rivera,Real Salt Lake,Left-back,"160,000.00","$171,100.00"
Tyler,Wolff,Real Salt Lake,Right Wing,"$160,000.00","$160,000.00"
Zavier,Gozo,Real Salt Lake,Right Wing,"$80,622.00","$93,345.00"
Johnny,Russell,Real Salt Lake,Right Wing,"$300,000.00","$325,500.00"
Aiden,Hezarkhani,Real Salt Lake,Right Wing,"$80,622.00","$86,980.00"
Omar,Marquez,Real Salt Lake,Right Wing,"$80,622.00","$96,197.00"
Javain,Brown,Real Salt Lake,Right-back,"$300,000.00","$313,688.00"
DeAndre,Yedlin,Real Salt Lake,Right-back,"$900,000.00","$948,750.00"
Gio,Villa,Real Salt Lake,Right-back,"$80,622.00","$83,955.00"
Maxime,Chanot,Retired,Center-back,"$400,000.00","$400,000.00"
Steve,Birnbaum,Retired,Center-back,"$815,000.00","$815,000.00"
Onni,Valakari,San Diego FC,Attacking Midfield,"$650,000.00","$726,800.00"
Corey,Baird,San Diego FC,Center Forward,"$676,534.00","$744,241.00"
Marcus,Ingvartsen,San Diego FC,Center Forward,"$1,740,000.00","$1,740,000.00"
Anisse,Saidi,San Diego FC,Center Forward,"$80,622.00","$94,512.00"
TomÃ¡s,Ãngel,San Diego FC,Center Forward,"$325,000.00","$443,750.00"
Paddy,McNair,San Diego FC,Center-back,"$700,000.00","$762,803.00"
Ian,Pilcher,San Diego FC,Center-back,"$80,622.00","$80,622.00"
AndrÃ©s,Reyes,San Diego FC,Center-back,"$732,000.00","$807,000.00"
Christopher,McVey,San Diego FC,Center-back,"$445,000.00","$496,813.00"
Heine Gikling,Bruseth,San Diego FC,Central Midfield,"$200,000.00","$242,471.00"
Alejandro,Alvarado,San Diego FC,Central Midfield,"$80,622.00","$88,144.00"
Luca,de la Torre,San Diego FC,Central Midfield,"$1,444,528.00","$1,644,295.00"
Manu,Duah,San Diego FC,Defensive Midfield,"$80,622.00","$84,622.00"
AnÃ­bal,Godoy,San Diego FC,Defensive Midfield,"$375,000.00","$408,333.00"
Pedro,Soma,San Diego FC,Defensive Midfield,"$225,000.00","$275,453.00"
Jeppe,Tverskov,San Diego FC,Defensive Midfield,"$700,000.00","$700,000.00"
CJ,dos Santos,San Diego FC,Goalkeeper,"$300,000.00","$340,875.00"
Duran,Ferree,San Diego FC,Goalkeeper,"$80,622.00","$80,622.00"
Pablo,Sisniega,San Diego FC,Goalkeeper,"$104,000.00","$130,467.00"
Emmanuel,Boateng,San Diego FC,Left Midfield,"$300,000.00","$331,500.00"
Amahl,Pellegrino,San Diego FC,Left Wing,"$850,000.00","$912,500.00"
Alex,Mighten,San Diego FC,Left Wing,"$250,000.00","$257,292.00"
Hirving,Lozano,San Diego FC,Left Wing,"$6,000,000.00","$7,633,333.00"
Luca,Bombino,San Diego FC,Left-back,"$80,622.00","$80,622.00"
Aiden,Harangi,San Diego FC,Left-back,"$80,622.00","$80,622.00"
Franco,Negri,San Diego FC,Left-back,"$270,000.00","$297,500.00"
David,Vazquez,San Diego FC,Right Midfield,"$104,000.00","$119,880.00"
Anders,Dreyer,San Diego FC,Right Wing,"$2,117,647.00","$2,434,314.00"
Leo,Duru,San Diego FC,Right-back,"$80,622.00","$98,234.00"
Willy,Kumado,San Diego FC,Right-back,"$104,000.00","$116,435.00"
HernÃ¡n,LÃ³pez MuÃ±oz,San Jose Earthquakes,Attacking Midfield,"$850,000.00","$1,020,000.00"
Josef,MartÃ­nez,San Jose Earthquakes,Center Forward,"$1,300,000.00","$1,450,000.00"
Ousseni,Bouda,San Jose Earthquakes,Center Forward,"$150,000.00","$152,500.00"
Preston,Judd,San Jose Earthquakes,Center Forward,"$185,000.00","$234,375.00"
Cristian,Arango,San Jose Earthquakes,Center Forward,"$2,000,000.00","$2,216,667.00"
AntÃ´nio Josenildo,Rodrigues de Oliveira,San Jose Earthquakes,Center-back,"$700,000.00","$758,000.00"
Max,Floriani,San Jose Earthquakes,Center-back,"$80,622.00","$83,122.00"
Daniel,Munie,San Jose Earthquakes,Center-back,"$104,000.00","$178,000.00"
Reid,Roberts,San Jose Earthquakes,Center-back,"$80,622.00","$80,622.00"
Dave,Romney,San Jose Earthquakes,Center-back,"$858,500.00","$938,000.00"
Bruno,Wilson,San Jose Earthquakes,Center-back,"$1,100,000.00","$1,218,333.00"
Ronaldo,Vieira,San Jose Earthquakes,Central Midfield,"$620,000.00","$673,854.00"
Jack,Skahan,San Jose Earthquakes,Central Midfield,"$175,000.00","$175,000.00"
Noel,Buck,San Jose Earthquakes,Central Midfield,"$115,000.00","$115,000.00"
Ian,Harkes,San Jose Earthquakes,Central Midfield,"$450,000.00","$450,000.00"
Beau,Leroux,San Jose Earthquakes,Central Midfield,"$80,622.00","$82,526.00"
Niko,Tsakiris,San Jose Earthquakes,Central Midfield,"$165,000.00","$169,167.00"
Kaedren,Spivey,San Jose Earthquakes,Central Midfield,"$80,622.00","$83,622.00"
Cruz,Medina,San Jose Earthquakes,Central Midfield,"$140,000.00","$158,394.00"
Mark-Anthony,Kaye,San Jose Earthquakes,Central Midfield,"$800,000.00","$800,000.00"
Nick,Fernandez,San Jose Earthquakes,Defensive Midfield,"$80,622.00","$82,526.00"
Edwyn,Mendoza,San Jose Earthquakes,Defensive Midfield,"$80,622.00","$93,062.00"
Daniel,de Sousa Britto,San Jose Earthquakes,Goalkeeper,"$700,000.00","$742,500.00"
Francesco,Montali,San Jose Earthquakes,Goalkeeper,"$104,000.00","$107,178.00"
Earl,Edwards Jr.,San Jose Earthquakes,Goalkeeper,"$200,000.00","$210,250.00"
Benji,KikanoviÄ‡,San Jose Earthquakes,Left Wing,"$367,000.00","$403,700.00"
Chance,Cowell,San Jose Earthquakes,Left Wing,"$104,000.00","$104,000.00"
VÃ­tor,Costa,San Jose Earthquakes,Left-back,"$375,000.00","$413,333.00"
DeJuan,Jones,San Jose Earthquakes,Left-back,"$840,000.00","$846,250.00"
Jamar,Ricketts,San Jose Earthquakes,Left-back,"$80,622.00","$82,209.00"
Cristian,Espinoza,San Jose Earthquakes,Right Wing,"$1,820,000.00","$2,002,000.00"
Nick,Lima,San Jose Earthquakes,Right-back,"$375,000.00","$375,000.00"
Wilson,Eisner,San Jose Earthquakes,Right-back,"$80,622.00","$80,622.00"
Oscar,Verhoeven,San Jose Earthquakes,Right-back,"$125,000.00","$138,395.00"
Paul,Marie,San Jose Earthquakes,Right-back,"$325,000.00","$357,500.00"
Albert,RusnÃ¡k,Seattle Sounders FC,Attacking Midfield,"$2,575,000.00","$2,575,000.00"
JesÃºs,Ferreira,Seattle Sounders FC,Center Forward,"$1,585,227.00","$1,828,960.00"
Jordan,Morris,Seattle Sounders FC,Center Forward,"$2,250,000.00","$2,260,000.00"
Danny,Musovski,Seattle Sounders FC,Center Forward,"$555,000.00","$585,303.00"
Osaze,De Rosario,Seattle Sounders FC,Center Forward,"$80,622.00","$80,622.00"
Yeimar,GÃ³mez Andrade,Seattle Sounders FC,Center-back,"$800,000.00","$882,500.00"
Jon,Bell,Seattle Sounders FC,Center-back,"$135,000.00","$135,000.00"
Leo,Burney,Seattle Sounders FC,Center-back,"$80,622.00","$80,622.00"
Stuart,Hawkins,Seattle Sounders FC,Center-back,"$104,000.00","$116,021.00"
Kee-hee,Kim,Seattle Sounders FC,Center-back,"$104,000.00","$104,000.00"
Jackson,Ragen,Seattle Sounders FC,Center-back,"$600,000.00","$610,000.00"
JoÃ£o Paulo,Mior,Seattle Sounders FC,Central Midfield,"$600,000.00","$625,000.00"
Cristian,RoldÃ¡n,Seattle Sounders FC,Central Midfield,"$1,545,000.00","$1,666,000.00"
Obed,Vargas,Seattle Sounders FC,Central Midfield,"$125,000.00","$134,452.00"
Danny,Leyva,Seattle Sounders FC,Defensive Midfield,"$325,000.00","$349,900.00"
Snyder,Brunell,Seattle Sounders FC,Defensive Midfield,"$80,622.00","$90,648.00"
Jacob,Castro,Seattle Sounders FC,Goalkeeper,"$104,000.00","$104,000.00"
Stefan,Frei,Seattle Sounders FC,Goalkeeper,"$600,000.00","$600,000.00"
Andrew,Thomas,Seattle Sounders FC,Goalkeeper,"$200,000.00","$200,000.00"
Ryan,Kent,Seattle Sounders FC,Left Wing,"$936,000.00","$959,500.00"
Paul,Rothrock,Seattle Sounders FC,Left Wing,"$104,000.00","$104,000.00"
Reed,Baker-Whiting,Seattle Sounders FC,Left-back,"$150,000.00","$158,000.00"
Nouhou,Tolo,Seattle Sounders FC,Left-back,"$550,000.00","$571,875.00"
Travian,Sousa,Seattle Sounders FC,Left-back,"$80,622.00","$80,622.00"
Paul,Arriola,Seattle Sounders FC,Right Wing,"$1,000,000.00","$1,142,500.00"
Pedro,de la Vega,Seattle Sounders FC,Right Wing,"$1,000,000.00","$1,379,000.00"
Georgi,Minoungou,Seattle Sounders FC,Right Wing,"$104,000.00","$104,000.00"
Ãlex,RoldÃ¡n,Seattle Sounders FC,Right-back,"$530,000.00","$530,000.00"
Kalani,Kossa-Rienzi,Seattle Sounders FC,Right-back,"$80,622.00","$80,622.00"
Cody,Baker,Seattle Sounders FC,Right-back,"$104,000.00","$109,704.00"
Manu,GarcÃ­a,Sporting Kansas City,Attacking Midfield,"$2,100,000.00","$2,325,313.00"
Memo,RodrÃ­guez,Sporting Kansas City,Attacking Midfield,"$104,000.00","$114,966.00"
Erik,Thommy,Sporting Kansas City,Attacking Midfield,"$1,500,000.00","$1,606,250.00"
Dejan,JoveljiÄ‡,Sporting Kansas City,Center Forward,"$3,000,000.00","$3,306,250.00"
Santiago,MuÃ±Ã³z,Sporting Kansas City,Center Forward,"$300,000.00","$335,026.00"
Mason,Toye,Sporting Kansas City,Center Forward,"$350,000.00","$392,500.00"
Khiry,Shelton,Sporting Kansas City,Center Forward,"$725,000.00","$775,000.00"
JoaquÃ­n,FernÃ¡ndez,Sporting Kansas City,Center-back,"$1,000,000.00","$1,072,083.00"
AlÃ¡n,Montes,Sporting Kansas City,Center-back,"$400,000.00","$422,500.00"
Jansen,Miller,Sporting Kansas City,Center-back,"$80,622.00","$82,302.00"
Robert,Voloder,Sporting Kansas City,Center-back,"$550,000.00","$577,860.00"
Zorhan,Bassong,Sporting Kansas City,Central Midfield,"$104,000.00","$114,237.00"
Nemanja,Radoja,Sporting Kansas City,Defensive Midfield,"$1,300,000.00","$1,390,000.00"
Jacob,Bartlett,Sporting Kansas City,Defensive Midfield,"$80,622.00","$83,622.00"
Jack,Kortkamp,Sporting Kansas City,Goalkeeper,"$80,622.00","$82,622.00"
Ryan,Schewe,Sporting Kansas City,Goalkeeper,"$80,622.00","$80,622.00"
John,Pulskamp,Sporting Kansas City,Goalkeeper,"$250,000.00","$273,500.00"
DÃ¡niel,SallÃ³i,Sporting Kansas City,Left Wing,"$1,300,000.00","$1,300,000.00"
Stephen,Afrifa,Sporting Kansas City,Left Wing,"$104,000.00","$104,000.00"
Tim,Leibold,Sporting Kansas City,Left-back,"$925,000.00","$926,050.00"
Logan,Ndenbe,Sporting Kansas City,Left-back,"$525,000.00","$530,000.00"
Shapi,Suleymanov,Sporting Kansas City,Right Wing,"$800,000.00","$915,028.00"
Andrew,Brody,Sporting Kansas City,Right-back,"$275,000.00","$300,678.00"
Jake,Davis,Sporting Kansas City,Right-back,"$400,000.00","$412,500.00"
Ian,James,Sporting Kansas City,Right-back,"$80,622.00","$85,220.00"
Tomas,OstrÃ¡k,St. Louis City SC,Attacking Midfield,"$700,000.00","$801,000.00"
Caden,Glover,St. Louis City SC,Center Forward,"$104,000.00","$109,000.00"
Sang-bin,Jeong,St. Louis City SC,Center Forward,"$630,750.00","$737,458.00"
JoÃ£o,Klauss de Mello,St. Louis City SC,Center Forward,"$1,230,000.00","$1,370,284.00"
Brendan,McSorley,St. Louis City SC,Center Forward,"$80,622.00","$80,622.00"
Cedric,Teuchert,St. Louis City SC,Center Forward,"$1,200,000.00","$1,342,500.00"
Simon,Becher,St. Louis City SC,Center Forward,"$218,000.00","$239,273.00"
Jake,Girdwood-Reich,St. Louis City SC,Center-back,"$242,250.00","$281,027.00"
Timo,Baumgartl,St. Louis City SC,Center-back,"$550,000.00","$643,333.00"
Henry,Kessler,St. Louis City SC,Center-back,"$1,300,000.00","$1,333,333.00"
Fallou,Fall,St. Louis City SC,Center-back,"$364,000.00","$462,419.00"
Kyle,Hiebert,St. Louis City SC,Center-back,"$240,000.00","$269,000.00"
Michael,Wentzel,St. Louis City SC,Center-back,"$80,622.00","$80,622.00"
Joshua,Yaro,St. Louis City SC,Center-back,"$185,000.00","$204,500.00"
Marcel,Hartel,St. Louis City SC,Central Midfield,"$1,797,600.00","$2,183,113.00"
Miguel,Perez,St. Louis City SC,Central Midfield,"$104,000.00","$104,000.00"
Eduard,LÃ¶wen,St. Louis City SC,Central Midfield,"$1,250,000.00","$1,394,250.00"
Alfredo,Morales,St. Louis City SC,Central Midfield,"$188,571.00","$205,571.00"
Chris,Durkin,St. Louis City SC,Defensive Midfield,"$475,000.00","$520,000.00"
Seth,Antwi,St. Louis City SC,Defensive Midfield,"104,000.00","$104,000.00"
Ben,Lundt,St. Louis City SC,Goalkeeper,"$160,000.00","$172,833.00"
Roman,BÃ¼rki,St. Louis City SC,Goalkeeper,"$1,575,000.00","$1,707,469.00"
Christian,Olivares,St. Louis City SC,Goalkeeper,"$80,622.00","$80,622.00"
MyKhi,Joyner,St. Louis City SC,Left Midfield,"$80,622.00","$97,902.00"
CÃ©lio Antonio,Pompeu Pinheiro Martins,St. Louis City SC,Left Wing,"$218,250.00","$253,144.00"
Selmir,Pidro,St. Louis City SC,Left-back,"$325,000.00","$374,375.00"
Devin,Padelford,St. Louis City SC,Left-back,"$114,000.00","$121,000.00"
Jayden,Reid,St. Louis City SC,Left-back,"$104,000.00","$104,000.00"
Conrad,Wallem,St. Louis City SC,Right Midfield,"$448,000.00","$499,875.00"
Rasmus,Alm,St. Louis City SC,Right Wing,"$279,500.00","$343,925.00"
Jaziel,Orozco,St. Louis City SC,Right-back,"$80,622.00","$80,622.00"
Tyson,Pearce,St. Louis City SC,Right-back,"$104,000.00","$104,000.00"
Tomas,Totland,St. Louis City SC,Right-back,"$300,000.00","$341,763.00"
Akil,Watts,St. Louis City SC,Right-back,"$104,000.00","$104,000.00"
Joseph,Zalinsky,St. Louis City SC,Right-back,"$80,622.00","$82,638.00"
Djordje,Mihailovic,Toronto FC,Attacking Midfield,"$2,158,335.00","$2,278,335.00"
Cassius,Mailula,Toronto FC,Center Forward,"$325,000.00","$341,003.00"
Hugo,Mbongue,Toronto FC,Center Forward,"$135,000.00","$146,427.00"
Deandre,Kerr,Toronto FC,Center Forward,"$120,000.00","$125,319.00"
Charlie,Sharp,Toronto FC,Center Forward,"$80,622.00","$80,622.00"
Jules-Anthony,Vilsaint,Toronto FC,Center Forward,"$125,000.00","$131,875.00"
Adam,Pearlman,Toronto FC,Center-back,"$104,000.00","$117,300.00"
Zane,Monlouis,Toronto FC,Center-back,"$115,000.00","$127,891.00"
Kevin,Long,Toronto FC,Center-back,"$430,000.00","$468,521.00"
Nicksoen,Gomis,Toronto FC,Center-back,"$80,622.00","$80,622.00"
Lazar,StefanoviÄ‡,Toronto FC,Center-back,"$80,622.00","$92,528.00"
Sigurd,Rosted,Toronto FC,Center-back,"$800,000.00","$805,000.00"
JosÃ©,Cifuentes,Toronto FC,Central Midfield,"$1,210,000.00","$1,405,000.00"
Jonathan,Osorio,Toronto FC,Central Midfield,"$1,000,000.00","$1,183,333.00"
Maxime,Dominguez,Toronto FC,Central Midfield,"$235,000.00","$337,577.00"
Markus,Cimermancic,Toronto FC,Central Midfield,"$80,622.00","$94,478.00"
Alonso,Coello,Toronto FC,Central Midfield,"$200,012.00","$235,012.00"
Sean,Johnson,Toronto FC,Goalkeeper,"$621,250.00","$1,063,125.00"
Adisa,De Rosario,Toronto FC,Goalkeeper,"$80,622.00","$97,235.00"
Luka,Gavran,Toronto FC,Goalkeeper,"$104,000.00","$128,475.00"
Nathaniel,Edwards,Toronto FC,Left Midfield,"$80,622.00","$86,604.00"
Derrick,Etienne Jr.,Toronto FC,Left Wing,"$745,566.00","$745,566.00"
Raoul,Petretta,Toronto FC,Left-back,"$775,000.00","$854,750.00"
Malik,Henry,Toronto FC,Right Midfield,"$80,622.00","$80,622.00"
Kosi,Thompson,Toronto FC,Right Midfield,"$120,000.00","$125,260.00"
Theo,Corbeanu,Toronto FC,Right Wing,"$365,000.00","$411,625.00"
Henry,Wingo,Toronto FC,Right-back,"$625,000.00","$696,031.00"
Kobe,Franklin,Toronto FC,Right-back,"$125,000.00","$135,802.00"
Richie,Laryea,Toronto FC,Right-back,"$830,000.00","$1,169,438.00"
Liam,MacKenzie,Vancouver Whitecaps,Attacking Midfield,"$80,622.00","$96,047.00"
Thomas,MÃ¼ller,Vancouver Whitecaps,Attacking Midfield,"$1,284,456.00","$1,436,956.00"
Ryan,Gauld,Vancouver Whitecaps,Attacking Midfield,"$3,500,000.00","$3,675,000.00"
Brian,White,Vancouver Whitecaps,Center Forward,"$1,000,000.00","$1,000,000.00"
Rayan,Elloumi,Vancouver Whitecaps,Center Forward,"$80,622.00","$96,268.00"
Nelson,Pierre,Vancouver Whitecaps,Center Forward,"$104,000.00","$118,116.00"
Daniel,RÃ­os,Vancouver Whitecaps,Center Forward,"$147,600.00","$188,880.00"
Nicolas,Fleuriau Chateau,Vancouver Whitecaps,Center Forward,"$80,622.00","$80,622.00"
Belal,Halbouni,Vancouver Whitecaps,Center-back,"$165,000.00","$165,000.00"
MathÃ­as,Laborda,Vancouver Whitecaps,Center-back,"$900,000.00","$1,043,625.00"
Mark,O'Neill,Vancouver Whitecaps,Center-back,"$80,622.00","$80,622.00"
Joedrick,Pupe,Vancouver Whitecaps,Center-back,"$420,000.00","$460,600.00"
Sebastian,Schonlau,Vancouver Whitecaps,Center-back,"$720,000.00","$776,833.00"
Ranko,VeselinoviÄ‡,Vancouver Whitecaps,Center-back,"$670,000.00","$737,125.00"
Tristan,Blackmon,Vancouver Whitecaps,Center-back,"$800,000.00","$800,000.00"
Sebastian,Berhalter,Vancouver Whitecaps,Central Midfield,"$385,000.00","$385,000.00"
Jeevan,Badwal,Vancouver Whitecaps,Central Midfield,"$80,622.00","$80,622.00"
AndrÃ©s,Cubas,Vancouver Whitecaps,Defensive Midfield,"$1,050,000.00","$1,146,375.00"
J.C.,Ngando,Vancouver Whitecaps,Defensive Midfield,"$104,000.00","$104,000.00"
Ralph,Priso,Vancouver Whitecaps,Defensive Midfield,"$104,000.00","$118,167.00"
Max,Anchor,Vancouver Whitecaps,Goalkeeper,"$104,000.00","$111,442.00"
Isaac,Boehmer,Vancouver Whitecaps,Goalkeeper,"$104,000.00","$104,000.00"
Yohei,Takaoka,Vancouver Whitecaps,Goalkeeper,"$756,000.00","$873,713.00"
AdriÃ¡n,Zendejas,Vancouver Whitecaps,Goalkeeper,"$104,000.00","$104,000.00"
Ali,Ahmed,Vancouver Whitecaps,Left Midfield,"$150,000.00","$159,375.00"
Jayden,Nelson,Vancouver Whitecaps,Left Wing,"$360,000.00","$414,000.00"
Kenji,Cabrera,Vancouver Whitecaps,Left Wing,"$350,000.00","$390,053.00"
Tate,Johnson,Vancouver Whitecaps,Left-back,"$80,622.00","$81,622.00"
Sam,Adekugbe,Vancouver Whitecaps,Left-back,"$875,000.00","$963,000.00"
Emmanuel,Sabbi,Vancouver Whitecaps,Right Wing,"$900,000.00","$987,750.00"
Giuseppe,Bovalina,Vancouver Whitecaps,Right-back,"$104,000.00","$116,980.00"
Ã‰dier,Ocampo,Vancouver Whitecaps,Right-back,"$375,000.00","$428,299.00"
Tom,Pearce,Without a Club,Left-back,"$450,000.00","$450,000.00"
