OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
1920,Northrop,2022-2023,4,271123308758,1/4/23 12:00 AM,11:25 PM,1/4/23 11:25 PM,2550 GRAND ST NE,45.014827,-93.270146,478.1000(a),Snow emergency parking restrictions - snow emergency route,1,Marshall Terrace,Northeast,1,2,-10382785.1589051,5623855.99604617
1921,Northrop,2022-2023,4,271123308757,1/4/23 12:00 AM,10:47 PM,1/4/23 10:47 PM,629 2ND ST NE,44.982036,-93.246062,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10380104.1402915,5618693.86524761
1922,Northrop,2022-2023,4,271123308756,1/4/23 12:00 AM,10:42 PM,1/4/23 10:42 PM,1022 UNIVERSITY AVE SE,44.98066,-93.24261,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10379719.8654082,5618477.31275663
1923,Northrop,2022-2023,4,271123308755,1/4/23 12:00 AM,10:39 PM,1/4/23 10:39 PM,1022 UNIVERSITY AVE SE,44.980576,-93.242369,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10379693.0374751,5618464.09310347
1924,Northrop,2022-2023,4,271123308754,1/4/23 12:00 AM,10:31 PM,1/4/23 10:31 PM,1022 UNIVERSITY AVE SE,44.980549,-93.241648,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10379612.7761252,5618459.84389292
1925,Northrop,2022-2023,4,271123308753,1/4/23 12:00 AM,10:26 PM,1/4/23 10:26 PM,315 11TH AVE SE,44.981465,-93.240382,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10379471.8456581,5618604.00156259
1926,Northrop,2022-2023,4,271123308752,1/4/23 12:00 AM,10:24 PM,1/4/23 10:24 PM,315 11TH AVE SE,44.981591,-93.24029,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10379461.6041931,5618623.83135705
1927,Northrop,2022-2023,4,271123308751,1/4/23 12:00 AM,10:14 PM,1/4/23 10:14 PM,315 11TH AVE SE,44.981721,-93.240333,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10379466.3909517,5618644.29059991
1928,Northrop,2022-2023,4,271123308750,1/4/23 12:00 AM,10:02 PM,1/4/23 10:02 PM,333 8TH ST SE,44.990206,-93.247035,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,Marcy Holmes,University,1,4,-10380212.4541453,5619979.75308377
1929,Northrop,2022-2023,4,271123308340,1/5/23 12:00 AM,2:48 AM,1/5/23 2:48 AM,2400 RIVERSIDE AVE,44.966198,-93.237911,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Cedar Riverside,University,1,4,-10379196.7751255,5616201.62185124
1930,Northrop,2022-2023,4,271123308339,1/5/23 12:00 AM,2:44 AM,1/5/23 2:44 AM,1512 4TH ST S,44.970661,-93.248184,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380340.360232,5616903.84301585
1931,Northrop,2022-2023,4,271123308338,1/5/23 12:00 AM,2:43 AM,1/5/23 2:43 AM,1512 4TH ST S,44.970663,-93.248174,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380339.2470859,5616904.15772833
1932,Northrop,2022-2023,4,271123308337,1/5/23 12:00 AM,2:40 AM,1/5/23 2:40 AM,1512 4TH ST S,44.970528,-93.24805,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380325.4434332,5616882.91565101
1933,Northrop,2022-2023,4,271123308336,1/5/23 12:00 AM,2:37 AM,1/5/23 2:37 AM,1512 4TH ST S,44.970652,-93.248405,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380364.9618728,5616902.42695133
1934,Northrop,2022-2023,4,271123308335,1/5/23 12:00 AM,2:35 AM,1/5/23 2:35 AM,1512 4TH ST S,44.970837,-93.248786,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380407.3746525,5616931.53648266
1935,Northrop,2022-2023,4,271123308334,1/5/23 12:00 AM,2:32 AM,1/5/23 2:32 AM,1808 RIVERSIDE AVE,44.970101,-93.246795,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380185.7375369,5616815.72805645
1936,Northrop,2022-2023,4,271123308333,1/5/23 12:00 AM,2:31 AM,1/5/23 2:31 AM,1808 RIVERSIDE AVE,44.970108,-93.2468,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380186.2940599,5616816.82953943
1937,Northrop,2022-2023,4,271123308332,1/5/23 12:00 AM,2:30 AM,1/5/23 2:30 AM,1808 RIVERSIDE AVE,44.970041,-93.246682,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380173.158355,5616806.28720381
1938,Northrop,2022-2023,4,271123308331,1/5/23 12:00 AM,2:28 AM,1/5/23 2:28 AM,1808 RIVERSIDE AVE,44.969995,-93.246579,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Cedar Riverside,University,1,4,-10380161.6925193,5616799.04918102
1939,Northrop,2022-2023,4,271123308330,1/5/23 12:00 AM,2:23 AM,1/5/23 2:23 AM,2520 RIVERSIDE AVE,44.965255,-93.235424,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Cedar Riverside,University,1,4,-10378919.9235992,5616053.2546169
1940,Northrop,2022-2023,4,271123308329,1/5/23 12:00 AM,2:21 AM,1/5/23 2:21 AM,2520 RIVERSIDE AVE,44.965214,-93.235378,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Cedar Riverside,University,1,4,-10378914.8028667,5616046.80390445
1941,Northrop,2022-2023,4,271123308328,1/5/23 12:00 AM,2:20 AM,1/5/23 2:20 AM,2520 RIVERSIDE AVE,44.965194,-93.235318,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Cedar Riverside,University,1,4,-10378908.1236895,5616043.65722058
1942,Northrop,2022-2023,4,271123308327,1/5/23 12:00 AM,1:57 AM,1/5/23 1:57 AM,2825 31ST AVE S,44.950997,-93.227093,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10377992.5209018,5613810.26295917
1943,Northrop,2022-2023,4,271123308326,1/5/23 12:00 AM,1:55 AM,1/5/23 1:55 AM,2825 31ST AVE S,44.950937,-93.227034,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10377985.9530493,5613800.82524952
1944,Northrop,2022-2023,4,271123308325,1/5/23 12:00 AM,1:54 AM,1/5/23 1:54 AM,2820 31ST AVE S,44.950944,-93.227028,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10377985.2851016,5613801.92622319
1945,Northrop,2022-2023,4,271123308324,1/5/23 12:00 AM,1:52 AM,1/5/23 1:52 AM,2833 31ST AVE S,44.950733,-93.227086,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10377991.7416294,5613768.73708219
1946,Northrop,2022-2023,4,271123308323,1/5/23 12:00 AM,1:49 AM,1/5/23 1:49 AM,2839 31ST AVE S,44.950638,-93.227013,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10377983.6153323,5613753.79415055
1947,Northrop,2022-2023,4,271123308322,1/5/23 12:00 AM,1:43 AM,1/5/23 1:43 AM,2841 27TH AVE S,44.950387,-93.233127,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378664.2227503,5613714.31344145
1948,Northrop,2022-2023,4,271123308321,1/5/23 12:00 AM,1:42 AM,1/5/23 1:42 AM,2841 27TH AVE S,44.950386,-93.233128,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378664.3339748,5613714.15614081
1949,Northrop,2022-2023,4,271123308320,1/5/23 12:00 AM,1:40 AM,1/5/23 1:40 AM,2841 27TH AVE S,44.950385,-93.233128,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378664.3339748,5613713.99884017
1950,Northrop,2022-2023,4,271123308319,1/5/23 12:00 AM,1:36 AM,1/5/23 1:36 AM,2851 27TH AVE S,44.950388,-93.233184,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378670.5679536,5613714.4707421
1951,Northrop,2022-2023,4,271123308318,1/5/23 12:00 AM,1:34 AM,1/5/23 1:34 AM,2840 27TH AVE S,44.950505,-93.233192,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378671.4584505,5613732.87408782
1952,Northrop,2022-2023,4,271123308317,1/5/23 12:00 AM,1:33 AM,1/5/23 1:33 AM,2840 27TH AVE S,44.95052,-93.233197,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378672.0150736,5613735.23346118
1953,Northrop,2022-2023,4,271123308316,1/5/23 12:00 AM,1:32 AM,1/5/23 1:32 AM,2840 27TH AVE S,44.950594,-93.233161,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378668.0075873,5613746.8731775
1954,Northrop,2022-2023,4,271123308315,1/5/23 12:00 AM,1:30 AM,1/5/23 1:30 AM,2840 27TH AVE S,44.950648,-93.233177,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378669.7886812,5613755.36716401
1955,Northrop,2022-2023,4,271123308314,1/5/23 12:00 AM,1:28 AM,1/5/23 1:28 AM,2832 27TH AVE S,44.950722,-93.23316,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378667.8962627,5613767.0069063
1956,Northrop,2022-2023,4,271123308313,1/5/23 12:00 AM,1:26 AM,1/5/23 1:26 AM,2832 27TH AVE S,44.950836,-93.233193,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,1,4,-10378671.5697751,5613784.93845347
1957,Northrop,2022-2023,4,271123308312,1/5/23 12:00 AM,1:24 AM,1/5/23 1:24 AM,2823 27TH AVE S,44.95114,-93.233129,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378664.4452995,5613832.75608672
1958,Northrop,2022-2023,4,271123308311,1/5/23 12:00 AM,1:22 AM,1/5/23 1:22 AM,2821 27TH AVE S,44.95122,-93.233142,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378665.8925196,5613845.3397463
1959,Northrop,2022-2023,4,271123308310,1/5/23 12:00 AM,1:21 AM,1/5/23 1:21 AM,2700 27TH AVE S,44.951406,-93.233176,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378669.6773566,5613874.59686506
1960,Northrop,2022-2023,4,271123308309,1/5/23 12:00 AM,1:18 AM,1/5/23 1:18 AM,2700 27TH AVE S,44.951385,-93.233141,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378665.781195,5613871.29363494
1961,Northrop,2022-2023,4,271123308308,1/5/23 12:00 AM,1:17 AM,1/5/23 1:17 AM,2700 27TH AVE S,44.951576,-93.233166,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378668.5642105,5613901.33721583
1962,Northrop,2022-2023,4,271123308307,1/5/23 12:00 AM,1:15 AM,1/5/23 1:15 AM,2700 27TH AVE S,44.951586,-93.233291,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378682.4790877,5613902.91011354
1963,Northrop,2022-2023,4,271123308306,1/5/23 12:00 AM,1:12 AM,1/5/23 1:12 AM,2700 27TH AVE S,44.951772,-93.233128,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378664.3339748,5613932.16741886
1964,Northrop,2022-2023,4,271123308305,1/5/23 12:00 AM,1:11 AM,1/5/23 1:11 AM,2700 27TH AVE S,44.95179,-93.23316,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378667.8962627,5613934.99875778
1965,Northrop,2022-2023,4,271123308304,1/5/23 12:00 AM,1:09 AM,1/5/23 1:09 AM,2700 27TH AVE S,44.951873,-93.233181,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Longfellow,Longfellow,3,4,-10378670.2339797,5613948.05447401
1966,Northrop,2022-2023,4,271123308303,1/5/23 12:00 AM,1:04 AM,1/5/23 1:04 AM,2304 27TH AVE S,44.959936,-93.233064,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10378657.2095993,5615216.43294623
1967,Northrop,2022-2023,4,271123308302,1/5/23 12:00 AM,1:01 AM,1/5/23 1:01 AM,2020 27TH AVE S,44.962067,-93.233027,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10378653.0907885,5615551.68720723
1968,Northrop,2022-2023,4,271123308301,1/5/23 12:00 AM,12:59 AM,1/5/23 12:59 AM,2020 27TH AVE S,44.962088,-93.233126,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10378664.1114257,5615554.99105232
1969,Northrop,2022-2023,4,271123308300,1/5/23 12:00 AM,12:54 AM,1/5/23 12:54 AM,2512 7TH ST S,44.966598,-93.235511,478.1000(a),Snow emergency parking restrictions - snow emergency route,2,Cedar Riverside,University,3,4,-10378929.6083409,5616264.55683868
1970,Northrop,2022-2023,4,271123308299,1/5/23 12:00 AM,12:32 AM,1/5/23 12:32 AM,2301 MINNEHAHA AVE,44.959987,-93.24244,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379700.941123,5615224.45633473
1971,Northrop,2022-2023,4,271123308298,1/5/23 12:00 AM,12:29 AM,1/5/23 12:29 AM,2301 MINNEHAHA AVE,44.960022,-93.242513,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379709.0674202,5615229.96249709
1972,Northrop,2022-2023,4,271123308297,1/5/23 12:00 AM,12:26 AM,1/5/23 12:26 AM,2200 MINNEHAHA AVE,44.960646,-93.243001,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379763.391334,5615328.13058725
1973,Northrop,2022-2023,4,271123308296,1/5/23 12:00 AM,12:25 AM,1/5/23 12:25 AM,2200 MINNEHAHA AVE,44.960749,-93.242955,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379758.2707016,5615344.33475752
1974,Northrop,2022-2023,4,271123308295,1/5/23 12:00 AM,12:24 AM,1/5/23 12:24 AM,2200 MINNEHAHA AVE,44.960708,-93.24306,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379769.9591865,5615337.8845517
1975,Northrop,2022-2023,4,271123308294,1/5/23 12:00 AM,12:22 AM,1/5/23 12:22 AM,2200 MINNEHAHA AVE,44.960909,-93.243215,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379787.2137024,5615369.50616738
1976,Northrop,2022-2023,4,271123308293,1/5/23 12:00 AM,12:20 AM,1/5/23 12:20 AM,2121 MINNEHAHA AVE,44.961361,-93.243513,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379820.3869388,5615440.61612262
1977,Northrop,2022-2023,4,271123308292,1/5/23 12:00 AM,12:19 AM,1/5/23 12:19 AM,2120 MINNEHAHA AVE,44.961362,-93.243513,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379820.3869388,5615440.77345336
1978,Northrop,2022-2023,4,271123308291,1/5/23 12:00 AM,12:18 AM,1/5/23 12:18 AM,2100 MINNEHAHA AVE,44.961397,-93.243557,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379825.285022,5615446.27974768
1979,Northrop,2022-2023,4,271123308290,1/5/23 12:00 AM,12:15 AM,1/5/23 12:15 AM,2100 MINNEHAHA AVE,44.961411,-93.243523,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379821.5000849,5615448.48237953
1980,Northrop,2022-2023,4,271123308289,1/5/23 12:00 AM,12:14 AM,1/5/23 12:14 AM,2100 MINNEHAHA AVE,44.961551,-93.243585,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379828.4019113,5615470.50759578
1981,Northrop,2022-2023,4,271123308288,1/5/23 12:00 AM,12:13 AM,1/5/23 12:13 AM,2100 MINNEHAHA AVE,44.961586,-93.243554,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379824.9510481,5615476.01404973
1982,Northrop,2022-2023,4,271123308287,1/5/23 12:00 AM,12:12 AM,1/5/23 12:12 AM,2100 MINNEHAHA AVE,44.96159,-93.243565,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379826.1755189,5615476.64323364
1983,Northrop,2022-2023,4,271123308286,1/5/23 12:00 AM,12:10 AM,1/5/23 12:10 AM,2100 MINNEHAHA AVE,44.96158,-93.243642,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379834.7471145,5615475.0700617
1984,Northrop,2022-2023,4,271123308285,1/5/23 12:00 AM,12:09 AM,1/5/23 12:09 AM,2100 MINNEHAHA AVE,44.961596,-93.243671,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379837.9754285,5615477.58722184
1985,Northrop,2022-2023,4,271123308284,1/5/23 12:00 AM,12:08 AM,1/5/23 12:08 AM,2100 MINNEHAHA AVE,44.96178,-93.24367,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379837.8641039,5615506.53496759
1986,Northrop,2022-2023,4,271123308283,1/5/23 12:00 AM,12:06 AM,1/5/23 12:06 AM,2100 MINNEHAHA AVE,44.961745,-93.243647,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379835.3037376,5615501.02863652
1987,Northrop,2022-2023,4,271123308282,1/5/23 12:00 AM,12:05 AM,1/5/23 12:05 AM,2100 MINNEHAHA AVE,44.961805,-93.243803,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379852.6695781,5615510.46798244
1988,Northrop,2022-2023,4,271123308281,1/5/23 12:00 AM,12:04 AM,1/5/23 12:04 AM,2100 MINNEHAHA AVE,44.961828,-93.243827,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379855.341269,5615514.08647644
1989,Northrop,2022-2023,4,271123308280,1/5/23 12:00 AM,12:03 AM,1/5/23 12:03 AM,2100 MINNEHAHA AVE,44.961908,-93.243907,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379864.2468385,5615526.67248004
1990,Northrop,2022-2023,4,271123308279,1/5/23 12:00 AM,12:02 AM,1/5/23 12:02 AM,2100 MINNEHAHA AVE,44.962024,-93.243957,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379869.8127694,5615544.92218814
1991,Northrop,2022-2023,4,271123308278,1/5/23 12:00 AM,12:00 AM,1/5/23 12:00 AM,2100 MINNEHAHA AVE,44.962065,-93.243964,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379870.5920417,5615551.37254191
1992,Northrop,2022-2023,4,271123308277,1/4/23 12:00 AM,11:59 PM,1/4/23 11:59 PM,2100 MINNEHAHA AVE,44.962135,-93.244052,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379880.3881081,5615562.38541033
1993,Northrop,2022-2023,4,271123308276,1/4/23 12:00 AM,11:58 PM,1/4/23 11:58 PM,2100 MINNEHAHA AVE,44.962136,-93.244059,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Seward,Longfellow,3,4,-10379881.1673805,5615562.54260171
1994,Northrop,2022-2023,4,271123308275,1/4/23 12:00 AM,11:14 PM,1/4/23 11:14 PM,400 6TH AVE N,44.984966,-93.278616,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383728.0350245,5619155.00104544
1995,Northrop,2022-2023,4,271123308274,1/4/23 12:00 AM,11:11 PM,1/4/23 11:11 PM,400 6TH AVE N,44.984965,-93.278614,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383727.8123752,5619154.84364995
1996,Northrop,2022-2023,4,271123308273,1/4/23 12:00 AM,11:07 PM,1/4/23 11:07 PM,244 6TH AVE N,44.986642,-93.27616,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383454.6343613,5619418.78758609
1997,Northrop,2022-2023,4,271123308272,1/4/23 12:00 AM,11:05 PM,1/4/23 11:05 PM,244 6TH AVE N,44.986653,-93.2763,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383470.2191079,5619420.51884582
1998,Northrop,2022-2023,4,271123308271,1/4/23 12:00 AM,11:04 PM,1/4/23 11:04 PM,244 6TH AVE N,44.98669,-93.276185,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383457.4173768,5619426.34236948
1999,Northrop,2022-2023,4,271123308270,1/4/23 12:00 AM,11:03 PM,1/4/23 11:03 PM,230 6TH AVE N,44.986758,-93.276222,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383461.5361876,5619437.04516704
2000,Northrop,2022-2023,4,271123308269,1/4/23 12:00 AM,11:00 PM,1/4/23 11:00 PM,230 6TH AVE N,44.986759,-93.276224,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383461.7588369,5619437.20256746
2001,Northrop,2022-2023,4,271123308268,1/4/23 12:00 AM,10:56 PM,1/4/23 10:56 PM,202 6TH AVE N,44.987076,-93.275596,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383391.8501764,5619487.09637465
2002,Northrop,2022-2023,4,271123308267,1/4/23 12:00 AM,10:54 PM,1/4/23 10:54 PM,202 6TH AVE N,44.987231,-93.275295,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,3,1,-10383358.3429662,5619511.49247568
2003,Northrop,2022-2023,4,271123308266,1/4/23 12:00 AM,10:37 PM,1/4/23 10:37 PM,600 5TH ST N,44.984633,-93.279718,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383850.7090541,5619102.59090255
2004,Northrop,2022-2023,4,271123308265,1/4/23 12:00 AM,10:34 PM,1/4/23 10:34 PM,700 5TH ST N,44.985145,-93.280404,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383927.0742424,5619183.17360996
2005,Northrop,2022-2023,4,271123308264,1/4/23 12:00 AM,10:32 PM,1/4/23 10:32 PM,700 5TH ST N,44.985142,-93.280488,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383936.4251104,5619182.701422
2006,Northrop,2022-2023,4,271123308263,1/4/23 12:00 AM,10:29 PM,1/4/23 10:29 PM,700 5TH ST N,44.985254,-93.280574,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383945.9986277,5619200.32894003
2007,Northrop,2022-2023,4,271123308262,1/4/23 12:00 AM,10:27 PM,1/4/23 10:27 PM,700 5TH ST N,44.985323,-93.280743,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,3,1,-10383964.8115882,5619211.18872441
2008,Northrop,2022-2023,4,271123308261,1/4/23 12:00 AM,10:25 PM,1/4/23 10:25 PM,700 5TH ST N,44.985381,-93.280728,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,2,1,-10383963.1418189,5619220.31744177
2009,Northrop,2022-2023,4,271123308260,1/4/23 12:00 AM,10:18 PM,1/4/23 10:18 PM,643 4TH ST N,44.985575,-93.278622,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10383728.7029722,5619250.85102595
2010,Northrop,2022-2023,4,271123308259,1/4/23 12:00 AM,10:14 PM,1/4/23 10:14 PM,730 4TH ST N,44.986798,-93.280359,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10383922.0649347,5619443.34090293
2011,Northrop,2022-2023,4,271123308258,1/4/23 12:00 AM,10:05 PM,1/4/23 10:05 PM,748 3RD ST N,44.987957,-93.279728,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10383851.8223003,5619625.76146828
2012,Northrop,2022-2023,4,271123308257,1/4/23 12:00 AM,10:02 PM,1/4/23 10:02 PM,901 3RD ST N,44.988633,-93.280732,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10383963.5870173,5619732.16219252
2013,Northrop,2022-2023,4,271123308256,1/4/23 12:00 AM,9:58 PM,1/4/23 9:58 PM,1020 3RD ST N,44.989787,-93.28212,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,2,1,-10384118.0984879,5619913.80169575
2014,Northrop,2022-2023,4,271123308255,1/4/23 12:00 AM,9:54 PM,1/4/23 9:54 PM,1020 3RD ST N,44.989613,-93.281913,478.1000(a),Snow emergency parking restrictions - snow emergency route,5,North Loop,Central,2,1,-10384095.0553919,5619886.41389092
2015,Northrop,2022-2023,4,271123308254,1/4/23 12:00 AM,9:50 PM,1/4/23 9:50 PM,901 3RD ST N,44.989313,-93.281569,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10384056.7615231,5619839.19365981
2016,Northrop,2022-2023,4,271123308253,1/4/23 12:00 AM,9:49 PM,1/4/23 9:49 PM,918 3RD ST N,44.989368,-93.281647,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10384065.4444434,5619847.85064829
2017,Northrop,2022-2023,4,271123308252,1/4/23 12:00 AM,9:46 PM,1/4/23 9:46 PM,918 3RD ST N,44.989338,-93.281641,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10384064.7764956,5619843.12870502
2018,Northrop,2022-2023,4,271123308251,1/4/23 12:00 AM,9:37 PM,1/4/23 9:37 PM,432 1ST AVE N,44.988492,-93.27352,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10383160.7508682,5619709.9690255
2019,Northrop,2022-2023,4,271123308250,1/4/23 12:00 AM,9:35 PM,1/4/23 9:35 PM,575 1ST AVE N,44.988485,-93.273519,478.1000(a),Snow emergency parking restrictions - snow emergency route,3,North Loop,Central,2,1,-10383160.6395436,5619708.8671893
2020,Northrop,2022-2023,4,271123308074,1/6/23 12:00 AM,2:34 PM,1/6/23 2:34 PM,2123 RIVER TERR. E,44.955783,-93.208434,478.1000(c),Snow emergency parking restrictions - odd number address,2,Prospect Park - East River Road,University,2,4,-10375915.4105439,5614563.10843596
