OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,TowDist,x,y
709,01/12/2017 03:01pm,Snow Emergency,"1214 7TH ST SE,Minneapolis,MN",44.984348,-93.235781,3,Marcy Holmes,University,2,4,538181.298265211,170491.618893801
710,01/12/2017 03:04pm,Snow Emergency,"1302 7th st se,Minneapolis,MN",44.983601,-93.234815,3,Marcy Holmes,University,2,4,538431.763639353,170219.705857668
711,01/12/2017 03:05pm,Snow Emergency,"1424 6th st se,Minneapolis,MN",44.981847,-93.233334,3,Marcy Holmes,University,2,4,538816.182402282,169580.871253775
712,01/12/2017 03:12pm,Snow Emergency,"1208 7th st se,Minneapolis,MN",44.984375,-93.235849,3,Marcy Holmes,University,2,4,538163.684267107,170501.431680157
713,01/12/2017 03:17pm,Snow Emergency,"1310 7thst se,Minneapolis,MN",44.983769,-93.23431,3,Marcy Holmes,University,2,4,538562.32853612,170281.20159659
714,01/12/2017 03:24pm,Snow Emergency,"1308 7th st SE,Minneapolis,MN",44.983592,-93.234622,3,Marcy Holmes,University,2,4,538481.711770104,170216.515752834
715,01/12/2017 03:26pm,Snow Emergency,"1404 6th st SE ,Minneapolis,MN",44.982347,-93.233967,3,Marcy Holmes,University,2,4,538652.04158181,169762.877677802
716,01/12/2017 03:27pm,Snow Emergency,"1402 6th st se,Minneapolis,MN",44.982394,-93.234092,3,Marcy Holmes,University,2,4,538619.663273141,169779.955264955
717,01/12/2017 03:30pm,Snow Emergency,"1406 7th st se,Minneapolis,MN",44.983124,-93.233201,3,Marcy Holmes,University,2,4,538849.736649772,170046.552505508
718,01/12/2017 03:57pm,Snow Emergency,"1126 5th st se,Minneapolis,MN",44.982466,-93.238156,3,Marcy Holmes,University,2,4,537567.962835782,169804.296805984
719,01/12/2017 04:09pm,Snow Emergency,"1320 7th st se,Minneapolis,MN",44.98335,-93.233842,3,Marcy Holmes,University,2,4,538683.713278189,170128.64974288
720,01/12/2017 04:19pm,Snow Emergency,"1318 7th st se,Minneapolis,MN",44.983301,-93.234073,3,Marcy Holmes,University,2,4,538623.970673814,170110.673058998
721,01/12/2017 04:34pm,Snow Emergency,"308 6th st se,Minneapolis,MN",44.984182,-93.247215,3,Marcy Holmes,University,2,4,535222.690082241,170425.912564355
722,01/13/2017 08:13am,Snow Emergency,"607 2nd ave se,Minneapolis,MN",44.98926,-93.251087,3,Marcy Holmes,University,3,4,534217.729609441,172275.787417506
723,01/13/2017 08:21am,Snow Emergency,"429 2nd Avenue Southeast ,Minneapolis,MN",44.988137,-93.252251,3,Marcy Holmes,University,3,4,533917.216333168,171865.830731121
724,01/13/2017 08:25am,Snow Emergency,"621 3rd ave se,Minneapolis,MN",44.989401,-93.249497,3,Marcy Holmes,University,3,4,534629.044800267,172327.874015026
725,01/13/2017 08:25am,Snow Emergency,"421 2nd Ave se,Minneapolis,MN",44.987865,-93.252191,3,Marcy Holmes,University,3,4,533932.901720758,171766.679540701
726,01/13/2017 08:27am,Snow Emergency,"511 3rd st se ,Minneapolis,MN",44.988129,-93.250437,3,Marcy Holmes,University,3,4,534386.588534669,171863.678650601
727,01/13/2017 08:32am,Snow Emergency,"309 4th Ave se,Minneapolis,MN",44.985414,-93.250466,3,Marcy Holmes,University,3,4,534380.708488521,170873.726285576
728,01/13/2017 08:36am,Snow Emergency,"301 5thave se,Minneapolis,MN",44.984738,-93.249164,3,Marcy Holmes,University,3,4,534718.021420712,170627.799082001
729,01/13/2017 08:39am,Snow Emergency,"725 5th ave se,Minneapolis,MN",44.98927,-93.245571,3,Marcy Holmes,University,3,4,535644.945171636,172281.811740187
730,01/13/2017 08:56am,Snow Emergency,"815 5th Avenue Southeast ,Minneapolis,MN",44.990021,-93.245012,3,Marcy Holmes,University,3,4,535789.114393175,172555.887155801
731,01/13/2017 09:03am,Snow Emergency,"825 6th Ave SE ,Minneapolis,MN",44.989086,-93.24359,3,Marcy Holmes,University,3,4,536157.628817073,172215.599900736
732,01/13/2017 09:06am,Snow Emergency,"425 6th ave se,Minneapolis,MN",44.985394,-93.246529,3,Marcy Holmes,University,3,4,535399.456672492,170868.129385948
733,01/13/2017 09:11am,Snow Emergency,"425 6th ave se,Minneapolis,MN",44.985394,-93.246529,3,Marcy Holmes,University,3,4,535399.456672492,170868.129385948
734,01/13/2017 09:20am,Snow Emergency,"315 6th Ave SE ,Minneapolis,MN",44.984422,-93.247291,3,Marcy Holmes,University,3,4,535202.8770245,170513.388097366
735,01/13/2017 09:22am,Snow Emergency,"213 7th ave se,Minneapolis,MN",44.982526,-93.246965,3,Marcy Holmes,University,3,4,535288.397623096,169822.21307436
736,01/13/2017 09:22am,Snow Emergency,"715 6th Avenue Southeast,Minneapolis,MN",44.988504,-93.244355,3,Marcy Holmes,University,3,4,535960.05448608,172003.050964313
737,01/13/2017 09:26am,Snow Emergency,"705 6th Avenue Southeast,Minneapolis,MN",44.988076,-93.24441,3,Marcy Holmes,University,3,4,535946.091123922,171846.969716173
738,01/13/2017 09:28am,Snow Emergency,"503 7th Avenue Southeast ,Minneapolis,MN",44.985424,-93.244665,3,Marcy Holmes,University,3,4,535881.765579612,170879.887799962
739,01/13/2017 09:30am,Snow Emergency,"225 7th Ave se,Minneapolis,MN",44.98264,-93.246872,3,Marcy Holmes,University,3,4,535312.393391748,169863.820053896
740,01/13/2017 09:34am,Snow Emergency,"309 7th Ave se,Minneapolis,MN",44.983682,-93.246331,3,Marcy Holmes,University,3,4,535451.74668569,170243.988970914
741,01/13/2017 09:36am,Snow Emergency,"323 7th Ave se,Minneapolis,MN",44.983954,-93.245838,3,Marcy Holmes,University,3,4,535579.150441775,170343.381320586
742,01/13/2017 09:46am,Snow Emergency,"427 8th Ave se,Minneapolis,MN",44.984698,-93.243662,3,Marcy Holmes,University,3,4,536141.757686457,170615.620762632
743,01/13/2017 09:46am,Snow Emergency,"509 8th ave se,Minneapolis,MN",44.985244,-93.243267,3,Marcy Holmes,University,3,4,536243.624567468,170814.878984553
744,01/13/2017 09:52am,Snow Emergency,"517 8TH AVE SE,Minneapolis,MN",44.985451,-93.2432,3,Marcy Holmes,University,3,4,536260.831050567,170890.384896391
745,01/13/2017 09:52am,Snow Emergency,"515 8th ave se,Minneapolis,MN",44.985298,-93.243133,3,Marcy Holmes,University,3,4,536278.26456058,170834.628290201
746,01/13/2017 09:53am,Snow Emergency,"315 8th Ave SE ,Minneapolis,MN",44.983266,-93.244546,3,Marcy Holmes,University,3,4,535913.905895157,170093.093732385
747,01/13/2017 10:01am,Snow Emergency,"221 8th Avenue Southeast ,Minneapolis,MN",44.982543,-93.245108,3,Marcy Holmes,University,3,4,535768.927483366,169829.225907032
748,01/13/2017 10:02am,Snow Emergency,"425 8th Ave se,Minneapolis,MN",44.984716,-93.24378,3,Marcy Holmes,University,3,4,536111.212378894,170622.13125428
749,01/13/2017 10:06am,Snow Emergency,"307 8th ave se,Minneapolis,MN",44.983016,-93.244737,3,Marcy Holmes,University,3,4,535864.636988053,170001.854553228
750,01/13/2017 10:06am,Snow Emergency,"325 8th st se,Minneapolis,MN",44.990208,-93.247212,3,Marcy Holmes,University,3,4,535219.774761922,172623.106645008
751,01/13/2017 10:11am,Snow Emergency,"327 8th ave se,Minneapolis,MN",44.983584,-93.244303,3,Marcy Holmes,University,3,4,535976.587912306,170209.150338479
752,01/13/2017 10:11am,Snow Emergency,"215 8th ave se,Minneapolis,MN",44.982448,-93.245184,3,Marcy Holmes,University,3,4,535749.319875472,169794.553649099
753,01/13/2017 10:13am,Snow Emergency,"503 8th Ave se,Minneapolis,MN",44.985019,-93.243171,3,Marcy Holmes,University,3,4,536268.607457867,170732.882579435
754,01/13/2017 10:16am,Snow Emergency,"421 11th Ave se,Minneapolis,MN",44.982773,-93.239463,3,Marcy Holmes,University,3,4,537229.548197043,169915.63124563
755,01/13/2017 10:22am,Snow Emergency,"211 8th ave se,Minneapolis,MN",44.982284,-93.245315,3,Marcy Holmes,University,3,4,535715.522346135,169734.698307945
756,01/13/2017 10:23am,Snow Emergency,"311 8th Ave se,Minneapolis,MN",44.983141,-93.244641,3,Marcy Holmes,University,3,4,535889.400886415,170047.474185406
757,01/13/2017 10:26am,Snow Emergency,"815 12th Ave se,Minneapolis,MN",44.986179,-93.235244,3,Marcy Holmes,University,3,4,538319.034181184,171159.489319036
758,01/13/2017 10:27am,Snow Emergency,"519 12th ave se,Minneapolis,MN",44.983151,-93.237332,3,Marcy Holmes,University,3,4,537780.741449533,170054.443653152
759,01/13/2017 10:28am,Snow Emergency,"521 12th Avenue Southeast ,Minneapolis,MN",44.983309,-93.237509,3,Marcy Holmes,University,3,4,537734.835526166,170111.970912441
760,01/13/2017 10:29am,Snow Emergency,"701 8th Avenue Southeast,Minneapolis,MN",44.986777,-93.241782,3,Marcy Holmes,University,3,4,536626.906841475,171374.507123436
761,01/13/2017 10:31am,Snow Emergency,"523 12th ave se,Minneapolis,MN",44.983221,-93.237275,3,Marcy Holmes,University,3,4,537795.445282713,170079.993396635
762,01/13/2017 10:33am,Snow Emergency,"317 - 12TH AVE SE,Minneapolis,MN",44.981166,-93.238928,3,Marcy Holmes,University,3,4,537369.035320421,169329.935985651
763,01/13/2017 10:34am,Snow Emergency,"521 11th Avenue Southeast,Minneapolis,MN",44.983357,-93.239002,3,Marcy Holmes,University,3,4,537348.462552954,170128.780593299
764,01/13/2017 10:37am,Snow Emergency,"213 8th AVE SE,Minneapolis,MN",44.982366,-93.245249,3,Marcy Holmes,University,3,4,535732.550527525,169764.626192051
765,01/13/2017 10:43am,Snow Emergency,"429 8th ave se,Minneapolis,MN",44.984716,-93.24378,3,Marcy Holmes,University,3,4,536111.212378894,170622.13125428
766,01/13/2017 10:48am,Snow Emergency,"323 12th ave se,Minneapolis,MN",44.981332,-93.238798,3,Marcy Holmes,University,3,4,537402.568467201,169390.522461338
767,01/13/2017 10:48am,Snow Emergency,"229 8th Ave se,Minneapolis,MN",44.982571,-93.245086,3,Marcy Holmes,University,3,4,535774.603083101,169839.445081194
768,01/13/2017 10:50am,Snow Emergency,"805 12th Ave se,Minneapolis,MN",44.985695,-93.235307,3,Marcy Holmes,University,3,4,538303.054945595,170982.983852284
769,01/13/2017 10:58am,Snow Emergency,"325 12th Avenue Southeast ,Minneapolis,MN",44.981462,-93.238948,3,Marcy Holmes,University,3,4,537363.667400485,169437.853524963
770,01/13/2017 11:00am,Snow Emergency,"803 13th Ave se,Minneapolis,MN",44.985055,-93.234005,3,Marcy Holmes,University,3,4,538640.388046072,170750.246297827
771,01/13/2017 11:09am,Snow Emergency,"809 13th ave se,Minneapolis,MN",44.98536,-93.233978,3,Marcy Holmes,University,3,4,538647.169666315,170861.468045272
772,01/13/2017 11:11am,Snow Emergency,"815 13th ave se,Minneapolis,MN",44.985794,-93.234274,3,Marcy Holmes,University,3,4,538570.285636077,171019.57120373
773,01/13/2017 11:13am,Snow Emergency,"319 12th Ave se,Minneapolis,MN",44.981273,-93.239197,3,Marcy Holmes,University,3,4,537299.35454169,169368.826019968
774,01/13/2017 11:15am,Snow Emergency,"1429 6th st,Minneapolis,MN",44.982164,-93.232882,3,Marcy Holmes,University,3,4,538932.934281292,169696.671911622
775,01/13/2017 11:15am,Snow Emergency,"1411 6th St se,Minneapolis,MN",44.98218,-93.233443,3,Marcy Holmes,University,3,4,538787.751341002,169702.236985882
776,01/13/2017 11:19am,Snow Emergency,"337 13th Avenue Southeast ,Minneapolis,MN",44.980445,-93.237689,3,Marcy Holmes,University,3,4,537690.134370339,169067.620132591
777,01/13/2017 11:20am,Snow Emergency,"925 6th st se,Minneapolis,MN",44.985055,-93.239936,3,Marcy Holmes,University,3,4,537105.676832939,170747.473719515
778,01/13/2017 11:20am,Snow Emergency,"1409 6th st se,Minneapolis,MN",44.982196,-93.233487,3,Marcy Holmes,University,3,4,538776.35443939,169708.049758254
779,01/13/2017 11:21am,Snow Emergency,"1403 6th st se,Minneapolis,MN",44.982246,-93.233618,3,Marcy Holmes,University,3,4,538742.421443087,169726.217861638
780,01/13/2017 11:25am,Snow Emergency,"1413 6th st se,Minneapolis,MN",44.982164,-93.2334,3,Marcy Holmes,University,3,4,538798.889230933,169696.423412465
781,01/13/2017 11:28am,Snow Emergency,"1405 6th st se,Minneapolis,MN",44.982229,-93.233574,3,Marcy Holmes,University,3,4,538753.818766721,169720.040435155
782,01/13/2017 11:45am,Snow Emergency,"915 6th Street Southeast,Minneapolis,MN",44.985216,-93.240224,3,Marcy Holmes,University,3,4,537031.049789297,170806.04562588
783,01/13/2017 11:52am,Snow Emergency,"1419 6th ST se,Minneapolis,MN",44.982114,-93.233269,3,Marcy Holmes,University,3,4,538832.822557175,169678.255401176
784,01/13/2017 11:52am,Snow Emergency,"927 6th st se,Minneapolis,MN",44.984811,-93.24011,3,Marcy Holmes,University,3,4,537060.809714163,170658.427300707
785,01/13/2017 11:53am,Snow Emergency,"714 8th st se,Minneapolis,MN",44.98785,-93.241925,3,Marcy Holmes,University,3,4,536589.222406672,171765.678430543
786,01/13/2017 12:02pm,Snow Emergency,"729 9th ave se,Minneapolis,MN",44.987102,-93.239692,3,Marcy Holmes,University,3,4,537167.491091516,171493.95993975
787,01/13/2017 12:06pm,Snow Emergency,"1407 6th Ave se,Minneapolis,MN",44.989815,-93.242997,3,Marcy Holmes,University,3,4,536310.603011492,172481.672084524
788,01/13/2017 12:16pm,Snow Emergency,"1409 7th st se,Minneapolis,MN",44.983463,-93.232619,3,Marcy Holmes,University,3,4,539000.110609406,170170.437903304
789,01/13/2017 12:22pm,Snow Emergency,"825 7th st se,Minneapolis,MN",44.986485,-93.240346,3,Marcy Holmes,University,3,4,536998.664579815,171268.690970166
790,01/13/2017 12:26pm,Snow Emergency,"721 7th st se,Minneapolis,MN",44.987082,-93.242125,3,Marcy Holmes,University,3,4,536537.960735362,171485.560837329
791,01/13/2017 12:34pm,Snow Emergency,"821 6th st se,Minneapolis,MN",44.985586,-93.241505,3,Marcy Holmes,University,3,4,536699.341764324,170940.371610351
792,01/13/2017 12:40pm,Snow Emergency,"311 7th st se,Minneapolis,MN",44.989446,-93.24851,3,Marcy Holmes,University,3,4,534884.395259751,172344.705397857
793,01/13/2017 01:03pm,Snow Emergency,"415 6th st se,Minneapolis,MN",44.988032,-93.247468,3,Marcy Holmes,University,3,4,535154.868397096,171829.58486686
794,01/13/2017 01:06pm,Snow Emergency,"407 7th st se,Minneapolis,MN",44.989164,-93.247073,3,Marcy Holmes,University,3,4,535256.379582048,172242.505087732
795,01/12/2017 05:48am,Snow Emergency,"3000 BLock of grand,Minneapolis,MN",45.022409,-93.270628,1,Marshall Terrace,Northeast,2,2,529144.834086411,184354.936197989
796,01/13/2017 02:16pm,Snow Emergency,"5 27th ave ne,Minneapolis,MN",45.016807,-93.272133,1,Marshall Terrace,Northeast,3,2,528758.455346797,182311.791407104
797,01/11/2017 09:27pm,Snow Emergency,"3341 2nd st n,Minneapolis,MN",45.01616,-93.281488,4,McKinley,Camden,1,1,526339.377694892,182072.700589722
798,01/11/2017 09:32pm,Snow Emergency,"3331 2nd st n,Minneapolis,MN",45.015974,-93.280968,4,McKinley,Camden,1,1,526473.946571355,182005.050755513
799,01/11/2017 09:33pm,Snow Emergency,"3327 2nd ST N,Minneapolis,MN",45.01589,-93.28096,4,McKinley,Camden,1,1,526476.05411273,181974.425119489
800,01/12/2017 09:35am,Snow Emergency,"3442 4th st n ,Minneapolis,MN",45.017953,-93.284655,4,McKinley,Camden,2,1,525519.528138835,182725.452261778
801,01/12/2017 10:37am,Snow Emergency,"3242 6th st n,Minneapolis,MN",45.014499,-93.286208,4,McKinley,Camden,2,1,525119.411562272,181465.566394126
802,01/12/2017 10:41am,Snow Emergency,"3510 6th st n,Minneapolis,MN",45.018867,-93.286245,4,McKinley,Camden,2,1,525107.933713359,183058.219025936
803,01/12/2017 10:44am,Snow Emergency,"3444 4th st n,Minneapolis,MN",45.017973,-93.284966,4,McKinley,Camden,2,1,525439.090604433,182732.646881861
804,01/12/2017 11:15am,Snow Emergency,"3642 6th St n ,Minneapolis,MN",45.021559,-93.286228,4,McKinley,Camden,2,1,525111.153553298,184039.784400329
805,01/12/2017 11:50am,Snow Emergency,"3730 Aldrich Ave N. ,Minneapolis,MN",45.023046,-93.28906,4,McKinley,Camden,2,1,524378.176287894,184581.111354283
806,01/12/2017 01:09pm,Snow Emergency,"3620 Aldrich Ave N,Minneapolis,MN",45.020939,-93.289293,4,McKinley,Camden,2,1,524318.816528337,183812.784307544
807,01/12/2017 01:29pm,Snow Emergency,"3330 Aldrich Ave N,Minneapolis,MN",45.015906,-93.28891,4,McKinley,Camden,2,1,524419.998962682,181977.761829969
808,01/12/2017 02:37pm,Snow Emergency,"722 33rd ave n ,Minneapolis,MN",45.014926,-93.288316,4,McKinley,Camden,2,1,524574.03961348,181620.613265668
809,01/12/2017 03:14pm,Snow Emergency,"3342 Bryant Ave n ,Minneapolis,MN",45.016307,-93.290257,4,McKinley,Camden,2,1,524071.466609374,182123.571873967
810,01/12/2017 03:18pm,Snow Emergency,"620 33rd ave n,Minneapolis,MN",45.01492,-93.28715,4,McKinley,Camden,2,1,524875.601235702,181618.781282512
811,01/12/2017 03:54pm,Snow Emergency,"3656 Bryant Ave n ,Minneapolis,MN",45.021934,-93.290561,4,McKinley,Camden,2,1,523990.496612545,184175.204394774
812,01/12/2017 03:58pm,Snow Emergency,"3634 COLFAX ave n,Minneapolis,MN",45.021344,-93.291663,4,McKinley,Camden,2,1,523705.767927302,183959.753386334
813,01/13/2017 09:02am,Snow Emergency,"3533 3rd st n,Minneapolis,MN",45.019462,-93.28349,4,McKinley,Camden,3,1,525820.134332323,183276.034636691
814,01/13/2017 09:23am,Snow Emergency,"3433 4th st no,Minneapolis,MN",45.017655,-93.285002,4,McKinley,Camden,3,1,525429.921066921,182616.686338565
815,01/13/2017 10:51am,Snow Emergency,"3215 6th st n,Minneapolis,MN",45.013654,-93.286922,4,McKinley,Camden,3,1,524935.117403185,181157.241526445
816,01/13/2017 11:04am,Snow Emergency,"3605 aldrich ave n ,Minneapolis,MN",45.020525,-93.289325,4,McKinley,Camden,3,1,524310.71634767,183661.821458151
817,01/13/2017 11:27am,Snow Emergency,"3611 Aldrich Ave. N. ,Minneapolis,MN",45.020669,-93.289651,4,McKinley,Camden,3,1,524226.351577531,183714.229380217
818,01/13/2017 11:36am,Snow Emergency,"3215 Bryant Ave n ,Minneapolis,MN",45.01369,-93.290853,4,McKinley,Camden,3,1,523918.418073233,181169.182613137
819,01/13/2017 11:41am,Snow Emergency,"3213 Bryant Ave n ,Minneapolis,MN",45.013612,-93.290569,4,McKinley,Camden,3,1,523991.902128231,181140.826169831
820,01/13/2017 12:05pm,Snow Emergency,"3503 aldrich ave n ,Minneapolis,MN",45.018713,-93.289324,4,McKinley,Camden,3,1,524311.741610994,183001.128332031
821,01/12/2017 09:01am,Snow Emergency,"1208 Winter St ne,Minneapolis,MN",44.993299,-93.23327,1,Mid-City Industrial,University,2,2,538825.009789658,173756.515287389
822,01/12/2017 12:55am,Snow Emergency,"2600 BLOOMINGTON AVE,Minneapolis,MN",44.955383,-93.252632,9,Midtown Phillips,Phillips,2,3,533837.900512458,159922.977367754
823,01/12/2017 12:58am,Snow Emergency,"2800 BLOOMINGTON AVE,Minneapolis,MN",44.951723,-93.252751,9,Midtown Phillips,Phillips,2,3,533809.242970849,158588.429953547
824,01/12/2017 01:36am,Snow Emergency,"2900 Bloomington Avenue South,Minneapolis,MN",44.949969,-93.252886,9,Midtown Phillips,Phillips,2,3,533775.319732217,157948.83605907
825,01/13/2017 02:23pm,Snow Emergency,"5741 36th Avenue South,Minneapolis,MN",44.898766,-93.22014,12,Morris Park,Nokomis,3,6,542291.483822913,139294.824260696
826,01/11/2017 10:08pm,Snow Emergency,"631 2nd st N,Minneapolis,MN",44.988122,-93.275249,3,North Loop,Central,1,1,527966.554163983,171851.57812113
827,01/11/2017 10:10pm,Snow Emergency,"38 4th Ave n ,Minneapolis,MN",44.988236,-93.269558,3,North Loop,Central,1,1,529439.027229284,171895.160861593
828,01/11/2017 10:16pm,Snow Emergency,"625 2nd st n,Minneapolis,MN",44.987825,-93.275251,3,North Loop,Central,1,1,527966.181115107,171743.285506677
829,01/11/2017 10:19pm,Snow Emergency,"524 2nd st N,Minneapolis,MN",44.987238,-93.273965,3,North Loop,Central,1,1,528299.221107528,171529.70068645
830,01/11/2017 10:25pm,Snow Emergency,"618 3rd st n,Minneapolis,MN",44.986573,-93.277113,3,North Loop,Central,1,1,527484.989643875,171286.145266467
831,01/11/2017 10:33pm,Snow Emergency,"514 2ND ST N ,Minneapolis,MN",44.987145,-93.273835,3,North Loop,Central,1,1,528332.904535717,171495.836634794
832,01/11/2017 10:50pm,Snow Emergency,"728 3rd st n ,Minneapolis,MN",44.987009,-93.278383,3,North Loop,Central,1,1,527156.165642765,171444.690978826
833,01/11/2017 10:57pm,Snow Emergency,"832 3rd st n,Minneapolis,MN",44.988304,-93.280137,3,North Loop,Central,1,1,526701.712493075,171916.289738747
834,01/11/2017 11:03pm,Snow Emergency,"258 10th ave n,Minneapolis,MN",44.989852,-93.281241,5,North Loop,Central,1,1,526415.345097872,172480.358023596
835,01/12/2017 12:05am,Snow Emergency,"706 5th st n,Minneapolis,MN",44.986226,-93.281178,5,North Loop,Central,2,1,526433.312586372,171158.269887613
836,01/12/2017 12:25am,Snow Emergency,"702 4th st n,Minneapolis,MN",44.985841,-93.278992,3,North Loop,Central,2,1,526999.133862943,171018.612545235
837,01/12/2017 12:32am,Snow Emergency,"706 5th st n,Minneapolis,MN",44.986226,-93.281178,5,North Loop,Central,2,1,526433.312586372,171158.269887613
838,01/12/2017 01:09am,Snow Emergency,"1500 WASHINGTON ST NE,Minneapolis,MN",44.994936,-93.281049,5,Near-North,Near North,2,1,526462.68271955,174334.145575568
839,01/12/2017 01:12am,Snow Emergency,"1200 WASHINGTON ST NE,Minneapolis,MN",44.991253,-93.280286,5,North Loop,Central,2,1,526661.791680182,172991.50231549
840,01/12/2017 01:26am,Snow Emergency,"730 4th st n,Minneapolis,MN",44.986943,-93.279921,3,North Loop,Central,2,1,526758.235197749,171420.114251094
841,01/12/2017 01:49am,Snow Emergency,"720 4th st n,Minneapolis,MN",44.986561,-93.279384,3,North Loop,Central,2,1,526897.364000586,171281.007761417
842,01/12/2017 02:07am,Snow Emergency,"708 4th st n,Minneapolis,MN",44.985972,-93.279177,3,North Loop,Central,2,1,526951.202408219,171066.315933184
843,01/12/2017 08:35am,Snow Emergency,"1212 Fremont Ave n,Minneapolis,MN",44.991984,-93.295631,5,Near-North,Near North,2,1,522691.240146387,173253.36532674
844,01/12/2017 08:50am,Snow Emergency,"1818 Bryant ave n ,Minneapolis,MN",44.998165,-93.290588,5,Near-North,Near North,2,1,523993.435786171,175508.531789965
845,01/12/2017 09:02am,Snow Emergency,"1112 humbold Ave n,Minneapolis,MN",44.989437,-93.298166,5,Near-North,Near North,2,1,522036.335665762,172323.980323311
846,01/12/2017 09:13am,Snow Emergency,"1604 Girard ave n,Minneapolis,MN",44.995506,-93.297165,5,Near-North,Near North,2,1,522292.982205877,174537.129175394
847,01/12/2017 09:15am,Snow Emergency,"1516 GIRARD AV N,Minneapolis,MN",44.994837,-93.296862,5,Near-North,Near North,2,1,522371.633095597,174293.282423284
848,01/12/2017 09:31am,Snow Emergency,"1336 Irving Ave N,Minneapolis,MN",44.992916,-93.299217,5,Near-North,Near North,2,1,521763.081047587,173592.206724461
849,01/12/2017 09:37am,Snow Emergency,"1124 IRVING AV N,Minneapolis,MN",44.989905,-93.299256,5,Near-North,Near North,2,1,521754.130083152,172494.327552438
850,01/12/2017 09:52am,Snow Emergency,"1226 James ave n,Minneapolis,MN",44.990843,-93.300683,5,Near-North,Near North,2,1,521384.56017799,172835.960244883
851,01/12/2017 10:03am,Snow Emergency,"1204 MORGAN AV N,Minneapolis,MN",44.98986,-93.304113,5,Near-North,Near North,2,1,520497.448602883,172476.653079069
852,01/12/2017 10:15am,Snow Emergency,"1206 Morgan Ave n,Minneapolis,MN",44.990013,-93.304114,5,Near-North,Near North,2,1,520497.135534848,172532.439527179
853,01/12/2017 10:18am,Snow Emergency,"1320 James ave n,Minneapolis,MN",44.992264,-93.300418,5,Near-North,Near North,2,1,521452.594649587,173354.154720393
854,01/12/2017 10:22am,Snow Emergency,"616 Morgan Ave N,Minneapolis,MN",44.984911,-93.304143,5,Near-North,Near North,2,1,520491.450343771,170672.145472924
855,01/12/2017 10:30am,Snow Emergency,"1026 LOGAN AV N,Minneapolis,MN",44.988767,-93.302855,5,Near-North,Near North,2,1,520823.339092887,172078.445031747
856,01/12/2017 10:30am,Snow Emergency,"820 Logan Ave n ,Minneapolis,MN",44.98678,-93.302804,5,Near-North,Near North,2,1,520837.255117554,171353.959926566
857,01/12/2017 10:36am,Snow Emergency,"822 logan ave n,Minneapolis,MN",44.986793,-93.30269,5,Near-North,Near North,2,1,520866.74826461,171358.729206623
858,01/12/2017 10:47am,Snow Emergency,"1024 Knox Ave n,Minneapolis,MN",44.988369,-93.30194,5,Near-North,Near North,2,1,521060.236153157,171933.56297276
859,01/12/2017 11:03am,Snow Emergency,"1234 Knox ave n,Minneapolis,MN",44.990793,-93.301569,5,Near-North,Near North,2,1,521155.339065151,172817.496812389
860,01/12/2017 11:08am,Snow Emergency,"706 Oliver Ave N,Minneapolis,MN",44.985369,-93.306659,5,Near-North,Near North,2,1,519840.247259415,170838.514548718
861,01/12/2017 11:12am,Snow Emergency,"612 Oliver ave n,Minneapolis,MN",44.98481,-93.306665,5,Near-North,Near North,2,1,519838.887511066,170634.691166922
862,01/12/2017 11:32am,Snow Emergency,"714 Oliver ave n ,Minneapolis,MN",44.9856,-93.306659,5,Near-North,Near North,2,1,519840.1675468,170922.741493197
863,01/12/2017 12:38pm,Snow Emergency,"1710 Thomas PL,Minneapolis,MN",44.985085,-93.302639,5,Near-North,Near North,2,1,520880.56512618,170735.973167453
864,01/12/2017 12:40pm,Snow Emergency,"1700 Thomas place,Minneapolis,MN",44.985429,-93.302492,5,Near-North,Near North,2,1,520918.477749627,170861.43990446
865,01/12/2017 12:45pm,Snow Emergency,"938 11th Ave n,Minneapolis,MN",44.989312,-93.292254,5,Near-North,Near North,2,1,523566.066663224,172280.066651609
866,01/12/2017 12:45pm,Snow Emergency,"942 11th Ave. N.,Minneapolis,MN",44.989252,-93.292348,5,Near-North,Near North,2,1,523541.769517931,172258.162146247
867,01/12/2017 12:50pm,Snow Emergency,"1608 Thomas pl,Minneapolis,MN",44.985727,-93.301337,5,Near-North,Near North,2,1,521217.235164766,170970.39681254
868,01/12/2017 01:10pm,Snow Emergency,"940 11th Ave n ,Minneapolis,MN",44.989282,-93.292301,5,Near-North,Near North,2,1,523553.91821345,172269.11423157
869,01/12/2017 01:13pm,Snow Emergency,"1604 11th av no ,Minneapolis,MN",44.988987,-93.30075,5,Near-North,Near North,2,1,521367.914636603,172159.209464659
870,01/12/2017 02:11pm,Snow Emergency,"1204 17th Ave n ,Minneapolis,MN",44.996342,-93.295729,5,Near-North,Near North,2,1,522664.166373464,174842.349569959
871,01/13/2017 08:31am,Snow Emergency,"709 Bryant ave n,Minneapolis,MN",44.99141,-93.29107,5,Near-North,Near North,3,1,523871.546293382,173045.384352207
872,01/13/2017 08:35am,Snow Emergency,"719 Bryant Ave N,Minneapolis,MN",44.99141,-93.29107,5,Near-North,Near North,3,1,523871.546293382,173045.384352207
873,01/13/2017 08:50am,Snow Emergency,"1121 FREMONT AV N,Minneapolis,MN",44.989973,-93.294382,5,Near-North,Near North,3,1,523015.198847563,172520.468166196
