OBJECTID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,x,y
3872,271116562000,1/13/2017 12:00:00 AM,4721 PILLSBURY AVE S,-10384082,5608527,478.1000(C),SNOW EMERGENCY ODD,11,Tangletown,Southwest,3,5,-10384082,5608527
3873,271116571000,1/13/2017 12:00:00 AM,3543 HUMBOLDT AVE S,-10386205,5611881,478.1000(C),SNOW EMERGENCY ODD,10,ECCO,Calhoun-Isles,3,5,-10386205,5611881
3874,271116579000,1/13/2017 12:00:00 AM,2207 5TH AVE S,-10382649,5615353,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615353
3875,271116581000,1/13/2017 12:00:00 AM,1106 24TH AVE SE,-10377083,5620122,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10377083,5620122
3876,271116582000,1/13/2017 12:00:00 AM,21 OAK GROVE ST,-10383746,5616223,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383746,5616223
3877,271116523000,1/13/2017 12:00:00 AM,3111 QUEEN AVE N,-10387173,5623479,478.1000(C),SNOW EMERGENCY ODD,4,Jordan,Near North,3,1,-10387173,5623479
3878,271116527000,1/13/2017 12:00:00 AM,603 22ND ST E,-10382492,5615362,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382492,5615362
3879,271116535000,1/13/2017 12:00:00 AM,1817 41ST ST E,-10380274,5610288,478.1000(C),SNOW EMERGENCY ODD,8,Bancroft,Powderhorn,3,6,-10380274,5610288
3880,271116538000,1/13/2017 12:00:00 AM,2347 CLINTON AVE S,-10382928,5615175,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382928,5615175
3881,271116554000,1/13/2017 12:00:00 AM,309 4TH AVE SE,-10380612,5619200,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380612,5619200
3882,271116559000,1/13/2017 12:00:00 AM,319 4TH AVE SE,-10380604,5619215,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380604,5619215
3883,271116561000,1/13/2017 12:00:00 AM,2035 SHERIDAN AVE S,-10387538,5615605,478.1000(C),SNOW EMERGENCY ODD,7,Kenwood,Calhoun-Isles,3,3,-10387538,5615605
3884,271116563000,1/13/2017 12:00:00 AM,3321 LONGFELLOW AVE S,-10380102,5612486,478.1000(C),SNOW EMERGENCY ODD,9,Corcoran,Powderhorn,3,6,-10380102,5612486
3885,271116566000,1/13/2017 12:00:00 AM,1819 FREMONT AVE S,-10385615,5616048,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385615,5616048
3886,271116568000,1/13/2017 12:00:00 AM,4907 15TH AVE S,-10380945,5608119,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10380945,5608119
3887,271116569000,1/13/2017 12:00:00 AM,2931 GIRARD AVE N,-10385763,5623116,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,3,1,-10385763,5623116
3888,271116573000,1/13/2017 12:00:00 AM,4557 CLINTON AVE S,-10382932,5609010,478.1000(C),SNOW EMERGENCY ODD,8,Regina,Nokomis,3,5,-10382932,5609010
3889,271116576000,1/13/2017 12:00:00 AM,337 GARFIELD ST NE,-10378679,5620287,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,2,-10378679,5620287
3890,271116523000,1/13/2017 12:00:00 AM,3117 QUEEN AVE N,-10387173,5623487,478.1000(C),SNOW EMERGENCY ODD,4,Jordan,Near North,3,1,-10387173,5623487
3891,271116527000,1/13/2017 12:00:00 AM,609 22ND ST E,-10382456,5615362,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382456,5615362
3892,271116542000,1/13/2017 12:00:00 AM,2611 3RD ST N,-10384266,5622477,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384266,5622477
3893,271116569000,1/13/2017 12:00:00 AM,143 5TH AVE NE,-10381881,5620410,478.1000(C),SNOW EMERGENCY ODD,3,St. Anthony West,Northeast,3,2,-10381881,5620410
3894,271116576000,1/13/2017 12:00:00 AM,333 GARFIELD ST NE,-10378679,5620276,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,2,-10378679,5620276
3895,271116582000,1/13/2017 12:00:00 AM,25 OAK GROVE ST,-10383749,5616223,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383749,5616223
3896,271116527000,1/13/2017 12:00:00 AM,611 22ND ST E,-10382445,5615362,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382445,5615362
3897,271116535000,1/13/2017 12:00:00 AM,4717 14TH AVE S,-10381087,5608553,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10381087,5608553
3898,271116566000,1/13/2017 12:00:00 AM,1927 FREMONT AVE S,-10385615,5615824,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385615,5615824
3899,271116571000,1/13/2017 12:00:00 AM,3249 HOLMES AVE S,-10386058,5612684,478.1000(C),SNOW EMERGENCY ODD,10,ECCO,Calhoun-Isles,3,5,-10386058,5612684
3900,271116573000,1/13/2017 12:00:00 AM,4607 CLINTON AVE S,-10382934,5608862,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382934,5608862
3901,271116574000,1/13/2017 12:00:00 AM,1917 COLFAX AVE S,-10385189,5615873,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385189,5615873
3902,271116579000,1/13/2017 12:00:00 AM,2217 5TH AVE S,-10382649,5615340,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615340
3903,271116581000,1/13/2017 12:00:00 AM,951 WEEKS AVE SE,-10377019,5619540,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10377019,5619540
3904,271116538000,1/13/2017 12:00:00 AM,2203 CLINTON AVE S,-10382928,5615358,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382928,5615358
3905,271116545000,1/13/2017 12:00:00 AM,3503 27TH AVE S,-10378689,5611994,478.1000(C),SNOW EMERGENCY ODD,9,Corcoran,Powderhorn,3,6,-10378689,5611994
3906,271116559000,1/13/2017 12:00:00 AM,301 5TH AVE SE,-10380439,5619088,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380439,5619088
3907,271116561000,1/13/2017 12:00:00 AM,2047 SHERIDAN AVE S,-10387532,5615572,478.1000(C),SNOW EMERGENCY ODD,7,Kenwood,Calhoun-Isles,3,3,-10387532,5615572
3908,271116562000,1/13/2017 12:00:00 AM,4555 BLAISDELL AVE S,-10383792,5609006,478.1000(C),SNOW EMERGENCY ODD,8,King Field,Southwest,3,5,-10383792,5609006
3909,271116566000,1/13/2017 12:00:00 AM,1929 FREMONT AVE S,-10385615,5615820,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385615,5615820
3910,271116568000,1/13/2017 12:00:00 AM,4525 15TH AVE S,-10380945,5609099,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10380945,5609099
3911,271116571000,1/13/2017 12:00:00 AM,3247 HOLMES AVE S,-10386058,5612690,478.1000(C),SNOW EMERGENCY ODD,10,ECCO,Calhoun-Isles,3,5,-10386058,5612690
3912,271116573000,1/13/2017 12:00:00 AM,4609 CLINTON AVE S,-10382934,5608857,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382934,5608857
3913,271116576000,1/13/2017 12:00:00 AM,327 GARFIELD ST NE,-10378679,5620259,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,2,-10378679,5620259
3914,271116579000,1/13/2017 12:00:00 AM,1715 GRAND ST NE,-10382775,5622325,478.1000(C),SNOW EMERGENCY ODD,3,Sheridan,Northeast,3,2,-10382775,5622325
3915,271116581000,1/13/2017 12:00:00 AM,925 WEEKS AVE SE,-10376975,5619503,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376975,5619503
3916,271116412000,1/13/2017 12:00:00 AM,5705 10TH AVE S,-10381677,5605734,478.1000(C),SNOW EMERGENCY ODD,11,Diamond Lake,Nokomis,3,6,-10381677,5605734
3917,271116527000,1/13/2017 12:00:00 AM,615 22ND ST E,-10382421,5615362,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382421,5615362
3918,271116535000,1/13/2017 12:00:00 AM,4715 14TH AVE S,-10381087,5608559,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10381087,5608559
3919,271116559000,1/13/2017 12:00:00 AM,611 57TH ST E,-10382330,5605865,478.1000(C),SNOW EMERGENCY ODD,11,Diamond Lake,Nokomis,3,5,-10382330,5605865
3920,271116563000,1/13/2017 12:00:00 AM,3445 LONGFELLOW AVE S,-10380101,5612162,478.1000(C),SNOW EMERGENCY ODD,9,Corcoran,Powderhorn,3,6,-10380101,5612162
3921,271116571000,1/13/2017 12:00:00 AM,3117 GIRARD AVE S,-10385772,5613064,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385772,5613064
3922,271116575000,1/13/2017 12:00:00 AM,1415 VINCENT AVE N,-10387885,5620504,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387885,5620504
3923,271116578000,1/13/2017 12:00:00 AM,709 BRYANT AVE N,-10385159,5618204,478.1000(C),SNOW EMERGENCY ODD,5,Harrison,Near North,3,3,-10385159,5618204
3924,271116535000,1/13/2017 12:00:00 AM,4719 14TH AVE S,-10381087,5608548,478.1000(C),SNOW EMERGENCY ODD,11,Northrop,Nokomis,3,6,-10381087,5608548
3925,271116538000,1/13/2017 12:00:00 AM,2013 CLINTON AVE S,-10382928,5615625,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382928,5615625
3926,271116545000,1/13/2017 12:00:00 AM,3615 27TH AVE S,-10378688,5611677,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378688,5611677
3927,271116566000,1/13/2017 12:00:00 AM,1933 FREMONT AVE S,-10385615,5615811,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385615,5615811
3928,271116568000,1/13/2017 12:00:00 AM,4201 15TH AVE S,-10380944,5610018,478.1000(C),SNOW EMERGENCY ODD,8,Northrop,Nokomis,3,6,-10380944,5610018
3929,271116573000,1/13/2017 12:00:00 AM,4623 CLINTON AVE S,-10382934,5608819,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382934,5608819
3930,271116579000,1/13/2017 12:00:00 AM,2413 5TH AVE S,-10382649,5615058,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615058
3931,271116581000,1/13/2017 12:00:00 AM,891 WEEKS AVE SE,-10376824,5619378,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376824,5619378
3932,271116582000,1/13/2017 12:00:00 AM,1513 SPRUCE PL,-10383969,5616411,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616411
3933,271116412000,1/13/2017 12:00:00 AM,5709 10TH AVE S,-10381677,5605723,478.1000(C),SNOW EMERGENCY ODD,11,Diamond Lake,Nokomis,3,6,-10381677,5605723
3934,271116527000,1/13/2017 12:00:00 AM,703 22ND ST E,-10382216,5615363,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382216,5615363
3935,271116559000,1/13/2017 12:00:00 AM,421 5TH AVE SE,-10380336,5619272,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380336,5619272
3936,271116559000,1/13/2017 12:00:00 AM,717 57TH ST E,-10382151,5605689,478.1000(C),SNOW EMERGENCY ODD,11,Diamond Lake,Nokomis,3,5,-10382151,5605689
3937,271116575000,1/13/2017 12:00:00 AM,1315 VINCENT AVE N,-10387885,5620237,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387885,5620237
3938,271116578000,1/13/2017 12:00:00 AM,719 BRYANT AVE N,-10385164,5619168,478.1000(C),SNOW EMERGENCY ODD,5,Sumner-Glenwood,Near North,3,1,-10385164,5619168
3939,271116582000,1/13/2017 12:00:00 AM,1511 SPRUCE PL,-10383969,5616415,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616415
3940,271116538000,1/13/2017 12:00:00 AM,2011 CLINTON AVE S,-10382928,5615628,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382928,5615628
3941,271116557000,1/13/2017 12:00:00 AM,705 22ND ST E,-10382212,5615363,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382212,5615363
3942,271116563000,1/13/2017 12:00:00 AM,3621 LONGFELLOW AVE S,-10380099,5611661,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10380099,5611661
3943,271116566000,1/13/2017 12:00:00 AM,1937 FREMONT AVE S,-10385615,5615801,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385615,5615801
3944,271116571000,1/13/2017 12:00:00 AM,3125 HOLMES AVE S,-10386055,5613041,478.1000(C),SNOW EMERGENCY ODD,10,ECCO,Calhoun-Isles,3,5,-10386055,5613041
3945,271116571000,1/13/2017 12:00:00 AM,3147 GIRARD AVE S,-10385772,5612979,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385772,5612979
3946,271116581000,1/13/2017 12:00:00 AM,891 27TH AVE SE,-10376681,5619338,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376681,5619338
3947,271116523000,1/13/2017 12:00:00 AM,3407 QUEEN AVE N,-10387175,5624200,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387175,5624200
3948,271116545000,1/13/2017 12:00:00 AM,3733 27TH AVE S,-10378687,5611344,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378687,5611344
3949,271116554000,1/13/2017 12:00:00 AM,515 5TH AVE SE,-10380254,5619419,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380254,5619419
3950,271116568000,1/13/2017 12:00:00 AM,3755 15TH AVE S,-10380944,5611286,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380944,5611286
3951,271116569000,1/13/2017 12:00:00 AM,3211 GIRARD AVE N,-10385764,5623629,478.1000(C),SNOW EMERGENCY ODD,4,Folwell,Camden,3,1,-10385764,5623629
3952,271116571000,1/13/2017 12:00:00 AM,3117 HOLMES AVE S,-10386055,5613064,478.1000(C),SNOW EMERGENCY ODD,10,ECCO,Calhoun-Isles,3,5,-10386055,5613064
3953,271116575000,1/13/2017 12:00:00 AM,1213 VINCENT AVE N,-10387886,5620005,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387886,5620005
3954,271116579000,1/13/2017 12:00:00 AM,2215 GRAND ST NE,-10382775,5623133,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,3,2,-10382775,5623133
3955,271116581000,1/13/2017 12:00:00 AM,911 27TH AVE SE,-10376680,5619390,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376680,5619390
3956,271116582000,1/13/2017 12:00:00 AM,1509 SPRUCE PL,-10383969,5616419,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616419
3957,271116542000,1/13/2017 12:00:00 AM,2945 OAKLAND AVE S,-10382371,5613556,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382371,5613556
3958,271116575000,1/13/2017 12:00:00 AM,1217 VINCENT AVE N,-10387886,5620013,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387886,5620013
3959,271116581000,1/13/2017 12:00:00 AM,931 27TH AVE SE,-10376679,5619443,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10376679,5619443
3960,271116582000,1/13/2017 12:00:00 AM,1505 SPRUCE PL,-10383969,5616427,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616427
3961,271116523000,1/13/2017 12:00:00 AM,3413 QUEEN AVE N,-10387175,5624216,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387175,5624216
3962,271116538000,1/13/2017 12:00:00 AM,2009 CLINTON AVE S,-10382928,5615631,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382928,5615631
3963,271116545000,1/13/2017 12:00:00 AM,4009 27TH AVE S,-10378688,5610558,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378688,5610558
3964,271116560000,1/13/2017 12:00:00 AM,2527 6TH ST N,-10384608,5622326,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384608,5622326
3965,271116563000,1/13/2017 12:00:00 AM,3649 LONGFELLOW AVE S,-10380099,5611585,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10380099,5611585
3966,271116568000,1/13/2017 12:00:00 AM,3645 15TH AVE S,-10380946,5611597,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380946,5611597
3967,271116571000,1/13/2017 12:00:00 AM,3215 GIRARD AVE S,-10385774,5612777,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385774,5612777
3968,271116576000,1/13/2017 12:00:00 AM,1071 12TH AVE SE,-10378833,5619950,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10378833,5619950
3969,271116579000,1/13/2017 12:00:00 AM,2421 5TH AVE S,-10382649,5615035,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615035
3970,271116535000,1/13/2017 12:00:00 AM,3103 41ST ST E,-10377979,5610297,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10377979,5610297
3971,271116559000,1/13/2017 12:00:00 AM,725 5TH AVE SE,-10380074,5619741,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380074,5619741
3972,271116564000,1/13/2017 12:00:00 AM,1915 CLINTON AVE S,-10382928,5615816,478.1000(C),SNOW EMERGENCY ODD,6,Stevens Square,Central,3,3,-10382928,5615816
3973,271116579000,1/13/2017 12:00:00 AM,2423 5TH AVE S,-10382649,5615030,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615030
3974,271116581000,1/13/2017 12:00:00 AM,1031 27TH AVE SE,-10376672,5619772,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376672,5619772
3975,271116542000,1/13/2017 12:00:00 AM,2901 OAKLAND AVE S,-10382370,5613673,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382370,5613673
3976,271116557000,1/13/2017 12:00:00 AM,719 22ND ST E,-10382186,5615363,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382186,5615363
3977,271116571000,1/13/2017 12:00:00 AM,3229 GIRARD AVE S,-10385774,5612738,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385774,5612738
3978,271116575000,1/13/2017 12:00:00 AM,1003 VINCENT AVE N,-10387888,5619630,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387888,5619630
3979,271116579000,1/13/2017 12:00:00 AM,2319 GRAND ST NE,-10382775,5623303,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,3,2,-10382775,5623303
3980,271116582000,1/13/2017 12:00:00 AM,1329 SPRUCE PL,-10383969,5616728,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616728
3981,271116523000,1/13/2017 12:00:00 AM,3435 QUEEN AVE N,-10387175,5624276,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387175,5624276
3982,271116542000,1/13/2017 12:00:00 AM,2929 3RD ST N,-10384264,5623075,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384264,5623075
3983,271116545000,1/13/2017 12:00:00 AM,4123 27TH AVE S,-10378688,5610236,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378688,5610236
3984,271116560000,1/13/2017 12:00:00 AM,2409 6TH ST N,-10384608,5622120,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384608,5622120
3985,271116576000,1/13/2017 12:00:00 AM,1047 12TH AVE SE,-10378833,5619830,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10378833,5619830
3986,271116581000,1/13/2017 12:00:00 AM,1041 27TH AVE SE,-10376672,5619819,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376672,5619819
3987,271116523000,1/13/2017 12:00:00 AM,3437 QUEEN AVE N,-10387175,5624282,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387175,5624282
3988,271116554000,1/13/2017 12:00:00 AM,815 5TH AVE SE,-10379962,5619938,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10379962,5619938
3989,271116562000,1/13/2017 12:00:00 AM,4303 1ST AVE S,-10383502,5609719,478.1000(C),SNOW EMERGENCY ODD,8,King Field,Southwest,3,5,-10383502,5609719
3990,271116566000,1/13/2017 12:00:00 AM,2417 FREMONT AVE S,-10385618,5615016,478.1000(C),SNOW EMERGENCY ODD,7,East Isles,Calhoun-Isles,3,3,-10385618,5615016
3991,271116571000,1/13/2017 12:00:00 AM,3243 GIRARD AVE S,-10385774,5612700,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385774,5612700
3992,271116576000,1/13/2017 12:00:00 AM,1033 12TH AVE SE,-10378833,5619765,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10378833,5619765
3993,271116579000,1/13/2017 12:00:00 AM,2425 5TH AVE S,-10382649,5615024,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615024
3994,271116582000,1/13/2017 12:00:00 AM,1325 SPRUCE PL,-10383969,5616734,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616734
3995,271116542000,1/13/2017 12:00:00 AM,3101 3RD ST N,-10384263,5623412,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623412
3996,271116557000,1/13/2017 12:00:00 AM,723 22ND ST E,-10382178,5615363,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382178,5615363
3997,271116561000,1/13/2017 12:00:00 AM,2511 OAKLAND AVE S,-10382362,5614769,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382362,5614769
3998,271116565000,1/13/2017 12:00:00 AM,649 SUMMER ST NE,-10381168,5621038,478.1000(C),SNOW EMERGENCY ODD,3,St. Anthony East,Northeast,3,2,-10381168,5621038
3999,271116571000,1/13/2017 12:00:00 AM,3545 FREMONT AVE S,-10385639,5611874,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385639,5611874
4000,271116571000,1/13/2017 12:00:00 AM,3245 GIRARD AVE S,-10385774,5612695,478.1000(C),SNOW EMERGENCY ODD,10,CARAG,Calhoun-Isles,3,5,-10385774,5612695
4001,271116575000,1/13/2017 12:00:00 AM,731 VINCENT AVE N,-10387889,5619271,478.1000(C),SNOW EMERGENCY ODD,5,Willard-Hay,Near North,3,1,-10387889,5619271
4002,271116579000,1/13/2017 12:00:00 AM,2427 5TH AVE S,-10382649,5615018,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615018
4003,271116579000,1/13/2017 12:00:00 AM,2427 GRAND ST NE,-10382774,5623471,478.1000(C),SNOW EMERGENCY ODD,3,Bottineau,Northeast,3,2,-10382774,5623471
4004,271116582000,1/13/2017 12:00:00 AM,1323 SPRUCE PL,-10383969,5616738,478.1000(C),SNOW EMERGENCY ODD,7,Loring Park,Central,3,3,-10383969,5616738
4005,271116523000,1/13/2017 12:00:00 AM,3607 QUEEN AVE N,-10387177,5624769,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387177,5624769
4006,271116542000,1/13/2017 12:00:00 AM,2731 OAKLAND AVE S,-10382365,5614152,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382365,5614152
4007,271116559000,1/13/2017 12:00:00 AM,511 61ST ST E,-10382651,5604608,478.1000(C),SNOW EMERGENCY ODD,11,Diamond Lake,Nokomis,3,5,-10382651,5604608
4008,271116563000,1/13/2017 12:00:00 AM,4247 LONGFELLOW AVE S,-10380097,5609892,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10380097,5609892
4009,271116568000,1/13/2017 12:00:00 AM,3437 15TH AVE S,-10380950,5612188,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10380950,5612188
4010,271116579000,1/13/2017 12:00:00 AM,2429 5TH AVE S,-10382649,5615013,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382649,5615013
4011,271116581000,1/13/2017 12:00:00 AM,1093 26TH AVE SE,-10376812,5620072,478.1000(C),SNOW EMERGENCY ODD,1,Como,University,3,4,-10376812,5620072
4012,271116535000,1/13/2017 12:00:00 AM,2739 40TH ST E,-10378638,5610582,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10378638,5610582
4013,271116542000,1/13/2017 12:00:00 AM,3103 3RD ST N,-10384263,5623415,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384263,5623415
4014,271116559000,1/13/2017 12:00:00 AM,329 9TH ST SE,-10380129,5620100,478.1000(C),SNOW EMERGENCY ODD,3,Marcy-Holmes,University,3,4,-10380129,5620100
4015,271116560000,1/13/2017 12:00:00 AM,2103 6TH ST N,-10384608,5621569,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384608,5621569
4016,271116561000,1/13/2017 12:00:00 AM,2527 OAKLAND AVE S,-10382362,5614726,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10382362,5614726
4017,271116563000,1/13/2017 12:00:00 AM,4251 LONGFELLOW AVE S,-10380097,5609881,478.1000(C),SNOW EMERGENCY ODD,12,Standish,Powderhorn,3,6,-10380097,5609881
4018,271116569000,1/13/2017 12:00:00 AM,691 SUMMER ST NE,-10380866,5621039,478.1000(C),SNOW EMERGENCY ODD,3,St. Anthony East,Northeast,3,2,-10380866,5621039
4019,271116573000,1/13/2017 12:00:00 AM,3613 CLINTON AVE S,-10382926,5611687,478.1000(C),SNOW EMERGENCY ODD,8,Central,Powderhorn,3,5,-10382926,5611687
4020,271116574000,1/13/2017 12:00:00 AM,1901 EMERSON AVE S,-10385473,5615917,478.1000(C),SNOW EMERGENCY ODD,7,Lowry Hill,Calhoun-Isles,3,3,-10385473,5615917
