OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
3074,Dover,2022,1,271122453578,12/1/2022 12:00:00 AM,1819 STEVENS AVE S,44.964612,-93.275267,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383355.2260769,5615952.08932762
3075,Dover,2022,1,271122453577,12/1/2022 12:00:00 AM,1813 STEVENS AVE S,44.964784,-93.275278,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383356.4505476,5615979.15051365
3076,Dover,2022,1,271122453576,12/1/2022 12:00:00 AM,1811 STEVENS AVE S,44.964846,-93.275289,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383357.6751185,5615988.90518166
3077,Dover,2022,1,271122453575,12/1/2022 12:00:00 AM,1809 STEVENS AVE S,44.964875,-93.275305,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383359.4562124,5615993.46776814
3078,Dover,2022,1,271122453574,12/1/2022 12:00:00 AM,1807 STEVENS AVE S,44.964939,-93.275304,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383359.3448878,5616003.53713271
3079,Dover,2022,1,271122453573,12/1/2022 12:00:00 AM,1805 STEVENS AVE S,44.964987,-93.275314,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383360.4580339,5616011.08905738
3080,Dover,2022,1,271122453572,12/1/2022 12:00:00 AM,1803 STEVENS AVE S,44.965063,-93.275282,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383356.8958461,5616023.04639051
3081,Dover,2022,1,271122453571,12/1/2022 12:00:00 AM,1801 STEVENS AVE S,44.965119,-93.275272,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383355.7825999,5616031.85720119
3082,Dover,2022,1,271122453570,12/1/2022 12:00:00 AM,1729 STEVENS AVE S,44.965362,-93.275339,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383363.2410494,5616070.08931433
3083,Dover,2022,1,271122453569,12/1/2022 12:00:00 AM,1725 STEVENS AVE S,44.965507,-93.275336,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383362.9070755,5616092.90289946
3084,Dover,2022,1,271122453568,12/1/2022 12:00:00 AM,1715 STEVENS AVE S,44.965728,-93.275288,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383357.5637939,5616127.67387251
3085,Dover,2022,1,271122453567,12/1/2022 12:00:00 AM,1707 STEVENS AVE S,44.965936,-93.27531,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383360.0127354,5616160.39979967
3086,Dover,2022,1,271122453566,12/1/2022 12:00:00 AM,1705 STEVENS AVE S,44.966046,-93.275268,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383355.3374015,5616177.70672767
3087,Dover,2022,1,271122453565,12/1/2022 12:00:00 AM,1703 STEVENS AVE S,44.966131,-93.275286,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383357.3411446,5616191.08037572
3088,Dover,2022,1,271122453564,12/1/2022 12:00:00 AM,1701 STEVENS AVE S,44.96618,-93.275302,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10383359.1222385,5616198.78980127
3089,Dover,2022,1,271122453563,12/1/2022 12:00:00 AM,1929 CLINTON AVE S,44.962872,-93.271506,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10382936.5534865,5615678.33509017
3090,Dover,2022,1,271122453562,12/1/2022 12:00:00 AM,1925 CLINTON AVE S,44.963132,-93.271486,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10382934.3270941,5615719.24026892
3091,Dover,2022,1,271122453561,12/1/2022 12:00:00 AM,1923 CLINTON AVE S,44.963229,-93.271455,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10382930.8761308,5615734.50112619
3092,Dover,2022,1,271122453560,12/1/2022 12:00:00 AM,1919 CLINTON AVE S,44.963382,-93.27145,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10382930.3195077,5615758.57255318
3093,Dover,2022,1,271122453559,12/1/2022 12:00:00 AM,1907 CLINTON AVE S,44.963668,-93.271476,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10382933.2138478,5615803.5687166
3094,Dover,2022,1,271122453558,12/1/2022 12:00:00 AM,1903 CLINTON AVE S,44.96379,-93.271503,478.1000(c),Snow emergency parking restric...,6,Steven's Square - Loring Heights,Central,3,3,-10382936.2195126,5615822.76300886
3095,Dover,2022,1,271122453388,12/1/2022 12:00:00 AM,3005 30TH AVE S,44.948116,-93.228414,478.1000(c),Snow emergency parking restric...,2,Longfellow,Longfellow,3,6,-10378139.5739229,5613357.10715413
3096,Dover,2022,1,271122453387,12/1/2022 12:00:00 AM,3011 30TH AVE S,44.947875,-93.22839,478.1000(c),Snow emergency parking restric...,2,Longfellow,Longfellow,3,6,-10378136.9022321,5613319.20111721
3097,Dover,2022,1,271122453386,12/1/2022 12:00:00 AM,3013 30TH AVE S,44.947786,-93.228415,478.1000(c),Snow emergency parking restric...,2,Longfellow,Longfellow,3,6,-10378139.6852475,5613305.2025492
3098,Dover,2022,1,271122453385,12/1/2022 12:00:00 AM,3349 30TH AVE S,44.941573,-93.228462,478.1000(c),Snow emergency parking restric...,2,Longfellow,Longfellow,3,6,-10378144.9173047,5612328.03593654
3099,Dover,2022,1,271122453383,12/1/2022 12:00:00 AM,3015 29TH AVE S,44.948053,-93.230063,478.1000(c),Snow emergency parking restric...,2,Longfellow,Longfellow,3,6,-10378323.139819,5613347.19817687
3100,Dover,2022,1,271122453372,12/1/2022 12:00:00 AM,1011 27TH AVE SE,44.988418,-93.215268,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10376676.1678872,5619698.3216158
3101,Dover,2022,1,271122453371,12/1/2022 12:00:00 AM,1009 27TH AVE SE,44.988338,-93.215252,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10376674.3867933,5619685.72979252
3102,Dover,2022,1,271122453370,12/1/2022 12:00:00 AM,931 27TH AVE SE,44.9878,-93.215373,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10376687.8564722,5619601.05025168
3103,Dover,2022,1,271122453369,12/1/2022 12:00:00 AM,929 27TH AVE SE,44.98769,-93.215263,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10376675.6113642,5619583.73675666
3104,Dover,2022,1,271122453368,12/1/2022 12:00:00 AM,901 27TH AVE SE,44.986858,-93.215297,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10376679.3962012,5619452.78451502
3105,Dover,2022,1,271122453367,12/1/2022 12:00:00 AM,1107 24TH AVE SE,44.991176,-93.219048,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10377096.9555454,5620132.43488991
3106,Dover,2022,1,271122453366,12/1/2022 12:00:00 AM,1103 24TH AVE SE,44.991118,-93.219094,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10377102.0762779,5620123.30539114
3107,Dover,2022,1,271122453365,12/1/2022 12:00:00 AM,1101 24TH AVE SE,44.991103,-93.219058,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10377098.0687916,5620120.94434712
3108,Dover,2022,1,271122453364,12/1/2022 12:00:00 AM,1091 24TH AVE SE,44.990842,-93.219064,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10377098.7367393,5620079.861657
3109,Dover,2022,1,271122453363,12/1/2022 12:00:00 AM,1089 24TH AVE SE,44.990788,-93.219072,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10377099.6272362,5620071.36185737
3110,Dover,2022,1,271122453362,12/1/2022 12:00:00 AM,1067 24TH AVE SE,44.990141,-93.219198,478.1000(c),Snow emergency parking restric...,1,Como,University,3,4,-10377113.6535382,5619969.52187148
3111,Dover,2022,1,271122453361,12/1/2022 12:00:00 AM,2417 ELM ST SE,44.984408,-93.218491,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377034.9506329,5619067.17874733
3112,Dover,2022,1,271122453360,12/1/2022 12:00:00 AM,2415 ELM ST SE,44.984346,-93.218561,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377042.7429561,5619057.42089279
3113,Dover,2022,1,271122453359,12/1/2022 12:00:00 AM,2413 ELM ST SE,44.984413,-93.218861,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377076.1388417,5619067.96571721
3114,Dover,2022,1,271122453358,12/1/2022 12:00:00 AM,2011 ELM ST SE,44.984378,-93.223934,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377640.8626318,5619062.45721263
3115,Dover,2022,1,271122453357,12/1/2022 12:00:00 AM,1811 ELM ST,44.984301,-93.226617,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377939.5327833,5619050.33845778
3116,Dover,2022,1,271122453356,12/1/2022 12:00:00 AM,2113 FAIRMONT ST SE,44.986129,-93.222245,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377452.844051,5619338.04537559
3117,Dover,2022,1,271122453355,12/1/2022 12:00:00 AM,2103 FAIRMONT ST SE,44.986081,-93.222732,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377507.0566403,5619330.49066613
3118,Dover,2022,1,271122453354,12/1/2022 12:00:00 AM,2027 FAIRMONT ST SE,44.986058,-93.22307,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377544.6825613,5619326.8706415
3119,Dover,2022,1,271122453353,12/1/2022 12:00:00 AM,2021 FAIRMONT ST SE,44.986083,-93.223196,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377558.7088633,5619330.80546326
3120,Dover,2022,1,271122453352,12/1/2022 12:00:00 AM,2019 FAIRMONT ST SE,44.986068,-93.22334,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377574.7388083,5619328.44448507
3121,Dover,2022,1,271122453351,12/1/2022 12:00:00 AM,2011 FAIRMONT ST SE,44.986083,-93.223791,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377624.9439113,5619330.80546326
3122,Dover,2022,1,271122453350,12/1/2022 12:00:00 AM,2005 FAIRMONT ST SE,44.986148,-93.224082,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377657.3378753,5619341.0358097
3123,Dover,2022,1,271122453349,12/1/2022 12:00:00 AM,1819 FAIRMONT ST SE,44.985964,-93.22585,478.1000(c),Snow emergency parking restric...,2,Como,University,3,4,-10377854.150801,5619312.07590257
3124,Dover,2022,1,271122453339,11/30/2022 12:00:00 AM,658 SUMMER ST NE,44.996884,-93.242828,478.1000(b),Snow emergency parking restric...,3,Beltrami,Northeast,2,2,-10379744.133075,5621030.94915035
3125,Dover,2022,1,271122453338,11/30/2022 12:00:00 AM,656 SUMMER ST NE,44.996875,-93.240568,478.1000(b),Snow emergency parking restric...,3,Beltrami,Northeast,2,2,-10379492.5510371,5621029.53229638
3126,Dover,2022,1,271122453337,11/30/2022 12:00:00 AM,736 PIERCE ST NE,44.997924,-93.241014,478.1000(b),Snow emergency parking restric...,3,Beltrami,Northeast,2,2,-10379542.1995169,5621194.66835258
3127,Dover,2022,1,271122453209,11/30/2022 12:00:00 AM,2637 43RD ST W,44.924419,-93.312574,478.1000(a),Snow emergency parking restric...,13,Linden Hills,Southwest,1,5,-10387508.2223219,5609630.64233621
3128,Dover,2022,1,271122453208,11/30/2022 12:00:00 AM,2639 43RD ST W,44.92444,-93.31261,478.1000(a),Snow emergency parking restric...,13,Linden Hills,Southwest,1,5,-10387512.2298082,5609633.94387402
3129,Dover,2022,1,271122453207,11/30/2022 12:00:00 AM,2707 43RD ST W,44.924421,-93.313044,478.1000(a),Snow emergency parking restric...,13,Linden Hills,Southwest,1,5,-10387560.5424927,5609630.95665387
3130,Dover,2022,1,271122453206,11/30/2022 12:00:00 AM,2706 43RD ST W,44.92444,-93.313047,478.1000(a),Snow emergency parking restric...,13,Linden Hills,Southwest,1,5,-10387560.8763664,5609633.94387402
3131,Dover,2022,1,271122453205,11/30/2022 12:00:00 AM,2709 43RD ST W,44.92444,-93.313507,478.1000(a),Snow emergency parking restric...,13,Linden Hills,Southwest,1,5,-10387612.083391,5609633.94387402
3132,Dover,2022,1,271122453204,11/30/2022 12:00:00 AM,2714 43RD ST W,44.924484,-93.313571,478.1000(a),Snow emergency parking restric...,13,Linden Hills,Southwest,1,5,-10387619.2078667,5609640.86169542
3133,Dover,2022,1,271122453184,12/1/2022 12:00:00 AM,3217 THOMAS AVE N,45.013757,-93.313437,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387604.2909677,5623687.50428815
3134,Dover,2022,1,271122453183,12/1/2022 12:00:00 AM,3331 THOMAS AVE N,45.01608,-93.313348,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387594.3835767,5624053.30837096
3135,Dover,2022,1,271122453182,12/1/2022 12:00:00 AM,3337 THOMAS AVE N,45.016283,-93.313487,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387609.8569987,5624085.27565374
3136,Dover,2022,1,271122453181,12/1/2022 12:00:00 AM,3347 THOMAS AVE N,45.016343,-93.313411,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387601.3967277,5624094.72412712
3137,Dover,2022,1,271122453180,12/1/2022 12:00:00 AM,3351 THOMAS AVE N,45.016489,-93.313406,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387600.8401045,5624117.71535457
3138,Dover,2022,1,271122453179,12/1/2022 12:00:00 AM,3631 THOMAS AVE N,45.017786,-93.313436,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387604.179643,5624321.96263221
3139,Dover,2022,1,271122453178,12/1/2022 12:00:00 AM,3643 THOMAS AVE N,45.021814,-93.313446,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387605.2928893,5624956.30798183
3140,Dover,2022,1,271122453177,12/1/2022 12:00:00 AM,4329 SHERIDAN AVE N,45.034288,-93.312409,478.1000(c),Snow emergency parking restric...,4,Victory,Camden,3,1,-10387489.8545598,5626921.04622304
3141,Dover,2022,1,271122453176,12/1/2022 12:00:00 AM,4235 SHERIDAN AVE N,45.032438,-93.312431,478.1000(c),Snow emergency parking restric...,4,Victory,Camden,3,1,-10387492.3036014,5626629.63186676
3142,Dover,2022,1,271122453174,12/1/2022 12:00:00 AM,4127 SHERIDAN AVE N,45.030317,-93.312396,478.1000(c),Snow emergency parking restric...,4,Victory,Camden,3,1,-10387488.4074398,5626295.54070623
3143,Dover,2022,1,271122453173,12/1/2022 12:00:00 AM,3723 SHERIDAN AVE N,45.024825,-93.312196,478.1000(c),Snow emergency parking restric...,4,Victory,Camden,3,1,-10387466.1435161,5625430.52140914
3144,Dover,2022,1,271122453171,12/1/2022 12:00:00 AM,3723 SHERIDAN AVE N,45.022968,-93.312145,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387460.4662606,5625138.05272748
3145,Dover,2022,1,271122453170,12/1/2022 12:00:00 AM,3625 SHERIDAN AVE N,45.021348,-93.312182,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387464.5850714,5624882.91818579
3146,Dover,2022,1,271122453169,12/1/2022 12:00:00 AM,3618 SHERIDAN AVE N,45.021063,-93.312099,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387455.3455281,5624838.03420843
3147,Dover,2022,1,271122453168,12/1/2022 12:00:00 AM,3203 SHERIDAN AVE N,45.013452,-93.312148,478.1000(c),Snow emergency parking restric...,4,Cleveland,Camden,3,1,-10387460.8002344,5623639.47692627
3148,Dover,2022,1,271122453167,11/30/2022 12:00:00 AM,3344 DUPONT AVE S,44.941635,-93.293343,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385367.4371822,5612337.78666012
3149,Dover,2022,1,271122453166,11/30/2022 12:00:00 AM,3406 DUPONT AVE S,44.94101,-93.293356,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385368.8843022,5612239.49380639
3150,Dover,2022,1,271122453165,11/30/2022 12:00:00 AM,3418 DUPONT AVE S,44.940625,-93.293341,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385367.2145329,5612178.94598179
3151,Dover,2022,1,271122453164,11/30/2022 12:00:00 AM,3434 DUPONT AVE S,44.940118,-93.293368,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385370.2201977,5612099.21214544
3152,Dover,2022,1,271122453163,11/30/2022 12:00:00 AM,3444 DUPONT AVE S,44.939848,-93.293392,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385372.8917884,5612056.75050674
3153,Dover,2022,1,271122453162,11/30/2022 12:00:00 AM,3500 DUPONT AVE S,44.93929,-93.293342,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385367.3258575,5611968.9973879
3154,Dover,2022,1,271122453161,11/30/2022 12:00:00 AM,3504 DUPONT AVE S,44.939217,-93.293337,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385366.7692344,5611957.5172334
3155,Dover,2022,1,271122453160,11/30/2022 12:00:00 AM,3512 DUPONT AVE S,44.938983,-93.293355,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385368.7729776,5611920.71781618
3156,Dover,2022,1,271122453159,11/30/2022 12:00:00 AM,3514 DUPONT AVE S,44.938957,-93.293349,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385368.1050298,5611916.62895416
3157,Dover,2022,1,271122453158,11/30/2022 12:00:00 AM,3532 DUPONT AVE S,44.938457,-93.293381,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385371.6673177,5611837.99830974
3158,Dover,2022,1,271122453157,11/30/2022 12:00:00 AM,3534 DUPONT AVE S,44.938398,-93.293386,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385372.2239408,5611828.71992925
3159,Dover,2022,1,271122453156,11/30/2022 12:00:00 AM,3536 DUPONT AVE S,44.938318,-93.293386,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385372.2239408,5611816.13907998
3160,Dover,2022,1,271122453155,11/30/2022 12:00:00 AM,3538 DUPONT AVE S,44.938251,-93.293388,478.1000(b),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,2,5,-10385372.4464899,5611805.60258271
3161,Dover,2022,1,271122453154,11/30/2022 12:00:00 AM,1904 UPTON AVE N,44.999111,-93.314575,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387730.9725836,5621381.5323552
3162,Dover,2022,1,271122453153,11/30/2022 12:00:00 AM,1814 UPTON AVE N,44.998278,-93.3146,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387733.7555991,5621250.39658205
3163,Dover,2022,1,271122453152,11/30/2022 12:00:00 AM,1804 UPTON AVE N,44.997975,-93.314579,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387731.4178821,5621202.69705857
3164,Dover,2022,1,271122453151,11/30/2022 12:00:00 AM,1722 UPTON AVE N,44.997732,-93.314605,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387734.3122223,5621164.44304979
3165,Dover,2022,1,271122453150,11/30/2022 12:00:00 AM,1424 UPTON AVE N,44.994058,-93.314668,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387741.3252731,5620586.08846381
3166,Dover,2022,1,271122453149,11/30/2022 12:00:00 AM,1332 UPTON AVE N,44.992808,-93.314665,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387740.9912993,5620389.324084
3167,Dover,2022,1,271122453148,11/30/2022 12:00:00 AM,1338 UPTON AVE N,44.992919,-93.314637,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387737.87441,5620406.79654245
3168,Dover,2022,1,271122453147,11/30/2022 12:00:00 AM,1304 UPTON AVE N,44.991709,-93.314668,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387741.3252731,5620216.3323485
3169,Dover,2022,1,271122453146,11/30/2022 12:00:00 AM,1210 UPTON AVE N,44.990478,-93.314626,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387736.6498391,5620022.56669328
3170,Dover,2022,1,271122453145,11/30/2022 12:00:00 AM,832 UPTON AVE N,44.987141,-93.314632,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387737.3177869,5619497.32689831
3171,Dover,2022,1,271122453144,11/30/2022 12:00:00 AM,730 UPTON AVE N,44.985938,-93.31465,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10387739.32153,5619307.98369081
3172,Dover,2022,1,271122453142,11/30/2022 12:00:00 AM,1522 WASHBURN AVE N,44.995056,-93.317182,478.1000(b),Snow emergency parking restric...,5,Willard - Hay,Near North,2,1,-10388021.1824642,5620743.18809813
3173,Dover,2022,1,271122453141,11/30/2022 12:00:00 AM,3228 3RD ST N,45.014095,-93.283375,478.1000(b),Snow emergency parking restric...,4,McKinley,Camden,2,1,-10384257.8044842,5623740.72845546
3174,Dover,2022,1,271122453140,11/30/2022 12:00:00 AM,3102 3RD ST N,45.012161,-93.283357,478.1000(b),Snow emergency parking restric...,5,Hawthorne,Near North,2,1,-10384255.8007411,5623436.18992718
3175,Dover,2022,1,271122453139,11/30/2022 12:00:00 AM,3002 3RD ST N,45.010965,-93.283373,478.1000(b),Snow emergency parking restric...,5,Hawthorne,Near North,2,1,-10384257.581835,5623247.86629017
3176,Dover,2022,1,271122453138,11/30/2022 12:00:00 AM,2908 3RD ST N,45.009845,-93.283339,478.1000(b),Snow emergency parking restric...,5,Hawthorne,Near North,2,1,-10384253.796998,5623071.51312254
3177,Dover,2022,1,271122453137,11/30/2022 12:00:00 AM,2906 3RD ST N,45.009728,-93.283341,478.1000(b),Snow emergency parking restric...,5,Hawthorne,Near North,2,1,-10384254.0196472,5623053.09072024
3178,Dover,2022,1,271122453136,11/30/2022 12:00:00 AM,2616 3RD ST N,45.006604,-93.283439,478.1000(b),Snow emergency parking restric...,5,Hawthorne,Near North,2,1,-10384264.9289599,5622561.21072033
3179,Dover,2022,1,271122453135,11/30/2022 12:00:00 AM,2610 3RD ST N,45.006336,-93.283371,478.1000(b),Snow emergency parking restric...,5,Hawthorne,Near North,2,1,-10384257.3591857,5622519.01487664
3180,Dover,2022,1,271122453134,11/29/2022 12:00:00 AM,4024 FREMONT AVE N,45.028539,-93.295721,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385632.1549251,5626015.48709425
3181,Dover,2022,1,271122453133,11/29/2022 12:00:00 AM,4037 FREMONT AVE N,45.028974,-93.295822,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385643.3982116,5626084.00338134
3182,Dover,2022,1,271122453131,11/29/2022 12:00:00 AM,4134 FREMONT AVE N,45.030758,-93.295708,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385630.7078051,5626365.00424996
3183,Dover,2022,1,271122453130,11/29/2022 12:00:00 AM,4141 FREMONT AVE N,45.031076,-93.295815,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385642.6189393,5626415.09377923
3184,Dover,2022,1,271122453129,11/29/2022 12:00:00 AM,4204 FREMONT AVE N,45.031723,-93.295712,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385631.1530035,5626517.00657853
3185,Dover,2022,1,271122453128,11/29/2022 12:00:00 AM,4337 FREMONT AVE N,45.034138,-93.295818,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385642.9529131,5626897.41758149
3186,Dover,2022,1,271122453127,11/29/2022 12:00:00 AM,4337 FREMONT AVE N,45.034494,-93.295827,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385643.9547346,5626953.49612858
3187,Dover,2022,1,271122453126,11/29/2022 12:00:00 AM,4345 FREMONT AVE N,45.035081,-93.295807,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10385641.7283423,5627045.96343815
3188,Dover,2022,1,271122453125,11/29/2022 12:00:00 AM,4625 LYNDALE AVE N,45.039344,-93.287517,478.1000(a),Snow emergency parking restric...,4,Lind - Bohanon,Camden,1,1,-10384718.8898544,5627717.52178924
3189,Dover,2022,1,271122453124,11/29/2022 12:00:00 AM,4635 LYNDALE AVE N,45.039513,-93.287482,478.1000(a),Snow emergency parking restric...,4,Lind - Bohanon,Camden,1,1,-10384714.9935927,5627744.14580251
3190,Dover,2022,1,271122453122,11/29/2022 12:00:00 AM,3336 LYNDALE AVE N,45.037324,-93.287797,478.1000(a),Snow emergency parking restric...,4,Lind - Bohanon,Camden,1,1,-10384750.0592475,5627399.30121242
3191,Dover,2022,1,271122453121,11/29/2022 12:00:00 AM,3336 LYNDALE AVE N,45.026615,-93.288096,478.1000(a),Snow emergency parking restric...,4,Webber - Camden,Camden,1,1,-10384783.3438085,5625712.44682861
3192,Dover,2022,1,271122453120,11/29/2022 12:00:00 AM,3336 LYNDALE AVE N,45.015524,-93.288039,478.1000(a),Snow emergency parking restric...,4,McKinley,Camden,1,1,-10384776.9986053,5623965.75346886
3193,Dover,2022,1,271122453119,11/29/2022 12:00:00 AM,3336 LYNDALE AVE N,45.016227,-93.288073,478.1000(a),Snow emergency parking restric...,4,McKinley,Camden,1,1,-10384780.7834423,5624076.45711583
3194,Dover,2022,1,271122453118,11/29/2022 12:00:00 AM,3243 LYNDALE AVE N,45.014042,-93.288054,478.1000(a),Snow emergency parking restric...,4,McKinley,Camden,1,1,-10384778.6683745,5623732.38268066
3195,Dover,2022,1,271122453116,11/29/2022 12:00:00 AM,2721 LYNDALE AVE N,45.008338,-93.2881,478.1000(a),Snow emergency parking restric...,5,Hawthorne,Near North,1,1,-10384783.789107,5622834.22912191
3196,Dover,2022,1,271122453115,11/29/2022 12:00:00 AM,2721 LYNDALE AVE N,45.008357,-93.288053,478.1000(a),Snow emergency parking restric...,5,Hawthorne,Near North,1,1,-10384778.5570499,5622837.22071529
3197,Dover,2022,1,271122453114,11/29/2022 12:00:00 AM,2721 LYNDALE AVE N,45.008442,-93.288029,478.1000(a),Snow emergency parking restric...,5,Hawthorne,Near North,1,1,-10384775.885359,5622850.60423857
3198,Dover,2022,1,271122453112,11/29/2022 12:00:00 AM,2815 LYNDALE AVE N,45.009058,-93.288072,478.1000(a),Snow emergency parking restric...,5,Hawthorne,Near North,1,1,-10384780.6721176,5622947.59558612
3199,Dover,2022,1,271122453100,11/30/2022 12:00:00 AM,1940 EMERSON AVE S,44.963048,-93.29441,478.1000(b),Snow emergency parking restric...,7,Lowry Hill,Calhoun Isle,2,3,-10385486.2150502,5615706.02479684
