X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day_ID,Snow_Emerg
-10378976.58523,5619097.55456032,573,01/19/2020 01:12pm,Snow Emergency,"710 12th ave se,Minneapolis,MN",44.984601,-93.235933,3,Marcy Holmes,University,4,2,Newton
-10383039.9692571,5615869.17553597,574,01/19/2020 01:13pm,Snow Emergency,"306 19th St E,Minneapolis,MN",44.964085,-93.272435,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10381573.3350075,5621360.90946986,575,01/19/2020 01:13pm,Snow Emergency,"1106 6th st ne,Minneapolis,MN",44.99898,-93.25926,3,Sheridan,Northeast,2,2,Newton
-10379553.9994265,5618927.42049755,576,01/19/2020 01:14pm,Snow Emergency,"928 5th street se,Minneapolis,MN",44.98352,-93.24112,3,Marcy Holmes,University,4,2,Newton
-10380898.7388188,5619726.9679518,577,01/19/2020 01:14pm,Snow Emergency,"110 5TH ST SE,Minneapolis,MN",44.9886,-93.2532,3,Marcy Holmes,University,4,2,Newton
-10382985.9793171,5615695.32642348,578,01/19/2020 01:15pm,Snow Emergency,"1924 Clinton Ave S,Minneapolis,MN",44.96298,-93.27195,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10386569.3536888,5619146.18732641,579,01/19/2020 01:16pm,Snow Emergency,"616 Morgan Ave N,Minneapolis,MN",44.98491,-93.30414,5,Near - North,Near North,1,2,Newton
-10387432.1911074,5620222.15638588,580,01/19/2020 01:16pm,Snow Emergency,"1306 Sheridan Ave n ,Minneapolis,MN",44.991746,-93.311891,5,Willard - Hay,Near North,1,2,Newton
-10385662.0998475,5615852.65574762,581,01/19/2020 01:18pm,Snow Emergency,"1900 Fremont Ave s ,Minneapolis,MN",44.96398,-93.29599,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10379875.8239988,5620044.60321828,582,01/19/2020 01:19pm,Snow Emergency,"926 5th ave se,Minneapolis,MN",44.990618,-93.244011,3,Marcy Holmes,University,4,2,Newton
-10379376.5560845,5618864.93910747,583,01/19/2020 01:19pm,Snow Emergency,"1022 5TH ST SE,Minneapolis,MN",44.983123,-93.239526,3,Marcy Holmes,University,4,2,Newton
-10379200.7826117,5618968.96997545,584,01/19/2020 01:20pm,Snow Emergency,"1114 6th st se,Minneapolis,MN",44.983784,-93.237947,3,Marcy Holmes,University,4,2,Newton
-10379807.473883,5620164.70310533,585,01/19/2020 01:20pm,Snow Emergency,"1008 5th Avenue se ,Minneapolis,MN",44.991381,-93.243397,3,Marcy Holmes,University,4,2,Newton
-10387409.8158591,5620451.02894157,586,01/19/2020 01:20pm,Snow Emergency,"1354 Sheridan Ave n ,Minneapolis,MN",44.9932,-93.31169,5,Willard - Hay,Near North,1,2,Newton
-10379427.6517845,5618894.68467573,587,01/19/2020 01:22pm,Snow Emergency,"1010 5th St se,Minneapolis,MN",44.983312,-93.239985,3,Marcy Holmes,University,4,2,Newton
-10386567.1272965,5619569.57120741,588,01/19/2020 01:23pm,Snow Emergency,"922 Morgan Ave n,Minneapolis,MN",44.9876,-93.30412,5,Near - North,Near North,1,2,Newton
-10378448.5968641,5611075.78775911,589,01/19/2020 01:24pm,Snow Emergency,"3812 29th ave s,Minneapolis,MN",44.93361,-93.23119,12,Standish,Powderhorn,6,2,Newton
-10379807.473883,5620164.70310533,590,01/19/2020 01:25pm,Snow Emergency,"1004 5th Avenue se ,Minneapolis,MN",44.991381,-93.243397,3,Marcy Holmes,University,4,2,Newton
-10381702.9108634,5621363.42827249,591,01/19/2020 01:29pm,Snow Emergency,"1122 5th st ne,Minneapolis,MN",44.998996,-93.260424,3,Sheridan,Northeast,2,2,Newton
-10381723.6162424,5621499.44607469,592,01/19/2020 01:31pm,Snow Emergency,"1202 5th st ne,Minneapolis,MN",44.99986,-93.26061,3,Sheridan,Northeast,2,2,Newton
-10385232.4066198,5613151.84974577,593,01/19/2020 01:31pm,Snow Emergency,"3042 Colfax ave s,Minneapolis,MN",44.946811,-93.29213,10,South Uptown,Calhoun Isle,5,2,Newton
-10386567.1272965,5619523.92665383,594,01/19/2020 01:32pm,Snow Emergency,"910 Morgan Ave N,Minneapolis,MN",44.98731,-93.30412,5,Near - North,Near North,1,2,Newton
-10383370.5881743,5616179.12281998,595,01/19/2020 01:33pm,Snow Emergency,"1702 STEVENS AVE S,Minneapolis,MN",44.966055,-93.275405,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10378974.9153607,5619045.93157753,596,01/19/2020 01:34pm,Snow Emergency,"1228 7TH ST SE,Minneapolis,MN",44.984273,-93.235918,3,Marcy Holmes,University,4,2,Newton
-10385249.1045126,5613189.4406385,597,01/19/2020 01:34pm,Snow Emergency,"3036 Colfax ave s,Minneapolis,MN",44.94705,-93.29228,10,South Uptown,Calhoun Isle,5,2,Newton
-10381195.1826781,5612990.47827814,598,01/19/2020 01:34pm,Snow Emergency,"1326 Powderhorn Terrace,Minneapolis,MN",44.945785,-93.255863,9,Powderhorn Park,Powderhorn,6,2,Newton
-10385014.2204675,5623691.12606327,599,01/19/2020 01:35pm,Snow Emergency,"3218 Bryant Ave n,Minneapolis,MN",45.01378,-93.29017,4,McKinley,Camden,1,2,Newton
-10381406.2443549,5613348.77097803,600,01/19/2020 01:37pm,Snow Emergency,"3012 12th AVE S,Minneapolis,MN",44.948063,-93.257759,9,Powderhorn Park,Powderhorn,6,2,Newton
-10382089.5234637,5622331.49750347,601,01/19/2020 01:37pm,Snow Emergency,"314 17th ave ne,Minneapolis,MN",45.005145,-93.263897,3,Sheridan,Northeast,2,2,Newton
-10379094.2498518,5618859.74550753,602,01/19/2020 01:37pm,Snow Emergency,"518 12th Ave se,Minneapolis,MN",44.98309,-93.23699,3,Marcy Holmes,University,4,2,Newton
-10385804.5887592,5615501.81515398,603,01/19/2020 01:38pm,Snow Emergency,"2104 girard ave s ,Minneapolis,MN",44.96175,-93.29727,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10381331.7716851,5613005.41994643,604,01/19/2020 01:38pm,Snow Emergency,"1212 powderhorn TER,Minneapolis,MN",44.94588,-93.25709,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381920.8743665,5621162.08173326,605,01/19/2020 01:39pm,Snow Emergency,"338 9th ave ne,Minneapolis,MN",44.997717,-93.262382,3,St. Anthony West,Northeast,2,2,Newton
-10386435.7703466,5619656.13916195,606,01/19/2020 01:39pm,Snow Emergency,"1006 Logan Ave n,Minneapolis,MN",44.98815,-93.30294,5,Near - North,Near North,1,2,Newton
-10378309.4474909,5611047.48323303,607,01/19/2020 01:40pm,Snow Emergency,"3820 30th av s,Minneapolis,MN",44.93343,-93.22994,12,Standish,Powderhorn,6,2,Newton
-10385662.0998475,5615810.17659238,608,01/19/2020 01:41pm,Snow Emergency,"1908 Fremont Ave s,Minneapolis,MN",44.96371,-93.29599,7,Lowry Hill,Calhoun Isle,3,2,Newton
-10382884.0106665,5621675.61106644,609,01/19/2020 01:41pm,Snow Emergency,"82 14th ave ne,Minneapolis,MN",45.000979,-93.271034,3,Sheridan,Northeast,2,2,Newton
-10385014.2204675,5623785.60711284,610,01/19/2020 01:41pm,Snow Emergency,"3238 Bryant Ave N,Minneapolis,MN",45.01438,-93.29017,4,McKinley,Camden,1,2,Newton
-10379074.3237451,5618926.1613654,611,01/19/2020 01:42pm,Snow Emergency,"606 12th ave se,Minneapolis,MN",44.983512,-93.236811,3,Marcy Holmes,University,4,2,Newton
-10378308.3342446,5611075.78775911,612,01/19/2020 01:42pm,Snow Emergency,"3812 30th av s,Minneapolis,MN",44.93361,-93.22993,12,Standish,Powderhorn,6,2,Newton
-10381364.0543245,5622325.19975154,613,01/19/2020 01:43pm,Snow Emergency,"620 17th ave ne,Minneapolis,MN",45.005105,-93.25738,1,Logan Park,Northeast,2,2,Newton
-10381117.4815943,5612906.33339149,614,01/19/2020 01:44pm,Snow Emergency,"3158 14th Avenue South,Minneapolis,MN",44.94525,-93.255165,9,Powderhorn Park,Powderhorn,6,2,Newton
-10382971.5077166,5615759.83110195,615,01/19/2020 01:46pm,Snow Emergency,"1912 CLINTON AVE S,Minneapolis,MN",44.96339,-93.27182,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10381265.0912385,5613278.93584325,616,01/19/2020 01:46pm,Snow Emergency,"3022 13th Avenue South,Minneapolis,MN",44.947619,-93.256491,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381138.0757488,5621277.47366318,617,01/19/2020 01:46pm,Snow Emergency,"754 jefferson st ne,Minneapolis,MN",44.99845,-93.25535,3,St. Anthony East,Northeast,2,2,Newton
-10379076.3274883,5618900.66525106,618,01/19/2020 01:46pm,Snow Emergency,"1220 6th st se,Minneapolis,MN",44.98335,-93.236829,3,Marcy Holmes,University,4,2,Newton
-10381553.2974761,5614937.03771024,619,01/19/2020 01:46pm,Snow Emergency,"2430 11th Ave South,Minneapolis,MN",44.95816,-93.25908,9,Midtown Phillips,Phillips,3,2,Newton
-10379076.5501375,5618900.82264212,620,01/19/2020 01:47pm,Snow Emergency,"1218 6th st se,Minneapolis,MN",44.983351,-93.236831,3,Marcy Holmes,University,4,2,Newton
-10384959.1172812,5623328.64336451,621,01/19/2020 01:47pm,Snow Emergency,"3006 Aldrich Ave n,Minneapolis,MN",45.011478,-93.289675,5,Hawthorne,Near North,1,2,Newton
-10381138.0757488,5621548.2492282,622,01/19/2020 01:48pm,Snow Emergency,"1210 jefferson st ne,Minneapolis,MN",45.00017,-93.25535,1,Logan Park,Northeast,2,2,Newton
-10387266.2137011,5620603.71872415,623,01/19/2020 01:49pm,Snow Emergency,"1500 Russell Ave n ,Minneapolis,MN",44.99417,-93.3104,5,Willard - Hay,Near North,1,2,Newton
-10386424.6383847,5619922.14393805,624,01/19/2020 01:50pm,Snow Emergency,"1200 Logan Ave N,Minneapolis,MN",44.98984,-93.30284,5,Near - North,Near North,1,2,Newton
-10387409.8158591,5620529.73466021,625,01/19/2020 01:52pm,Snow Emergency,"1410 Sheridan Ave n ,Minneapolis,MN",44.9937,-93.31169,5,Willard - Hay,Near North,1,2,Newton
-10379227.1653464,5618983.4495083,626,01/19/2020 01:53pm,Snow Emergency,"1106 6th st se,Minneapolis,MN",44.983876,-93.238184,3,Marcy Holmes,University,4,2,Newton
-10379514.4809869,5613036.56166781,627,01/19/2020 01:53pm,Snow Emergency,"3110 22nd ave s,Minneapolis,MN",44.946078,-93.240765,9,Corcoran,Powderhorn,6,2,Newton
-10386445.2324391,5620677.54597279,628,01/19/2020 01:58pm,Snow Emergency,"1512 Logan Ave n ,Minneapolis,MN",44.994639,-93.303025,5,Willard - Hay,Near North,1,2,Newton
-10385805.7020055,5615168.29333095,629,01/19/2020 01:58pm,Snow Emergency,"2314 girard ave s ,Minneapolis,MN",44.95963,-93.29728,7,East Isles,Calhoun Isle,3,2,Newton
-10385805.7020055,5615347.6385267,630,01/19/2020 02:02pm,Snow Emergency,"2200 girard Ave s ,Minneapolis,MN",44.96077,-93.29728,7,East Isles,Calhoun Isle,3,2,Newton
-10378752.6103974,5618921.91207878,631,01/19/2020 02:03pm,Snow Emergency,"1314 7th ST se,Minneapolis,MN",44.983485,-93.233921,3,Marcy Holmes,University,4,2,Newton
-10381553.2974761,5615061.31724865,632,01/19/2020 02:03pm,Snow Emergency,"2400 11TH AVE S ,Minneapolis,MN",44.95895,-93.25908,9,Midtown Phillips,Phillips,3,2,Newton
-10379579.6028888,5611039.62095112,633,01/19/2020 02:03pm,Snow Emergency,"3820 22nd ave ,Minneapolis,MN",44.93338,-93.24135,12,Standish,Powderhorn,6,2,Newton
-10382469.2342377,5616647.99728605,634,01/19/2020 02:06pm,Snow Emergency,"614 14th st e,Minneapolis,MN",44.969035,-93.267308,7,Elliot Park,Central,3,2,Newton
-10378883.8560227,5618883.35295846,635,01/19/2020 02:07pm,Snow Emergency,"606 13th Ave se,Minneapolis,MN",44.98324,-93.2351,3,Marcy Holmes,University,4,2,Newton
-10386447.4588315,5620218.85083156,636,01/19/2020 02:08pm,Snow Emergency,"1318 Logan Ave N,Minneapolis,MN",44.991725,-93.303045,5,Willard - Hay,Near North,1,2,Newton
-10378686.8205478,5618664.59264374,637,01/19/2020 02:08pm,Snow Emergency,"1424 6th st se,Minneapolis,MN",44.98185,-93.23333,3,Marcy Holmes,University,4,2,Newton
-10379403.7180915,5618850.30251615,638,01/19/2020 02:09pm,Snow Emergency,"1026 5th st se,Minneapolis,MN",44.98303,-93.23977,3,Marcy Holmes,University,4,2,Newton
-10383395.6350134,5615962.78786383,639,01/19/2020 02:09pm,Snow Emergency,"1816 STEVENS AVE S,Minneapolis,MN",44.96468,-93.27563,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10385317.0094299,5626715.00739769,640,01/19/2020 02:10pm,Snow Emergency,"4240 DuPont Ave n,Minneapolis,MN",45.03298,-93.29289,4,Webber - Camden,Camden,1,2,Newton
-10379055.7333338,5618889.33352627,641,01/19/2020 02:12pm,Snow Emergency,"1226 6th ST se,Minneapolis,MN",44.983278,-93.236644,3,Marcy Holmes,University,4,2,Newton
-10383255.372494,5615737.80503819,642,01/19/2020 02:13pm,Snow Emergency,"1918 2ND AVE S,Minneapolis,MN",44.96325,-93.27437,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10380903.1916036,5621010.6417807,643,01/19/2020 02:16pm,Snow Emergency,"684 summer st ne,Minneapolis,MN",44.996755,-93.25324,3,St. Anthony East,Northeast,2,2,Newton
-10387434.8626982,5620859.2045121,644,01/19/2020 02:17pm,Snow Emergency,"1620 Sheridan Ave n ,Minneapolis,MN",44.995793,-93.311915,5,Willard - Hay,Near North,1,2,Newton
-10385665.4394861,5615025.1344718,645,01/19/2020 02:17pm,Snow Emergency,"2410 Fremont Ave s ,Minneapolis,MN",44.95872,-93.29602,7,East Isles,Calhoun Isle,3,2,Newton
-10381787.6249982,5616443.76632939,646,01/19/2020 02:17pm,Snow Emergency,"1510 Elliot Avenue South,Minneapolis,MN",44.967737,-93.261185,6,Elliot Park,Central,3,2,Newton
-10385308.1038604,5625998.31879592,647,01/19/2020 02:18pm,Snow Emergency,"4022 Dupont Ave N,Minneapolis,MN",45.02843,-93.29281,4,Webber - Camden,Camden,1,2,Newton
-10380545.2994549,5620794.97821788,648,01/19/2020 02:18pm,Snow Emergency,"606 jackson st ne,Minneapolis,MN",44.995385,-93.250025,3,St. Anthony East,Northeast,2,2,Newton
-10378756.9518576,5619098.97096936,649,01/19/2020 02:19pm,Snow Emergency,"722 13th ave se,Minneapolis,MN",44.98461,-93.23396,3,Marcy Holmes,University,4,2,Newton
-10386423.5251385,5620704.46391191,650,01/19/2020 02:19pm,Snow Emergency,"1518 Logan Ave n,Minneapolis,MN",44.99481,-93.30283,5,Willard - Hay,Near North,1,2,Newton
-10378737.8049232,5619160.35221093,651,01/19/2020 02:19pm,Snow Emergency,"814 13th ave se,Minneapolis,MN",44.985,-93.233788,3,Marcy Holmes,University,4,2,Newton
-10381553.2974761,5614990.52492722,652,01/19/2020 02:20pm,Snow Emergency,"2416 11th Ave S,Minneapolis,MN",44.9585,-93.25908,9,Midtown Phillips,Phillips,3,2,Newton
-10387408.7027129,5621069.67473815,653,01/19/2020 02:20pm,Snow Emergency,"1700 Sheridan Ave n ,Minneapolis,MN",44.99713,-93.31168,5,Willard - Hay,Near North,1,2,Newton
-10380545.2994549,5620838.26782958,654,01/19/2020 02:21pm,Snow Emergency,"616 jackson st ne,Minneapolis,MN",44.99566,-93.250025,3,St. Anthony East,Northeast,2,2,Newton
-10385309.2171067,5626286.56248629,655,01/19/2020 02:21pm,Snow Emergency,"4118 Dupont Ave N,Minneapolis,MN",45.03026,-93.29282,4,Webber - Camden,Camden,1,2,Newton
-10381553.2974761,5615042.43922311,656,01/19/2020 02:22pm,Snow Emergency,"2406 11th Ave S,Minneapolis,MN",44.95883,-93.25908,9,Midtown Phillips,Phillips,3,2,Newton
-10380545.2994549,5620855.583874,657,01/19/2020 02:24pm,Snow Emergency,"620 jackson st ne,Minneapolis,MN",44.99577,-93.250025,3,St. Anthony East,Northeast,2,2,Newton
-10381972.7493389,5622674.73120967,658,01/19/2020 02:26pm,Snow Emergency,"328 19TH AVE NE,Minneapolis,MN",45.007325,-93.262848,1,Holland,Northeast,2,2,Newton
-10379214.4749399,5619168.22156937,659,01/19/2020 02:27pm,Snow Emergency,"1020 SE 7TH ST,Minneapolis,MN",44.98505,-93.23807,3,Marcy Holmes,University,4,2,Newton
-10382243.4783112,5623067.57666869,660,01/19/2020 02:28pm,Snow Emergency,"216 22nd ave ne,Minneapolis,MN",45.00982,-93.26528,3,Bottineau,Northeast,2,2,Newton
-10383230.3255548,5615625.3157991,661,01/19/2020 02:28pm,Snow Emergency,"2000 2ND AVE S,Minneapolis,MN",44.962535,-93.274145,10,Whittier,Powderhorn,3,2,Newton
-10378892.6502675,5619248.49006868,662,01/19/2020 02:30pm,Snow Emergency,"810 12th ave se,Minneapolis,MN",44.98556,-93.235179,3,Marcy Holmes,University,4,2,Newton
-10380570.3463941,5620822.52620578,663,01/19/2020 02:32pm,Snow Emergency,"612 jackson st ne,Minneapolis,MN",44.99556,-93.25025,3,St. Anthony East,Northeast,2,2,Newton
-10380545.2994549,5620803.6361236,664,01/19/2020 02:33pm,Snow Emergency,"608 jackson st ne,Minneapolis,MN",44.99544,-93.250025,3,St. Anthony East,Northeast,2,2,Newton
-10385654.3075242,5615001.53696991,665,01/19/2020 02:33pm,Snow Emergency,"2414 Fremont Ave s ,Minneapolis,MN",44.95857,-93.29592,7,East Isles,Calhoun Isle,3,2,Newton
-10381665.7301408,5616453.67884796,666,01/19/2020 02:41pm,Snow Emergency,"1500 10 TH AVE S,Minneapolis,MN",44.9678,-93.26009,6,Elliot Park,Central,3,2,Newton
-10384508.9412237,5615625.78780096,667,01/19/2020 02:44pm,Snow Emergency,"1900 HARRIET AVE S,Minneapolis,MN",44.962538,-93.285631,10,Whittier,Powderhorn,3,2,Newton
-10381662.3905022,5616389.16921044,668,01/19/2020 02:44pm,Snow Emergency,"1516 10th Avenue s ,Minneapolis,MN",44.96739,-93.26006,6,Elliot Park,Central,3,2,Newton
-10378507.0395889,5613001.80245785,669,01/19/2020 02:45pm,Snow Emergency,"3150 28th AVE S,Minneapolis,MN",44.945857,-93.231715,2,Longfellow,Longfellow,6,2,Newton
-10386284.3757653,5619709.65421514,670,01/19/2020 02:46pm,Snow Emergency,"1030 knox Ave n,Minneapolis,MN",44.98849,-93.30158,5,Near - North,Near North,1,2,Newton
-10378077.9029843,5619194.19076987,671,01/19/2020 02:46pm,Snow Emergency,"1710 Rollins Ave se,Minneapolis,MN",44.985215,-93.22786,2,Como,University,4,2,Newton
-10381788.7381443,5616271.95163654,672,01/19/2020 02:46pm,Snow Emergency,"1624 Elliot Ave South,Minneapolis,MN",44.966645,-93.261195,6,Elliot Park,Central,3,2,Newton
-10381122.4910022,5612797.18226552,673,01/19/2020 02:47pm,Snow Emergency,"3202 14th,Minneapolis,MN",44.944556,-93.25521,9,Powderhorn Park,Powderhorn,6,2,Newton
-10378243.2123428,5619611.59585304,674,01/19/2020 02:49pm,Snow Emergency,"1002 16 av se,Minneapolis,MN",44.987867,-93.229345,1,Como,University,4,2,Newton
-10386709.6163083,5619182.38663003,675,01/19/2020 02:52pm,Snow Emergency,"624 Newton Ave N,Minneapolis,MN",44.98514,-93.3054,5,Near - North,Near North,1,2,Newton
-10387266.2137011,5621471.10883984,676,01/19/2020 02:53pm,Snow Emergency,"2002 Russell Ave n ,Minneapolis,MN",44.99968,-93.3104,5,Willard - Hay,Near North,1,2,Newton
-10381144.7549259,5613304.2589296,677,01/19/2020 02:54pm,Snow Emergency,"3016 14th Avenue South,Minneapolis,MN",44.94778,-93.25541,9,Powderhorn Park,Powderhorn,6,2,Newton
-10381547.5087958,5613302.84328822,678,01/19/2020 02:56pm,Snow Emergency,"3014 11th av s,Minneapolis,MN",44.947771,-93.259028,9,Powderhorn Park,Powderhorn,6,2,Newton
-10386111.8306065,5614100.16234382,679,01/19/2020 02:56pm,Snow Emergency,"2728 humboldt ave s ,Minneapolis,MN",44.95284,-93.30003,7,East Isles,Calhoun Isle,3,2,Newton
-10381282.7910529,5613151.69245493,680,01/19/2020 02:57pm,Snow Emergency,"3046 13th ave s,Minneapolis,MN",44.94681,-93.25665,9,Powderhorn Park,Powderhorn,6,2,Newton
-10384508.9412237,5615625.78780096,681,01/19/2020 02:57pm,Snow Emergency,"1906 HARRIET AVE S,Minneapolis,MN",44.962538,-93.285631,10,Whittier,Powderhorn,3,2,Newton
-10378544.3316361,5612483.26195684,682,01/19/2020 02:57pm,Snow Emergency,"3308 Snelling Avenue South,Minneapolis,MN",44.94256,-93.23205,9,Longfellow,Longfellow,6,2,Newton
-10387266.2137011,5621523.0604343,683,01/19/2020 02:58pm,Snow Emergency,"2014 Russell Ave N,Minneapolis,MN",45.00001,-93.3104,5,Willard - Hay,Near North,1,2,Newton
-10387147.6584824,5621215.60586233,684,01/19/2020 02:58pm,Snow Emergency,"1826 queen Ave n ,Minneapolis,MN",44.998057,-93.309335,5,Willard - Hay,Near North,1,2,Newton
-10378697.9525097,5612678.28135726,685,01/19/2020 02:59pm,Snow Emergency,"3230 snelling ave s,Minneapolis,MN",44.9438,-93.23343,9,Longfellow,Longfellow,6,2,Newton
-10378428.0027096,5618939.06691209,686,01/19/2020 02:59pm,Snow Emergency,"1526 8th st se,Minneapolis,MN",44.983594,-93.231005,2,University of Minnesota,University,4,2,Newton
-10381257.7442138,5613167.42084557,687,01/19/2020 03:00pm,Snow Emergency,"3044 13th av s,Minneapolis,MN",44.94691,-93.256425,9,Powderhorn Park,Powderhorn,6,2,Newton
-10382250.7140113,5616515.8288457,688,01/19/2020 03:01pm,Snow Emergency,"692 15th st ne,Minneapolis,MN",44.968195,-93.265345,7,Elliot Park,Central,3,2,Newton
-10386707.3899159,5619733.26389003,689,01/19/2020 03:02pm,Snow Emergency,"1022 newton Ave n,Minneapolis,MN",44.98864,-93.30538,5,Near - North,Near North,1,2,Newton
-10387266.2137011,5621505.74325009,690,01/19/2020 03:02pm,Snow Emergency,"2010 Russell Ave N,Minneapolis,MN",44.9999,-93.3104,5,Willard - Hay,Near North,1,2,Newton
-10380124.5117967,5622406.91341737,691,01/19/2020 03:02pm,Snow Emergency,"1702 tyler st ne,Minneapolis,MN",45.005624,-93.246245,1,Northeast Park,Northeast,2,2,Newton
-10380426.7442361,5611299.08184817,692,01/19/2020 03:02pm,Snow Emergency,"3730 18th Ave S,Minneapolis,MN",44.93503,-93.24896,9,Powderhorn Park,Powderhorn,6,2,Newton
-10387408.7027129,5623799.77928485,693,01/19/2020 03:07pm,Snow Emergency,"3240 Sheridan Ave n,Minneapolis,MN",45.01447,-93.31168,4,Cleveland,Camden,1,2,Newton
-10382829.0188049,5616013.13448637,694,01/19/2020 03:07pm,Snow Emergency,"1804 4TH AVE S,Minneapolis,MN",44.965,-93.27054,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10387409.8158591,5620693.44490751,695,01/19/2020 03:09pm,Snow Emergency,"1520 Sheridan Ave N,Minneapolis,MN",44.99474,-93.31169,5,Willard - Hay,Near North,1,2,Newton
-10382030.0788174,5622676.30577905,696,01/19/2020 03:10pm,Snow Emergency,"322 19th ave ne,Minneapolis,MN",45.007335,-93.263363,3,Bottineau,Northeast,2,2,Newton
-10386709.6163083,5619127.30075394,697,01/19/2020 03:10pm,Snow Emergency,"612 Newton Ave N,Minneapolis,MN",44.98479,-93.3054,5,Near - North,Near North,1,2,Newton
-10383397.8614058,5616189.34959396,698,01/19/2020 03:10pm,Snow Emergency,"1700 STEVENS AVE S,Minneapolis,MN",44.96612,-93.27565,6,Steven's Square - Loring Heights,Central,3,2,Newton
-10378862.7053452,5618892.79598443,699,01/19/2020 03:11pm,Snow Emergency,"610 13 AVE SE,Minneapolis,MN",44.9833,-93.23491,3,Marcy Holmes,University,4,2,Newton
-10384523.3014996,5615397.98157655,700,01/19/2020 03:13pm,Snow Emergency,"2126 HARRIET AVE S,Minneapolis,MN",44.96109,-93.28576,10,Whittier,Powderhorn,3,2,Newton
-10378047.8466372,5619165.07393841,701,01/19/2020 03:13pm,Snow Emergency,"1720 rollins ave se,Minneapolis,MN",44.98503,-93.22759,2,Como,University,4,2,Newton
-10381632.8908783,5616312.38760944,702,01/19/2020 03:13pm,Snow Emergency,"1618 10th AVE s ,Minneapolis,MN",44.966902,-93.259795,6,Elliot Park,Central,3,2,Newton
-10378436.0177822,5618943.47374014,703,01/19/2020 03:14pm,Snow Emergency,"1514 8TH ST se,Minneapolis,MN",44.983622,-93.231077,2,University of Minnesota,University,4,2,Newton
-10378769.1969656,5618892.79598443,704,01/19/2020 03:16pm,Snow Emergency,"1318 7th st se,Minneapolis,MN",44.9833,-93.23407,3,Marcy Holmes,University,4,2,Newton
-10380884.8239416,5621985.1281021,705,01/19/2020 03:16pm,Snow Emergency,"690 15th ave ne,Minneapolis,MN",45.002945,-93.253075,1,Logan Park,Northeast,2,2,Newton
-10378042.2807063,5619859.18343548,706,01/19/2020 03:18pm,Snow Emergency,"1712 talmage Ave se,Minneapolis,MN",44.98944,-93.22754,1,Como,University,4,2,Newton
-10379407.6142531,5620253.0081902,707,01/19/2020 03:20pm,Snow Emergency,"324 buchanan st ne,Minneapolis,MN",44.991942,-93.239805,3,Beltrami,Northeast,2,2,Newton
-10381409.6953181,5615028.28080062,708,01/19/2020 03:21pm,Snow Emergency,"2410 12th Ave S,Minneapolis,MN",44.95874,-93.25779,9,Midtown Phillips,Phillips,3,2,Newton
-10382243.4783112,5622829.82053431,709,01/19/2020 03:22pm,Snow Emergency,"216 20th ave ne,Minneapolis,MN",45.00831,-93.26528,3,Bottineau,Northeast,2,2,Newton
-10381390.2144099,5615056.59766782,710,01/19/2020 03:23pm,Snow Emergency,"2402 12th Ave S,Minneapolis,MN",44.95892,-93.257615,9,Midtown Phillips,Phillips,3,2,Newton
-10386847.6524353,5619479.85620116,711,01/19/2020 03:23pm,Snow Emergency,"900 Oliver Ave n,Minneapolis,MN",44.98703,-93.30664,5,Near - North,Near North,1,2,Newton
-10380475.7247683,5622570.02777666,712,01/19/2020 03:24pm,Snow Emergency,"1822 jackson st ne,Minneapolis,MN",45.00666,-93.2494,1,Logan Park,Northeast,2,2,Newton
-10384533.3202152,5615416.86034569,713,01/19/2020 03:24pm,Snow Emergency,"2120 HARRIET AVE S,Minneapolis,MN",44.96121,-93.28585,10,Whittier,Powderhorn,3,2,Newton
-10386846.5391891,5619714.3762301,714,01/19/2020 03:24pm,Snow Emergency,"1018 Oliver Ave n ,Minneapolis,MN",44.98852,-93.30663,5,Near - North,Near North,1,2,Newton
-10386865.240925,5619672.82317776,715,01/19/2020 03:27pm,Snow Emergency,"1020 Oliver Ave n ,Minneapolis,MN",44.988256,-93.306798,5,Near - North,Near North,1,2,Newton
-10378098.4970387,5619631.89993204,716,01/19/2020 03:29pm,Snow Emergency,"1002 17th av se,Minneapolis,MN",44.987996,-93.228045,1,Como,University,4,2,Newton
-10386867.6899667,5619302.00284548,717,01/19/2020 03:29pm,Snow Emergency,"724 Oliver Ave N,Minneapolis,MN",44.9859,-93.30682,5,Near - North,Near North,1,2,Newton
-10386867.1333435,5621181.44485864,718,01/19/2020 03:35pm,Snow Emergency,"1828 Oliver Ave N,Minneapolis,MN",44.99784,-93.306815,5,Willard - Hay,Near North,1,2,Newton
-10378507.0395889,5613048.20048339,719,01/19/2020 03:36pm,Snow Emergency,"3132 28th AVE S,Minneapolis,MN",44.946152,-93.231715,2,Longfellow,Longfellow,6,2,Newton
