email_id,body_text,body_length
791,"Groupon Through 7/14 Use Promo Code OFF50 Just enter the code at checkout to apply your extra savings instantly! SHOP NOW Valid exclusively for sample.user@example.com; not transferable. Valid on 1 unit per transaction; max 1 Local deal per customer. Max discount $25. Ends 7/14. Exclusions apply. Full details: gr.pn/promofaq. Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA 50% OFF: Expires Tonight!",693
792,"Groupon 3- or 5-Night All-Inclusive The Westin Playa Bonita Panama. Price is per Person, Based on Two Guests per Room.  |  View All Getaways Deals  » 5-Star Westin Playa Bonita Hotel With Air from Travel by Jen Panama City, Panama Explore the tropical rainforests, sandy beaches, and eclectic culture of Panama’s natural landscapes; airfare not included     From $499   View Deal Canoeing and Camping Trip in Northern Minnesota Ely, MN — Voyageur North Outfitters Gear up with a canoe, tent, food, and equipment for a trip into the Boundary Waters Canoe Area Wilderness Save 37%      From $199 $317.40   View Deal Coon Rapids Hotel Coon Rapids, MN — Best Western Plus Coon Rapids North Metro Hotel A quaint hotel full of amenities, conveniently located minutes away from the National Sports Center Save 40%      From $76.49 $127.49   View Deal Top Secret Hotel in Downtown Minneapolis Minneapolis, MN — 3.5-Star Top Secret Minneapolis Hotel Pop-art-infused studios and an open lobby complete with restaurant and lounge add a touch of youthful artistry to this downtown hotel Save 25%      From $75.86 $101.15   View Deal ✈ Fiesta Resort All Inclusive with Air from Travel by Jen Puntarenas, Costa Rica — 3-Night Fiesta Resort All Inclusive Stay with Air from Travel by Jen Soar to the gorgeous port town of Puntarenas with relaxing amenities at the fingertip from this all-inclusive resort     From $499   View Deal Sprawling Resort Along Lake Superior Two Harbors, MN — Superior Shores Resort & Conference Center Sprawling resort along Lake Superior features indoor pool and hiking trails; just 25 miles north of Duluth Save 55%      From $63 $139   View Deal Member Pricing: Marriott near Minneapolis Hopkins, MN — Minneapolis Marriott Southwest Recently renovated Marriott near Minneapolis sports sleek outdoor-themed art and an indoor pool Save 31%      From $99 $144   View Deal Minnesota Lodge near Lake Superior Lutsen, MN — Caribou Highlands Lodge Mountain lodge, with indoor pool and an onsi",2000
793,"Groupon $10 for $20 Regal eGift Card. Invite Only. Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA $20 at Regal Cinemas Starts...NOW!",425
794,"Dear Sample,

The name “D. sample.user@example.com” was mentioned in a paper recently discovered by Academia.

Follow the link below to see all of your mentions:

https://www.academia.edu/keypass/U1RoVlN1cjN3N0pwUElSMWxpZnJZbXAwN0E4QVN0SWljRmNmUDNBaWxwWT0tLS83NVROQU9zMExXQ25jL1p4Rmd5VlE9PQ==--91a9e431eb665b2544445ba2ec6a6d8efa8d9358/t/jmH5J-NdYNXyF-ytJy1/upgrade?feature=name_mentions&trigger=new-name-mentions

-----

Follow the link below to disable these notifications:

https://www.academia.edu/keypass/U1RoVlN1cjN3N0pwUElSMWxpZnJZbXAwN0E4QVN0SWljRmNmUDNBaWxwWT0tLS83NVROQU9zMExXQ25jL1p4Rmd5VlE9PQ==--91a9e431eb665b2544445ba2ec6a6d8efa8d9358/t/jmH5J-NdYNXyF-ytJy1/unsubscribe/new_mentions

Academia.edu, 580 California St., Suite 400, San Francisco, CA, 94104
",796
795,"I don't trust them... Grab 80% discounts on Security Safes, Secret Clock Safes, Treasure Boxes 
Hi Sample, I don't trust them... Grab 80% discounts on Security Safes, Secret Clock Safes, Treasure Boxes
 WOMEN 
 MEN 
 ACCESSORIES 
 HOME DECOR 
 GADGETS 
Today's Trending Products
 $14 
 $19 
 $25 
 $138 
 $22 
 $20 
 $19 
 $31 
 $14 
Shop now
Recommended For You
 $1 
 $16 
 $7 
Shop now
 download our app 
You are receiving this email because you subscribed at 
 wish.com .
To opt-out of receiving future emails, you may do so here .
1 Sansome St., 40th Floor, San Francisco, CA 94104 - USA
This email was sent from a notification-only address that cannot accept incoming emails.
Please do not reply to this message. If you have any questions or concerns, please contact us at support@wish.com",804
796,"Seriously.
‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌&nbsp ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌&
It's Happening!
Twitter ( https://u6817148.ct.sendgrid.net/wf/click?upn=xWSiGIIwjSAuspxGGF8ePekqfz-2FpYrY8KnnnT-2BtvyCw2Mxvsf9bp8exgSdCQm9yy_xEFxkooGi2q6L-2Fd3xUSLtJBIyOOtMXFr-2Bf3GmFzpEsxKZVUtUGC5qw2mMERuFtZjWZJ5n9goCc5yMAPS-2B3beGgXs9jrSvqsxiwbhhagUCbrySX4iocWrs-2Fmmsc18GFdP3pn0DDieVm-2F5LSgvUBx8QnIYDXly21VAupFZ4c-2F8t-2Fia1FRv-2FJ9mujRXrT9JVzVntZG3xPoA6lIE-2Btmk2PSuyCPvuA1xe6DKq8Lecs8sWPaf5uapBHNjls0Asj25Ik-2FwdtzN9F5QUByLkEz8qahuzGQ7bT3jmvK-2FD4h4PvO-2FjG4uEmZh3yDssRZnTuA2ZFUqZsbjilNkSj2QKY1-2F4gGHnnluseJT9zVyUsFKIlVgtqMj6FlhX-2B-2BDGxmlqfO4CmM4uqK8oUv2SfcKWpG95ihElqG1DC3kbad2PxhxtwCSpc-2B5McAzTeLKorRgBr3eA1eWLnt7Vi5GjuSkGFipNOXCuNBGuhiSwXeT3ar9ote088l64sWEinceQKQBiTtdNapdHaRSqI-2BDQPTBiBPK8-2BFnh23fcUDKUmb0Do9gcqE5Qxx3XCO7zfBE9NlsKZ9XEF7uRKDoUsv7i4YXRUhu-2FVJp74LpX2Xmu-2FTgAiYv30P75uV4QXe9Ulxp8gBia7gP9PvX1012UNlEaQacmUxKUcdblNhT3J2l08LBFd2jjmu3FyccTb6OwN2Sq1lwvUOyhNU4TlYcgtY-2FMwAq9kVR-2BaahQg-3D-3D )            Instagram 
( https://u6817148.ct.sendgrid.net/wf/click?upn=xWSiGIIwjSAuspxGGF8ePQcJl5MmbF0jC-2BOxkbkkGtyOjDg96NmD76xPFdQT7rob_xEFxkooGi2q6L-2Fd3xUSLtJBIyOOtMXFr-2Bf3GmFzpEsxKZVUtUGC5qw2mMERuFtZjWZJ5n9goCc5yMAPS-2B3beGgXs9jrSvqsxiwbhhagUCbrySX4iocWrs-2Fmmsc18GFdP3pn0DDieVm-2F5LSgvUBx8QnIYDXly21VAupFZ4c-2F8t-2Fia1FRv-2FJ9mujRXrT9JVzVntZG3xPoA6lIE-2Btmk2PSuyCPvuA1xe6DKq8Lecs8sWPaf5uapBHNjls0Asj25Ik-2FwpQL-2B9pFRdcgC2eCiCamjyqYWf23wqf2hkOWiBm-2BttOKysKdjrh1OuixAuiaDE-2Bz7AZpV5jZI3oCDLqNpzuIQTN137MAm2RCmhhgtYgPOdevDTqkgF-2FCxcuOFTSd6LbI-2FNoK3N4g9Z-2Bw1K1V3y6BsFyfKiECOLHKFWfRhL-2Bu4zyW14bylF15iLo",2000
797,"How likely are you to recommend DoorDash to a friend?

10 - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/10/1YmoRXoL Very likely
9  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/9/1UzDV2Zc  
8  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/8/1SemVbSM  
7  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/7/36SzB9bD  
6  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/6/3QRj6PAA  
5  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/5/0Hz7sTU5  
4  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/4/3E0m6tBv  
3  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/3/33txxDkG  
2  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/2/437IjTkI  
1  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/1/03CruGZl  
0  - https://delighted.com/e/en/c/tJ51h8AlEzPTuBWhbBJFnIPI/0/2M3tDrVD  Not likely

--

Powered by Delighted
https://delighted.com/?t=tJ51h8AlEzPTuBWhbBJFnIPI.1

Unsubscribe
https://delighted.com/e/en/u/tJ51h8AlEzPTuBWhbBJFnIPI/0fbGTruc
",1043
798,"Groupon $10 for $20 Regal eGift Card. Invite Only. Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA $20 at Regal Cinemas...Ends Soon!",424
799,"Groupon Stay with dates into March |  View All Getaways Deals  » Coon Rapids Hotel Coon Rapids, MN — Best Western Plus Coon Rapids North Metro Hotel A quaint hotel full of amenities, conveniently located minutes away from the National Sports Center Save 40%      From $76.49 $127.49   View Deal ✈ 14-Day France, Italy, and England Vacation w/ Air from go-today Milan, Venice, Florence, & Rome See the Eiffel Tower in Paris, the Colosseum in Rome, and the Big Ben in London during this 14-day vacation in Europe; air is included Save 32%      From $1,449 $2,131   View Deal Sprawling Resort Along Lake Superior Two Harbors, MN — Superior Shores Resort & Conference Center Sprawling resort along Lake Superior features indoor pool and hiking trails; just 25 miles north of Duluth Save 55%      From $63 $139   View Deal Member Pricing: Rapid City Hotel near Mount Rushmore Rapid City, SD — MainStay Suites Rapid City Enjoy free perks such as airport transportation, WiFi, and continental breakfast and then head to outdoor wonders like Mount Rushmore Save 15%      From $79.56 $94   View Deal Member Pricing: Downtown Minneapolis Hotel Minneapolis, MN — AC Hotel Minneapolis Downtown Modern hotel with sleek, European-inspired decor is located in the city’s bustling Hennepin Theater District Save 81%      From $90.95 $489   View Deal Member Pricing: Marriott near Minneapolis Hopkins, MN — Minneapolis Marriott Southwest Recently renovated Marriott near Minneapolis sports sleek outdoor-themed art and an indoor pool Save 31%      From $99 $144   View Deal Minnesota Lodge near Lake Superior Lutsen, MN — Caribou Highlands Lodge Mountain lodge, with indoor pool and an onsite restaurant, provides easy access to many activities, such as hiking and fishing Save 30%      From $98 $141   View Deal Luxury Villas on Island in Honduras Roatán, Honduras — Rock Point Villas Vacation Rentals Luxury villas sit a short walk from the Caribbean Sea, making for a serene island getaway Save 40%      From $327 ",2000
800,"Don't miss 🎧 85% off headsets! Ending soon... 
Hi Sample, Don't miss 🎧 85% off headsets! Ending soon...
 WOMEN 
 MEN 
 ACCESSORIES 
 HOME DECOR 
 GADGETS 
Today's Trending Products
 $16 
 $15 
 $8 
 $13 
Shop now
Recommended For You
 $1 
 $16 
 $6 
Shop now
 download our app 
You are receiving this email because you subscribed at 
 wish.com .
To opt-out of receiving future emails, you may do so here .
1 Sansome St., 40th Floor, San Francisco, CA 94104 - USA
This email was sent from a notification-only address that cannot accept incoming emails.
Please do not reply to this message. If you have any questions or concerns, please contact us at support@wish.com",674
801,"Groupon $5 for $10 Starbucks eGift Card. Invite Only. Starbucks and the Starbucks logo are registered trademarks of Starbucks Corporation. Starbucks is not a participating partner or sponsor in this offer. Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA Starbucks $5 for $10 eGift Card",577
802,"Groupon Air-Duct Cleaning and Inspection Forever Vent Golden Valley  (1,206) $289 $35 Group Boot Camp Sessions Drees Performance Training Drees Performance  (9) $175 $68 Sale Ends 6/25 Laser Hair Removal ProSkin Esthetics and Laser Minneapolis  (715) $569 $217 Sale Ends 6/24 Dysport or Restylane Lyft KP's Upkeep Boutike - Uptown LLC Calhoun Isles  (466) $450 $160 Sale Ends 6/24 Therapeutic Massage True Blue Therapeutic Bodywork Golden Valley  (95) $65 $40 Sale Ends 6/24 iPhone Screen Repair iRepair Wireless Northeast Richfield  (279) $60 $36 Sale Ends 6/24 Go-Kart and Arcade Packages Smaaash Mall of America Mall of America $150 $73 Sale Ends 6/25 Hair Services Zach Raph Hair Eagles Ridge  (199) $120 $55 Escape Room Game Escape The Room Minneapolis  (137) $64.52 $42 20 Units of Botox Aesthetica Skin Health and Wellness Multiple Locations  (476) $400 $168 Sale Ends 6/24 Brazilian Wax Waxpertise Phenix Salon Suites  (161) $50 $32 Sale Ends 6/25 Whole Body Cryotherapy Sessions Halo Cryotherapy Southwest Minneapolis  (273) $50 $29.50 Juvederm Ultra XC or Botox Contour Clinic Trailway Pond  (47) $355.99 $178 Sale Ends 6/24 Chiropractic Exam and Massage Maple Grove Family Chiropractic Maple Grove  (23) $125 $29 LASIK Surgery with Eye Exam Whiting Clinic LASIK + CATARACT Pennsylvania Park  (387) $1,000 $274 Sale Ends 6/25 Colon Hydrotherapy Xcape Wellness Studios - Savage Cherrywood  (641) $99 $56 Sale Ends 6/24 Lipo-Laser Sessions Body Sculpting by Donna Salons by JC  (39) $477 $108 Microneedling & Hyaluronic Acid Diamond Med Spa JRA Building  (17) $300 $134 Sale Ends 6/24 Botox Clinic Femina Calhoun Isles  (322) $400 $168 Sale Ends 6/24 60-Minute Massages The Balancing Act Minneapolis  (463) $70 $35 Sale Ends 6/24 IPL Skin Rejuvenation Aesthetica Skin Health and Wellness Multiple Locations  (476) $350 $100 Sale Ends 6/25 Laser Genesis Treatments Begin with your Skin Medspa Eagan  (284) $209 $156 Sale Ends 6/24 Dysport and Restylane Injections Anew Medspa Clinic Multiple L",2000
803,"Get superior sound quality. 📻 Shop speakers 🔊 
Hi Sample, Get superior sound quality. 📻 Shop speakers 🔊
 WOMEN 
 MEN 
 ACCESSORIES 
 HOME DECOR 
 GADGETS 
Today's Trending Products
 $19 
 $13 
 $23 
 $19 
Shop now
Recommended For You
 $1 
 $12 
Shop now
 download our app 
You are receiving this email because you subscribed at 
 wish.com .
To opt-out of receiving future emails, you may do so here .
1 Sansome St., 40th Floor, San Francisco, CA 94104 - USA
This email was sent from a notification-only address that cannot accept incoming emails.
Please do not reply to this message. If you have any questions or concerns, please contact us at support@wish.com",670
804,"Groupon New & Existing Customers! Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click here .  Delivered by Groupon 600 W. Chicago Avenue, Suite 400, Chicago, IL 60654, USA Uber eGift Card Starts Today!",403
805,"Groupon 2-Night Stay for Two in Standard or Deluxe Room at Stout's Island Lodge in Birchwood, WI. Combine Up to 8 Nights. |  View All Getaways Deals  » 2-Night Stay on an Island in a Wisconsin Lake Birchwood, WI — Stout’s Island Lodge on Private Island A rustic-luxe historic lodge on an island on Red Cedar Lake, with bonfire nights, an onsite restaurant, kayaking, and a swimming dock Save 46%      From $209 $388   View Deal Great Wolf Lodge Water Park Resort near Minneapolis Bloomington, MN — Great Wolf Lodge Minneapolis/Bloomington Up to six guests enjoy daily passes to the indoor water park, plus access to kid-friendly activities and seven restaurants Save 52%      From $129 $269.99   View Deal Lakeside Iowa Resort with Water Park Storm Lake, IA — King's Pointe Resort & Waterpark Water-park resort on the banks of Storm Lake features an indoor and outdoor waterpark and mini-golf course Save 45%      From $104.25 $189   View Deal Wine and Dine Package in Niagara Falls Hotel Niagara Falls, ON — The Oakes Hotel Overlooking the Falls Contemporary hotel with stunning views of Niagara Falls and indoor pool and jetted tub; stay includes wine tastings and chocolate tour Save 47%      From $61.52 $115   View Deal Great Wolf Lodge Water Park Resort in the Dells Baraboo, WI — Great Wolf Lodge Wisconsin Dells Stay for up to eight guests with daily passes to a huge indoor water park and access to kid-friendly activities and five dining options Save 59%      From $99 $239.99   View Deal Downtown Duluth Hotel near Restaurants and Lake Duluth, MN — The Downtown Duluth Inn Hotel in downtown Duluth, within walking distance of restaurants and Lake Superior; stay includes free continental breakfast and WiFi Save 25%      From $55.34 $73.79   View Deal Hotel in Suburban Milwaukee Menomonee Falls, WI — Menomonee Falls Hotel Hotel about 25 minutes from Milwaukee with free WiFi, a restaurant, and a heated indoor pool Save 47%      From $89 $169   View Deal 4-Star Southwestern Resort with ",2000
806,"Suit up in a new romper or jumpsuit 🔥for 80% off. 
Hi Sample, Suit up in a new romper or jumpsuit 🔥for 80% off.
 WOMEN 
 MEN 
 ACCESSORIES 
 HOME DECOR 
 GADGETS 
Today's Trending Products
 $9 
 $11 
 $11 
 $18 
 $8 
Shop now
Recommended For You
 $1 
 $12 
Shop now
 download our app 
You are receiving this email because you subscribed at 
 wish.com .
To opt-out of receiving future emails, you may do so here .
1 Sansome St., 40th Floor, San Francisco, CA 94104 - USA
This email was sent from a notification-only address that cannot accept incoming emails.
Please do not reply to this message. If you have any questions or concerns, please contact us at support@wish.com",682
807,"Groupon Sample's Minneapolis / St Paul Deals | June 9, 2019 | Groupons for Food & Drink, Health & Beauty, and Things to Do Sample's Minneapolis / St Paul Deals | June 9, 2019 Cakes, Pastries, and Pies Wuollet Bakery   ⋅   Over 10,000 Bought        (30,721 ratings) $30 $19 View Deal Tubing and Camping Apple River Hideaway Over 50 Bought    (643 ratings) $30 $15 View Deal   Nicollet Island Inn Restaurant Over 1,000 Bought    (2,025 ratings) $120 $83 View Deal   Laser Hair Removal Minnesota Women's Care P.A. Over 1,000 Bought    (174 ratings) $750 $191 Sale Ends 6/9 View Deal   Botox KP's Upkeep Boutike Over 1,000 Bought    (465 ratings) $299 $158 Sale Ends 6/10 View Deal   Shiatsu Bodywork Sessions Zendo Bodywork Over 100 Bought    (16 ratings) $100 $39 Sale Ends 6/9 View Deal   Burlesque: Wicked Wenches Wicked Wenches: Under the Rainbow   $26.50 $20 View Deal   Highlights, Cut, and Olaplex Primp Hair Salon Over 1,000 Bought    (460 ratings) $145 $86 Sale Ends 6/9 View Deal   Farm-to-Table Cuisine Peoples Organic - Galleria/Edina Over 1,000 Bought    (2,517 ratings) $30 $16 View Deal   Air-Duct Cleaning Clean Air Restoration, LLC Over 250 Bought    (115 ratings) $245 $135 View Deal   Boxing and Kickboxing Classes TITLE Boxing Club      (102 ratings) $85 $19 View Deal   Lipo-Laser Sessions Body Sculpting by Donna Over 200 Bought    (36 ratings) $477 $108 View Deal   Laser Genesis Treatments Begin with your Skin Medspa Over 200 Bought    (276 ratings) $209 $152 Sale Ends 6/10 View Deal   Juvederm Ultra XC or Botox Contour Clinic Over 150 Bought    (45 ratings) $355.99 $177 Sale Ends 6/10 View Deal   Pool Passes Richfield Outdoor Pool Over 50 Bought    (388 ratings) $72 $39 View Deal   Chiropractic Exam and Massage Maple Grove Family Chiropractic Over 150 Bought    (22 ratings) $125 $29 View Deal   Dysport or Restylane Lyft KP's Upkeep Boutike - Uptown LLC Over 700 Bought    (465 ratings) $450 $173 View Deal   Massage plus Acupuncture Gift Bhakti Wellness Center Over 50 ",2000
808,"Time to dig out that old passport, we're jet setting! 
 Pack Your (Tile)Bags! 
 Rocket your way past the most adventurous WordMasters in the Race Around the World Solo Challenge and begin your epic exploratory adventure! 
 PLAY NOW 
 ☝️Last Week's Survey: Thanks to you, the age old question remains unanswered with nearly even responses! “Can you have more than one best friend?” will be in good company with “How many licks does it take to get to the center of a Tootsie Pop?"" 🍭
 New Tile Style! Are you packed? 
 There's no weight limit on this flight, so fill up your Journey Pack! Prepare for your tour with the Journey Pack Premium Tile Style Bundle , loaded with powerups and coins to keep you on the path towards victory!
 Check It Out! 
 © 2019 Zynga Inc. 699 8th Street San Francisco CA 94103 To unsubscribe, click here | Privacy Policy",846
809,"Groupon     For Sample | May 29, 2019 FREE Shipping with $34.99 Purchase | FREE Returns Juice Cleanse Detox - Cold Pr... Over 550 Bought    $99.99 $49.99 VIEW DEAL New HP 15.6"" Touchscreen Laptop Over 1,000 Bought $549.99 $399.99 Sale Ends 6/2 View Deal Beats Studio3 On-Ear Headphones Over 200 Bought $349.99 $274.99 Sale Ends 6/2 View Deal Comfort Weighted Blanket Over 150 Bought $199.99 $37.99 View Deal Canon EOS Rebel T6 Camera Bundle Over 1,000 Bought $711.38 $469.99 View Deal Dyson Ball 2 Upright Vacuums Over 1,000 Bought $399.99 $199.99 View Deal De'Longhi 4-in-1 AC with Heater Over 250 Bought $399.99 $249.99 View Deal Apple iPad Air 2 Tablet Bundle   $499.95 $349.99 View Deal Pureology Hair Care Set Over 25,000 Bought $28 $16.99 Sale Ends 5/30 View Deal Sealy Pillow-Top Mattress Set Over 5,000 Bought $1,799 $399.99 View Deal Apple iPhone 7/7 Plus/8/8 Plus/X Over 350 Bought $1,150 $246.99 View Deal Topeakmart 51"" Cat Tree Tower... Over 100 Bought $84.99 $57.99 View Deal Issey Miyake L'eau D'issey Over 1,000 Bought $45 $28.99 View Deal Apple Watch Series 3 (Refurb.) Over 1,000 Bought $699 $269.99 View Deal Canon EOS Rebel T7 Camera Bundle Over 50 Bought $549 $529 Sale Ends 6/2 View Deal Apple iPad Air 2 WiFi Tablet Over 500 Bought $499 $219.99 View Deal 10K Gold 3MM Diamond-Cut Rope... Over 100 Bought $745 $124.99 View Deal Sony PlayStation 4 Slim 1TB   $299.99 View Deal Women's Jeggings (1- or 3-Pack) Over 1,000 Bought $49.95 $18.99 View Deal Apple MacBook Air 11"" Laptop Over 1,000 Bought $699.99 $359.99 View Deal Paris-Themed Printed Bedding Set Over 10,000 Bought $179.99 $34.99 View Deal Multi-Purpose Ladders Over 450 Bought $280 $169.99 View Deal SAVE UP TO $100 A WEEK ON WHAT YOU DO EVERY DAY VIEW ALL GOODS Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future Groupon emails, including unsubscribing, click ",2000
810,"Hello! We wanted to wish you a happy Memorial Day!

View this email in your browser (https://us12.campaign-archive.com/?u=33ad10d571e20d319d437897d&id=0ee87f45a7&e=f6bc2666e2)


** Featured Designs For Memorial Weekend!
------------------------------------------------------------

Hello again!

I wanted to take a minute heading into this three-day Memorial weekend to highlight a few newly released design templates with a patriotic theme.

We designed these cards with our active and former military members in mind but know that they can be used for many different business models.

Each of the images can be replaced with a custom image simply by tapping on the image when you are in the design phase to create a truly one of a kind business card for your company!
Try Business Cards (https://getimpressapp.us12.list-manage.com/track/click?u=33ad10d571e20d319d437897d&id=efe00c96c1&e=f6bc2666e2)
As always, if you have any questions about creating a project on our app or any feedback about a product or design you would like to see added, we're here and happy to help! Reach out to us by clicking the button below.

We would also like to thank all current and former military members for their service, please reach out for a Military Promo Code this Memorial Day.

Best wishes,
Megan S

============================================================
** Get In Touch (mailto:hello@getimpressapp.com?subject=Contact%20Impress%20About%20Email)
** (https://getimpressapp.us12.list-manage.com/track/click?u=33ad10d571e20d319d437897d&id=eca48ce4ec&e=f6bc2666e2)
** (https://getimpressapp.us12.list-manage.com/track/click?u=33ad10d571e20d319d437897d&id=e4ee7ddd72&e=f6bc2666e2)
** (https://getimpressapp.us12.list-manage.com/track/click?u=33ad10d571e20d319d437897d&id=af1bf77392&e=f6bc2666e2)
Copyright © 2019 Aeos Technologies, Inc., All rights reserved.
 We occasionally send special offers and product announcements to customers who opted-in to our mailing list.

Our ",2000
811,"Groupon     For Sample | May 31, 2019 FREE Shipping with $34.99 Purchase | FREE Returns Juice Cleanse Detox - Cold Pr... Over 550 Bought    $99.99 $49.99 VIEW DEAL Apple iPad Air 2 WiFi Tablet Over 50 Bought $499.95 $209.99 Sale Ends 6/2 View Deal Canon EOS Rebel T7 Camera Bundle Over 50 Bought $549 $529 Sale Ends 6/2 View Deal Quilted Comfort Weighted Blanket Over 1,000 Bought $199.99 $42.99 View Deal Apple iPhone 7/7 Plus/8/8 Plus/X Over 400 Bought $1,150 $246.99 View Deal Vizio 40"" Full HD Smart LED TV Over 1,000 Bought $230.76 $169.99 View Deal 3pcs Travel ABS Trolley Hard ... Over 350 Bought $159 $79.99 View Deal New HP 15.6"" Touchscreen Laptop Over 1,000 Bought $549.99 $399.99 Sale Ends 6/2 View Deal Topeakmart 51"" Cat Tree Tower... Over 100 Bought $84.99 $57.99 View Deal Issey Miyake L'eau D'issey Over 1,000 Bought $45 $28.99 View Deal Dyson Ball 2 Upright Vacuums Over 1,000 Bought $399.99 $209.99 View Deal Sony PlayStation 4 Slim 1TB Over 50 Bought $299.99 View Deal Apple iPad Air 2 Wifi Tablet Over 350 Bought $499.95 $239.99 Sale Ends 5/31 View Deal Babyliss Pro Nano Titanium Pr... Over 50 Bought $49.99 $39.99 View Deal 10"" Gel Memory Foam Mattress Over 950 Bought $229.99 $199.99 View Deal 10K Gold 3MM Diamond-Cut Rope... Over 100 Bought $745 $124.99 View Deal Apple Watch Series 3 (Refurb.) Over 1,000 Bought $699 $259.99 Sale Ends 5/31 View Deal Multi-Purpose Ladders Over 450 Bought $280 $169.99 View Deal Beats Powerbeats 3 Wireless Over 1,000 Bought $199.95 $84.99 View Deal Women's Jeggings (1- or 3-Pack) Over 1,000 Bought $49.95 $18.99 View Deal Canon EOS Rebel T6 Camera Bundle Over 1,000 Bought $711.38 $469.99 View Deal 100% Cotton Aircloud Sheet Set Over 1,000 Bought $89 $37.99 View Deal SAVE UP TO $100 A WEEK ON WHAT YOU DO EVERY DAY VIEW ALL GOODS Groupon Merchant   |   FAQ   |   Gift Cards   |   Contact You are receiving this email because sample.user@example.com is signed up to receive Groupon communications.  To adjust how often you receive future ",2000
