X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone
-10383538.7918729,5615849.19445572,2029,Lourdes,2022-2023,3,271122470860,2022/12/21 00:00:00+00,09:41:00,12/21/22 9:41 PM,19 19TH ST S,44.963958,-93.276916,478.1000(a),Snow emergency parking restrictions - snow emergency route,6,Steven's Square - Loring Heights,Central,1,3
-10384353.316607,5614785.54501572,2030,Lourdes,2022-2023,3,271122470853,2022/12/22 00:00:00+00,02:13:00,12/22/22 2:13 PM,2504 GRAND AVE S,44.957197,-93.284233,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10384352.2033607,5615156.33713012,2031,Lourdes,2022-2023,3,271122470852,2022/12/22 00:00:00+00,02:09:00,12/22/22 2:09 PM,2218 GRAND AVE S,44.959554,-93.284223,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10384352.0921362,5615349.0543473,2032,Lourdes,2022-2023,3,271122470851,2022/12/22 00:00:00+00,02:04:00,12/22/22 2:04 PM,2200 GRAND AVE S,44.960779,-93.284222,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10384031.9372332,5613810.10565686,2033,Lourdes,2022-2023,3,271122470850,2022/12/22 00:00:00+00,01:31:00,12/22/22 1:31 PM,2826 PILLSBURY AVE,44.950996,-93.281346,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10389034.6351918,5613755.68162527,2034,Lourdes,2022-2023,3,271122470849,2022/12/22 00:00:00+00,09:20:00,12/22/22 9:20 AM,2804 DREW AVE S,44.95065,-93.326286,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10389037.6407564,5613762.13070063,2035,Lourdes,2022-2023,3,271122470848,2022/12/22 00:00:00+00,09:19:00,12/22/22 9:19 AM,2804 DREW AVE S,44.950691,-93.326313,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10389040.089798,5613780.5341435,2036,Lourdes,2022-2023,3,271122470847,2022/12/22 00:00:00+00,09:17:00,12/22/22 9:17 AM,2802 DREW AVE S,44.950808,-93.326335,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10389041.6482427,5613778.33206006,2037,Lourdes,2022-2023,3,271122470846,2022/12/22 00:00:00+00,09:15:00,12/22/22 9:15 AM,2800 DREW AVE S,44.950794,-93.326349,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10388895.8197924,5613738.69394258,2038,Lourdes,2022-2023,3,271122470845,2022/12/22 00:00:00+00,09:10:00,12/22/22 9:10 AM,2836 CHOWEN AVE S,44.950542,-93.325039,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10388897.1555878,5613746.8731775,2039,Lourdes,2022-2023,3,271122470844,2022/12/22 00:00:00+00,09:08:00,12/22/22 9:08 AM,2834 CHOWEN AVE S,44.950594,-93.325051,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10388896.4876401,5613757.72654326,2040,Lourdes,2022-2023,3,271122470843,2022/12/22 00:00:00+00,09:07:00,12/22/22 9:07 AM,2832 CHOWEN AVE S,44.950663,-93.325045,478.1000(b),Snow emergency parking restrictions - even number address,7,Cedar - Isles - Dean,Calhoun Isle,2,3
-10376956.9156752,5619867.05354504,2041,Lourdes,2022-2023,3,271122470794,2022/12/22 00:00:00+00,10:26:00,12/22/22 10:26 AM,1052 25TH AVE SE,44.98949,-93.21779,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10376949.679875,5619854.46148627,2042,Lourdes,2022-2023,3,271122470793,2022/12/22 00:00:00+00,10:25:00,12/22/22 10:25 AM,1050 25TH AVE SE,44.98941,-93.217725,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10376953.7986859,5619843.91560103,2043,Lourdes,2022-2023,3,271122470792,2022/12/22 00:00:00+00,10:24:00,12/22/22 10:24 AM,1046 25TH AVE SE,44.989343,-93.217762,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10376956.1364029,5619575.23742444,2044,Lourdes,2022-2023,3,271122470791,2022/12/22 00:00:00+00,10:13:00,12/22/22 10:13 AM,928 25TH AVE SE,44.987636,-93.217783,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10376801.5137078,5619554.77607048,2045,Lourdes,2022-2023,3,271122470790,2022/12/22 00:00:00+00,10:03:00,12/22/22 10:03 AM,928 26TH AVE SE,44.987506,-93.216394,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10376808.6380833,5620010.4466487,2046,Lourdes,2022-2023,3,271122470789,2022/12/22 00:00:00+00,09:59:00,12/22/22 9:59 AM,1078 26TH AVE SE,44.990401,-93.216458,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10376665.0359253,5620094.81520852,2047,Lourdes,2022-2023,3,271122470788,2022/12/22 00:00:00+00,09:55:00,12/22/22 9:55 AM,1066 27TH AVE SE,44.990937,-93.215168,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10383443.8363733,5615862.25294084,2048,Lourdes,2022-2023,3,271122470782,2022/12/23 00:00:00+00,12:29:00,12/23/22 12:29 PM,111 19TH ST E,44.964041,-93.276063,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-10383466.8794693,5615850.45315861,2049,Lourdes,2022-2023,3,271122470781,2022/12/23 00:00:00+00,12:25:00,12/23/22 12:25 PM,109 19TH ST E,44.963966,-93.27627,478.1000(c),Snow emergency parking restrictions - odd number address,6,Steven's Square - Loring Heights,Central,3,3
-10384072.6801435,5615840.06928944,2050,Lourdes,2022-2023,3,271122470780,2022/12/23 00:00:00+00,12:12:00,12/23/22 12:12 PM,217 RIDGEWOOD AVE S,44.9639,-93.281712,478.1000(c),Snow emergency parking restrictions - odd number address,7,Steven's Square - Loring Heights,Central,3,3
-10381216.8899788,5616432.90987498,2051,Lourdes,2022-2023,3,271122470779,2022/12/23 00:00:00+00,11:02:00,12/23/22 11:02 AM,827 13TH AVE S,44.967668,-93.256058,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-10381221.8992865,5616401.28439195,2052,Lourdes,2022-2023,3,271122470778,2022/12/23 00:00:00+00,11:00:00,12/23/22 11:00 AM,829 13TH AVE S,44.967467,-93.256103,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-10381327.5415496,5616461.70319488,2053,Lourdes,2022-2023,3,271122470777,2022/12/23 00:00:00+00,10:51:00,12/23/22 10:51 AM,1213 15TH ST E,44.967851,-93.257052,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-10381635.6738938,5616520.86374723,2054,Lourdes,2022-2023,3,271122470776,2022/12/23 00:00:00+00,10:42:00,12/23/22 10:42 AM,1409 10TH AVE S,44.968227,-93.25982,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-10382383.9634798,5616361.32006108,2055,Lourdes,2022-2023,3,271122470775,2022/12/23 00:00:00+00,10:29:00,12/23/22 10:29 AM,623 16TH ST E,44.967213,-93.266542,478.1000(c),Snow emergency parking restrictions - odd number address,6,Elliot Park,Central,3,3
-10382191.3807897,5616699.13435294,2056,Lourdes,2022-2023,3,271122470774,2022/12/23 00:00:00+00,10:19:00,12/23/22 10:19 AM,1007 PARK AVENUE FRONTAGE ROAD,44.96936,-93.264812,478.1000(c),Snow emergency parking restrictions - odd number address,7,Elliot Park,Central,3,3
-10382431.3855673,5616616.68575175,2057,Lourdes,2022-2023,3,271122470773,2022/12/23 00:00:00+00,10:11:00,12/23/22 10:11 AM,537 14TH ST E,44.968836,-93.266968,478.1000(c),Snow emergency parking restrictions - odd number address,7,Elliot Park,Central,3,3
-10381818.9057159,5613189.91251301,2058,Lourdes,2022-2023,3,271122470757,2022/12/22 00:00:00+00,11:40:00,12/22/22 11:40 AM,3044 ELLIOT AVE S,44.947053,-93.261466,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381815.677502,5613264.4656007,2059,Lourdes,2022-2023,3,271122470756,2022/12/22 00:00:00+00,11:38:00,12/22/22 11:38 AM,3026 ELLIOT AVE S,44.947527,-93.261437,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381812.3378634,5613224.51515507,2060,Lourdes,2022-2023,3,271122470755,2022/12/22 00:00:00+00,11:36:00,12/22/22 11:36 AM,3030 ELLIOT AVE S,44.947273,-93.261407,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381814.8982297,5613216.80812785,2061,Lourdes,2022-2023,3,271122470754,2022/12/22 00:00:00+00,11:35:00,12/22/22 11:35 AM,3036 ELLIOT AVE S,44.947224,-93.26143,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381811.7813404,5613069.59082789,2062,Lourdes,2022-2023,3,271122470753,2022/12/22 00:00:00+00,11:34:00,12/22/22 11:34 AM,3100 ELLIOT AVE S,44.946288,-93.261402,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381805.4361372,5612794.03671418,2063,Lourdes,2022-2023,3,271122470752,2022/12/22 00:00:00+00,11:32:00,12/22/22 11:32 AM,3204 ELLIOT AVE S,44.944536,-93.261345,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381806.8832572,5612759.59300592,2064,Lourdes,2022-2023,3,271122470751,2022/12/22 00:00:00+00,11:31:00,12/22/22 11:31 AM,3214 ELLIOT AVE S,44.944317,-93.261358,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381806.2153094,5612676.70853145,2065,Lourdes,2022-2023,3,271122470750,2022/12/22 00:00:00+00,11:29:00,12/22/22 11:29 AM,3228 ELLIOT AVE S,44.94379,-93.261352,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381802.7644463,5612225.18236289,2066,Lourdes,2022-2023,3,271122470749,2022/12/22 00:00:00+00,11:17:00,12/22/22 11:17 AM,3408 ELLIOT AVE S,44.940919,-93.261321,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381802.541797,5612222.03701082,2067,Lourdes,2022-2023,3,271122470748,2022/12/22 00:00:00+00,11:17:00,12/22/22 11:17 AM,3410 ELLIOT AVE S,44.940899,-93.261319,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381802.3191478,5612129.87892226,2068,Lourdes,2022-2023,3,271122470747,2022/12/22 00:00:00+00,11:15:00,12/22/22 11:15 AM,3430 ELLIOT AVE S,44.940313,-93.261317,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381797.6437138,5612120.91464617,2069,Lourdes,2022-2023,3,271122470746,2022/12/22 00:00:00+00,11:14:00,12/22/22 11:14 AM,3438 ELLIOT AVE S,44.940256,-93.261275,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381796.5305677,5611398.77980827,2070,Lourdes,2022-2023,3,271122470745,2022/12/22 00:00:00+00,11:10:00,12/22/22 11:10 AM,3708 ELLIOT AVE S,44.935664,-93.261265,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381793.3022537,5611042.13687492,2071,Lourdes,2022-2023,3,271122470744,2022/12/22 00:00:00+00,11:08:00,12/22/22 11:08 AM,3812 ELLIOT AVE S,44.933396,-93.261236,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381799.313483,5610259.71043796,2072,Lourdes,2022-2023,3,271122470743,2022/12/22 00:00:00+00,11:05:00,12/22/22 11:05 AM,4108 ELLIOT AVE S,44.92842,-93.26129,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381795.6399707,5610192.25763707,2073,Lourdes,2022-2023,3,271122470742,2022/12/22 00:00:00+00,11:04:00,12/22/22 11:04 AM,4120 ELLIOT AVE S,44.927991,-93.261257,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381792.0777829,5609972.60718649,2074,Lourdes,2022-2023,3,271122470741,2022/12/22 00:00:00+00,11:01:00,12/22/22 11:01 AM,4204 ELLIOT AVE S,44.926594,-93.261225,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-10384519.6278871,5608353.77322638,2075,Lourdes,2022-2023,3,271122470628,2022/12/22 00:00:00+00,01:55:00,12/22/22 1:55 PM,4748 HARRIET AVE S,44.916297,-93.285727,478.1000(b),Snow emergency parking restrictions - even number address,11,Tangletown,Southwest,2,5
-10384943.42121,5607928.24274344,2076,Lourdes,2022-2023,3,271122470627,2022/12/22 00:00:00+00,01:42:00,12/22/22 1:42 PM,4916 ALDRICH AVE S,44.91359,-93.289534,478.1000(b),Snow emergency parking restrictions - even number address,13,Lynnhurst,Southwest,2,5
-10385516.4939464,5608232.57286738,2077,Lourdes,2022-2023,3,271122470626,2022/12/22 00:00:00+00,01:28:00,12/22/22 1:28 PM,4812 EMERSON AVE S,44.915526,-93.294682,478.1000(b),Snow emergency parking restrictions - even number address,13,Lynnhurst,Southwest,2,5
-10382360.2524361,5609377.04626995,2078,Lourdes,2022-2023,3,271122470625,2022/12/22 00:00:00+00,01:12:00,12/22/22 1:12 PM,4412 OAKLAND AVE S,44.922806,-93.266329,478.1000(b),Snow emergency parking restrictions - even number address,8,Regina,Nokomis,2,5
-10382667.3829588,5607851.69025402,2079,Lourdes,2022-2023,3,271122470624,2022/12/22 00:00:00+00,01:03:00,12/22/22 1:03 PM,4932 5TH AVE S,44.913103,-93.269088,478.1000(b),Snow emergency parking restrictions - even number address,8,Field,Nokomis,2,5
-10382657.1414938,5608822.55592368,2080,Lourdes,2022-2023,3,271122470623,2022/12/22 00:00:00+00,12:59:00,12/22/22 12:59 PM,4616 5TH AVE S,44.919279,-93.268996,478.1000(b),Snow emergency parking restrictions - even number address,8,Field,Nokomis,2,5
-10382655.8056984,5609117.16892223,2081,Lourdes,2022-2023,3,271122470622,2022/12/22 00:00:00+00,12:56:00,12/22/22 12:56 PM,4512 5TH AVE S,44.921153,-93.268984,478.1000(b),Snow emergency parking restrictions - even number address,8,Regina,Nokomis,2,5
-10382644.8963858,5610572.45273395,2082,Lourdes,2022-2023,3,271122470621,2022/12/22 00:00:00+00,12:51:00,12/22/22 12:51 PM,4000 5TH AVE S,44.930409,-93.268886,478.1000(b),Snow emergency parking restrictions - even number address,8,Bryant,Powderhorn,2,5
-10382646.1208565,5610756.4238496,2083,Lourdes,2022-2023,3,271122470620,2022/12/22 00:00:00+00,12:49:00,12/22/22 12:49 PM,3924 5TH AVE S,44.931579,-93.268897,478.1000(b),Snow emergency parking restrictions - even number address,8,Bryant,Powderhorn,2,5
-10382644.7850611,5610939.92709753,2084,Lourdes,2022-2023,3,271122470619,2022/12/22 00:00:00+00,12:47:00,12/22/22 12:47 PM,3852 5TH AVE S,44.932746,-93.268885,478.1000(b),Snow emergency parking restrictions - even number address,8,Bryant,Powderhorn,2,5
-10382648.013275,5611775.25144092,2085,Lourdes,2022-2023,3,271122470618,2022/12/22 00:00:00+00,12:43:00,12/22/22 12:43 PM,3548 5TH AVE S,44.938058,-93.268914,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
-10382647.1227781,5611793.49356718,2086,Lourdes,2022-2023,3,271122470617,2022/12/22 00:00:00+00,12:41:00,12/22/22 12:41 PM,3544 5TH AVE S,44.938174,-93.268906,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
-10382651.6868875,5611858.44217747,2087,Lourdes,2022-2023,3,271122470616,2022/12/22 00:00:00+00,12:39:00,12/22/22 12:39 PM,3532 5TH AVE S,44.938587,-93.268947,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
-10382655.026426,5612108.17625855,2088,Lourdes,2022-2023,3,271122470615,2022/12/22 00:00:00+00,12:37:00,12/22/22 12:37 PM,3440 5TH AVE S,44.940175,-93.268977,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
-10382656.1396723,5612383.55216364,2089,Lourdes,2022-2023,3,271122470614,2022/12/22 00:00:00+00,12:34:00,12/22/22 12:34 PM,3336 5TH AVE S,44.941926,-93.268987,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
-10382657.364143,5612462.65939554,2090,Lourdes,2022-2023,3,271122470613,2022/12/22 00:00:00+00,12:32:00,12/22/22 12:32 PM,3324 5TH AVE S,44.942429,-93.268998,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
-10384217.9520708,5615283.92329236,2091,Lourdes,2022-2023,3,271122470612,2022/12/22 00:00:00+00,01:02:00,12/22/22 1:02 PM,2216 PLEASANT AVE,44.960365,-93.283017,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10384217.3955477,5615197.86924928,2092,Lourdes,2022-2023,3,271122470611,2022/12/22 00:00:00+00,12:58:00,12/22/22 12:58 PM,2300 PLEASANT AVE,44.959818,-93.283012,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10384196.8013933,5614981.24330627,2093,Lourdes,2022-2023,3,271122470610,2022/12/22 00:00:00+00,12:50:00,12/22/22 12:50 PM,2416 PLEASANT AVE,44.958441,-93.282827,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10384222.850154,5614637.51554808,2094,Lourdes,2022-2023,3,271122470609,2022/12/22 00:00:00+00,12:46:00,12/22/22 12:46 PM,2530 PLEASANT AVE,44.956256,-93.283061,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3
-10376671.3812287,5619586.09766011,2095,Lourdes,2022-2023,3,271122470525,2022/12/22 00:00:00+00,09:41:00,12/22/22 9:41 AM,922 27TH AVE SE,44.987705,-93.215225,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10376941.5535779,5619486.93897335,2096,Lourdes,2022-2023,3,271122470524,2022/12/22 00:00:00+00,09:31:00,12/22/22 9:31 AM,920 WEEKS AVE SE,44.987075,-93.217652,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10376973.8362172,5619517.6308617,2097,Lourdes,2022-2023,3,271122470523,2022/12/22 00:00:00+00,09:29:00,12/22/22 9:29 AM,928 WEEKS AVE SE,44.98727,-93.217942,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377026.9356604,5619563.1179808,2098,Lourdes,2022-2023,3,271122470522,2022/12/22 00:00:00+00,09:24:00,12/22/22 9:24 AM,948 WEEKS AVE SE,44.987559,-93.218419,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377048.1976625,5619578.85754872,2099,Lourdes,2022-2023,3,271122470521,2022/12/22 00:00:00+00,09:21:00,12/22/22 9:21 AM,946 WEEKS AVE SE,44.987659,-93.21861,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10377092.5028607,5619732.79181483,2100,Lourdes,2022-2023,3,271122470520,2022/12/22 00:00:00+00,09:06:00,12/22/22 9:06 AM,1020 24TH AVE SE,44.988637,-93.219008,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377091.2782899,5619666.05506846,2101,Lourdes,2022-2023,3,271122470519,2022/12/22 00:00:00+00,09:03:00,12/22/22 9:03 AM,1008 24TH AVE SE,44.988213,-93.218997,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377090.6103421,5619657.87046723,2102,Lourdes,2022-2023,3,271122470518,2022/12/22 00:00:00+00,09:01:00,12/22/22 9:01 AM,1004 24TH AVE SE,44.988161,-93.218991,478.1000(b),Snow emergency parking restrictions - even number address,1,Como,University,2,4
-10377226.1975276,5619331.90711175,2103,Lourdes,2022-2023,3,271122470517,2022/12/22 00:00:00+00,08:47:00,12/22/22 8:47 AM,2308 FAIRMONT ST SE,44.98609,-93.220209,478.1000(b),Snow emergency parking restrictions - even number address,2,Como,University,2,4
-10382548.9389645,5616634.93766402,2104,Lourdes,2022-2023,3,271122470504,2022/12/23 00:00:00+00,10:08:00,12/23/22 10:08 AM,529 14TH ST E,44.968952,-93.268024,478.1000(c),Snow emergency parking restrictions - odd number address,7,Elliot Park,Central,3,3
-10382551.3880062,5616628.64388723,2105,Lourdes,2022-2023,3,271122470503,2022/12/23 00:00:00+00,10:06:00,12/23/22 10:06 AM,527 14TH ST E,44.968912,-93.268046,478.1000(c),Snow emergency parking restrictions - odd number address,7,Elliot Park,Central,3,3
-10382643.6718149,5616600.95134986,2106,Lourdes,2022-2023,3,271122470502,2022/12/23 00:00:00+00,10:02:00,12/23/22 10:02 AM,1403 5TH AVE S,44.968736,-93.268875,478.1000(c),Snow emergency parking restrictions - odd number address,7,Elliot Park,Central,3,3
-10381660.3867591,5611080.50525945,2107,Lourdes,2022-2023,3,271122470470,2022/12/22 00:00:00+00,10:30:00,12/22/22 10:30 AM,3816 10TH AVE S,44.93364,-93.260042,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381656.8245713,5611364.49868159,2108,Lourdes,2022-2023,3,271122470469,2022/12/22 00:00:00+00,10:28:00,12/22/22 10:28 AM,3720 10TH AVE S,44.935446,-93.26001,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381656.9358959,5611364.18416218,2109,Lourdes,2022-2023,3,271122470468,2022/12/22 00:00:00+00,10:28:00,12/22/22 10:28 AM,3704 10TH AVE S,44.935444,-93.260011,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381659.8302361,5611428.50064137,2110,Lourdes,2022-2023,3,271122470467,2022/12/22 00:00:00+00,10:26:00,12/22/22 10:26 AM,3704 10TH AVE S,44.935853,-93.260037,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381518.4544705,5611972.77173302,2111,Lourdes,2022-2023,3,271122470466,2022/12/22 00:00:00+00,10:17:00,12/22/22 10:17 AM,3502 11TH AVE S,44.939314,-93.258767,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381513.7790365,5611315.75056517,2112,Lourdes,2022-2023,3,271122470465,2022/12/22 00:00:00+00,10:14:00,12/22/22 10:14 AM,3720 11TH AVE S,44.935136,-93.258725,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381513.333738,5610460.9712969,2113,Lourdes,2022-2023,3,271122470464,2022/12/22 00:00:00+00,10:10:00,12/22/22 10:10 AM,4024 11TH AVE S,44.9297,-93.258721,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381513.1110887,5609769.15610405,2114,Lourdes,2022-2023,3,271122470463,2022/12/22 00:00:00+00,10:06:00,12/22/22 10:06 AM,4250 11TH AVE S,44.9253,-93.258719,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-10381515.8941042,5609768.99887212,2115,Lourdes,2022-2023,3,271122470462,2022/12/22 00:00:00+00,10:05:00,12/22/22 10:05 AM,4252 11TH AVE S,44.925299,-93.258744,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-10381383.2012589,5611844.44601548,2116,Lourdes,2022-2023,3,271122470461,2022/12/22 00:00:00+00,09:15:00,12/22/22 9:15 AM,3520 12TH AVE S,44.938498,-93.257552,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381232.9199238,5611744.1140695,2117,Lourdes,2022-2023,3,271122470460,2022/12/22 00:00:00+00,09:07:00,12/22/22 9:07 AM,3546 13TH AVE S,44.93786,-93.256202,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381227.4653175,5611177.52744626,2118,Lourdes,2022-2023,3,271122470459,2022/12/22 00:00:00+00,09:04:00,12/22/22 9:04 AM,3744 13TH AVE S,44.934257,-93.256153,478.1000(b),Snow emergency parking restrictions - even number address,9,Powderhorn Park,Powderhorn,2,6
-10381232.0294269,5609907.04320024,2119,Lourdes,2022-2023,3,271122470458,2022/12/22 00:00:00+00,08:59:00,12/22/22 8:59 AM,4216 13TH AVE S,44.926177,-93.256194,478.1000(b),Snow emergency parking restrictions - even number address,8,Northrop,Nokomis,2,6
-10381233.142573,5609683.94075671,2120,Lourdes,2022-2023,3,271122470457,2022/12/22 00:00:00+00,08:57:00,12/22/22 8:57 AM,4306 13TH AVE S,44.924758,-93.256204,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-10381100.338403,5608442.43447792,2121,Lourdes,2022-2023,3,271122470456,2022/12/22 00:00:00+00,08:31:00,12/22/22 8:31 AM,4728 14TH AVE S,44.916861,-93.255011,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-10381099.3365815,5608689.87313178,2122,Lourdes,2022-2023,3,271122470455,2022/12/22 00:00:00+00,08:28:00,12/22/22 8:28 AM,4640 14TH AVE S,44.918435,-93.255002,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-10381100.5610523,5608781.36754717,2123,Lourdes,2022-2023,3,271122470454,2022/12/22 00:00:00+00,08:27:00,12/22/22 8:27 AM,4620 14TH AVE S,44.919017,-93.255013,478.1000(b),Snow emergency parking restrictions - even number address,11,Northrop,Nokomis,2,6
-10381092.2121059,5610436.44240077,2124,Lourdes,2022-2023,3,271122470453,2022/12/22 00:00:00+00,08:22:00,12/22/22 8:22 AM,4032 14TH AVE S,44.929544,-93.254938,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381095.9969429,5610440.21596398,2125,Lourdes,2022-2023,3,271122470452,2022/12/22 00:00:00+00,08:18:00,12/22/22 8:18 AM,4030 14TH AVE S,44.929568,-93.254972,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381095.6630692,5610464.4305237,2126,Lourdes,2022-2023,3,271122470451,2022/12/22 00:00:00+00,08:16:00,12/22/22 8:16 AM,4024 14TH AVE S,44.929722,-93.254969,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10381096.1082675,5610761.14118312,2127,Lourdes,2022-2023,3,271122470450,2022/12/22 00:00:00+00,08:14:00,12/22/22 8:14 AM,3924 14TH AVE S,44.931609,-93.254973,478.1000(b),Snow emergency parking restrictions - even number address,8,Bancroft,Powderhorn,2,6
-10382659.70186,5612748.89826526,2128,Lourdes,2022-2023,3,271122470433,2022/12/22 00:00:00+00,12:23:00,12/22/22 12:23 PM,3220 5TH AVE S,44.944249,-93.269019,478.1000(b),Snow emergency parking restrictions - even number address,9,Central,Powderhorn,2,5
